SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

REDE:,Qualidade águas subterrâneas

CÓDIGO,NOME,DISTRITO,CONCELHO,FREGUESIA,BACIA,ALTITUDE (M),COORD_X (M),COORD_Y (M),SISTEMA AQUÍFERO,ESTADO
371/46,,PORTALEGRE,MONFORTE,VAIAMONTE,TEJO,312,251100,242100,A3 - MONFORTE - ALTER DO CHÃO,,
371/47,,PORTALEGRE,MONFORTE,VAIAMONTE,TEJO,290,250042,240356,A3 - MONFORTE - ALTER DO CHÃO,,
372/44,,PORTALEGRE,ARRONCHES,ESPERANÇA,GUADIANA,419,278400,247120,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
374/129,,LISBOA,TORRES VEDRAS,TORRES VEDRAS (SÃO PEDRO E SÃO TIAGO),RIBEIRAS DO OESTE,-,99243,238899,O25 - TORRES VEDRAS,,
374/130,,LISBOA,TORRES VEDRAS,TORRES VEDRAS (SÃO PEDRO E SÃO TIAGO),RIBEIRAS DO OESTE,-,101113,238302,O25 - TORRES VEDRAS,,
374/5,,LISBOA,TORRES VEDRAS,TORRES VEDRAS (SÃO PEDRO E SÃO TIAGO),RIBEIRAS DO OESTE,-,103170,238750,O25 - TORRES VEDRAS,,
374/7,,LISBOA,TORRES VEDRAS,TORRES VEDRAS (SÃO PEDRO E SÃO TIAGO),RIBEIRAS DO OESTE,-,101350,238700,O25 - TORRES VEDRAS,,
376/129,,LISBOA,ALENQUER,MECA,TEJO,-,124000,237250,O26 - OTA - ALENQUER,,
376/138,,LISBOA,ALENQUER,ALENQUER (TRIANA),TEJO,79,124380,233350,O26 - OTA - ALENQUER,,
377/262,,SANTARÉM,CARTAXO,-,TEJO,-,144300,234550,T7 - ALUVIÕES DO TEJO,,
377/263,,SANTARÉM,CARTAXO,-,TEJO,-,147600,239000,T7 - ALUVIÕES DO TEJO,,
377/264,,SANTARÉM,CARTAXO,-,TEJO,-,147040,237470,T7 - ALUVIÕES DO TEJO,,
377/287,,SANTARÉM,CARTAXO,VALADA,TEJO,0,146752,239462,T7 - ALUVIÕES DO TEJO,,
377/94,,SANTARÉM,SALVATERRA DE MAGOS,MUGE,TEJO,23,148399,234273,T7 - ALUVIÕES DO TEJO,,
378/AG16,,SANTARÉM,CORUCHE,SÃO JOSÉ DA LAMOROSA,TEJO,88,162796,234557,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,
380/1,,PORTALEGRE,PONTE DE SOR,MONTARGIL,TEJO,-,195950,234290,T0 - BACIA DO TEJO-SADO INDIFERENCIADO,,
380/AG59,,PORTALEGRE,PONTE DE SOR,MONTARGIL,TEJO,95,199923,232270,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,
382/93,,PORTALEGRE,AVIS,AVIS,TEJO,150,221960,235920,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
384/105,,PORTALEGRE,MONFORTE,VAIAMONTE,TEJO,320.86,252547,238971,A3 - MONFORTE - ALTER DO CHÃO,,
384/106,,PORTALEGRE,MONFORTE,MONFORTE,TEJO,270,260614,232202,A3 - MONFORTE - ALTER DO CHÃO,,
384/20,,PORTALEGRE,MONFORTE,MONFORTE,TEJO,272,259531,235432,A3 - MONFORTE - ALTER DO CHÃO,,
384/28,,PORTALEGRE,MONFORTE,VAIAMONTE,TEJO,320,256162,235319,A3 - MONFORTE - ALTER DO CHÃO,,
384/44,,PORTALEGRE,MONFORTE,MONFORTE,TEJO,300,258008,233922,A3 - MONFORTE - ALTER DO CHÃO,,
384/82,,PORTALEGRE,MONFORTE,MONFORTE,TEJO,240,260532,233775,A3 - MONFORTE - ALTER DO CHÃO,,
384/91,,PORTALEGRE,MONFORTE,VAIAMONTE,TEJO,315,254600,237120,A3 - MONFORTE - ALTER DO CHÃO,,
387/5,,PORTALEGRE,CAMPO MAIOR,SÃO JOÃO BAPTISTA,GUADIANA,197,297825,233225,A11 - ELVAS - CAMPO MAIOR,,
391/244,,SANTARÉM,BENAVENTE,BENAVENTE,TEJO,10,145970,223500,T7 - ALUVIÕES DO TEJO,,
391/33,,SANTARÉM,SALVATERRA DE MAGOS,FOROS DE SALVATERRA,TEJO,25,146740,226240,T7 - ALUVIÕES DO TEJO,,
391/AG14,,SANTARÉM,BENAVENTE,BENAVENTE,TEJO,5,144440,224099,T7 - ALUVIÕES DO TEJO,,
393/AG11,,SANTARÉM,CORUCHE,COUÇO,TEJO,30,177825,224682,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,
393/AG12,,SANTARÉM,CORUCHE,COUÇO,TEJO,32,178853,225369,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,
394/13,,ÉVORA,MORA,MORA,TEJO,60,195550,221720,T0 - BACIA DO TEJO-SADO INDIFERENCIADO,,
394/AG85,,ÉVORA,MORA,MORA,TEJO,25,195912,220401,T0 - BACIA DO TEJO-SADO INDIFERENCIADO,,
395/AG63,,PORTALEGRE,AVIS,MARANHÃO,TEJO,101,211796,226179,T0 - BACIA DO TEJO-SADO INDIFERENCIADO,,
396/118,,PORTALEGRE,SOUSEL,CASA BRANCA,TEJO,224.98,226950,222280,A4 - ESTREMOZ - CANO,,
396/141,,PORTALEGRE,SOUSEL,CASA BRANCA,TEJO,220.67,226180,223780,A4 - ESTREMOZ - CANO,,
396/151,,PORTALEGRE,SOUSEL,CASA BRANCA,TEJO,208.18,225424,224872,A4 - ESTREMOZ - CANO,,
396/230,,PORTALEGRE,SOUSEL,-,TEJO,225.83,227751,220674,A4 - ESTREMOZ - CANO,,
397/163,,PORTALEGRE,SOUSEL,CANO,TEJO,240,232953,220271,A4 - ESTREMOZ - CANO,,
397/71,,PORTALEGRE,SOUSEL,CANO,TEJO,237.93,232280,221000,A4 - ESTREMOZ - CANO,,
399/10,,PORTALEGRE,ELVAS,SÃO VICENTE E VENTOSA,GUADIANA,375,276771,221081,A5 - ELVAS - VILA BOIM,,
399/6,,PORTALEGRE,ELVAS,SÃO VICENTE E VENTOSA,GUADIANA,382.35,275702,220199,A5 - ELVAS - VILA BOIM,,
40/1,,VIANA DO CASTELO,VIANA DO CASTELO,AREOSA,MINHO/ÂNCORA,10,139375,528625,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
400/13,,PORTALEGRE,CAMPO MAIOR,NOSSA SENHORA DA EXPECTAÇÃO,GUADIANA,225,293800,223800,A11 - ELVAS - CAMPO MAIOR,,
400/7,,PORTALEGRE,CAMPO MAIOR,NOSSA SENHORA DA EXPECTAÇÃO,GUADIANA,200,292075,221525,A11 - ELVAS - CAMPO MAIOR,,
400/70,,PORTALEGRE,CAMPO MAIOR,NOSSA SENHORA DA GRAÇA DOS DEGOLADOS,GUADIANA,295,288540,228900,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
401/29,,PORTALEGRE,CAMPO MAIOR,NOSSA SENHORA DA EXPECTAÇÃO,GUADIANA,218,296575,224650,A11 - ELVAS - CAMPO MAIOR,,
401/30,,PORTALEGRE,CAMPO MAIOR,NOSSA SENHORA DA EXPECTAÇÃO,GUADIANA,215,296525,222950,A11 - ELVAS - CAMPO MAIOR,,
402/251,,LISBOA,SINTRA,SINTRA (SÃO PEDRO DE PENAFERRIM),RIBEIRAS DO OESTE,-,98782.82,212118.55,O0 - ORLA OCIDENTAL INDIFERENCIADO,EM SERVIÇO,
404/69,,SANTARÉM,BENAVENTE,SAMORA CORREIA,TEJO,5,134850,210870,T7 - ALUVIÕES DO TEJO,,
405/17,,SANTARÉM,BENAVENTE,SAMORA CORREIA,TEJO,7,136600,219500,T7 - ALUVIÕES DO TEJO,,
405/AG6,,SANTARÉM,BENAVENTE,SAMORA CORREIA,TEJO,35,139649,211339,T7 - ALUVIÕES DO TEJO,,
408/AG78,,SANTARÉM,CORUCHE,COUÇO,TEJO,60,186140,215790,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,
411/139,,ÉVORA,ESTREMOZ,ESTREMOZ (SANTA MARIA),TEJO,393.72,246891.46,211842.96,A4 - ESTREMOZ - CANO,,
411/163,,ÉVORA,ESTREMOZ,SANTO ESTÊVÃO,TEJO,377.86,243875,213700,A4 - ESTREMOZ - CANO,,
411/192,,ÉVORA,ESTREMOZ,SANTO ESTÊVÃO,TEJO,299.61,246136.19,216209.19,A4 - ESTREMOZ - CANO,,
411/198,,ÉVORA,ESTREMOZ,SANTA VITÓRIA DO AMEIXIAL,TEJO,292.02,239400,214875,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
411/255,,ÉVORA,ESTREMOZ,-,TEJO,299.48,246275.59,216094.48,A4 - ESTREMOZ - CANO,,
411/256,,PORTALEGRE,SOUSEL,-,TEJO,342.35,238450,218175,A4 - ESTREMOZ - CANO,,
412/89,,ÉVORA,ESTREMOZ,SÃO LOURENÇO DE MAMPORCÃO,TEJO,338.42,251088,213238,A4 - ESTREMOZ - CANO,,
413/100,,PORTALEGRE,ELVAS,VILA FERNANDO,TEJO,350,270625,217375,A5 - ELVAS - VILA BOIM,,
413/102,,PORTALEGRE,ELVAS,VILA BOIM,GUADIANA,410,274250,210375,A5 - ELVAS - VILA BOIM,,
413/105,,PORTALEGRE,ELVAS,SÃO VICENTE E VENTOSA,GUADIANA,410.37,278025,218000,A5 - ELVAS - VILA BOIM,,
413/110,,PORTALEGRE,ELVAS,VILA FERNANDO,TEJO,405,274125,217500,A5 - ELVAS - VILA BOIM,,
413/12,,PORTALEGRE,ELVAS,VILA FERNANDO,TEJO,420,274260,214070,A5 - ELVAS - VILA BOIM,,
413/139,,PORTALEGRE,ELVAS,-,GUADIANA,430,276630,211075,A5 - ELVAS - VILA BOIM,,
413/16,,PORTALEGRE,ELVAS,SÃO BRÁS E SÃO LOURENÇO,GUADIANA,435,276450,215750,A5 - ELVAS - VILA BOIM,,
413/21,,PORTALEGRE,ELVAS,VILA FERNANDO,TEJO,397,272630,215280,A5 - ELVAS - VILA BOIM,,
413/30,,PORTALEGRE,ELVAS,SÃO BRÁS E SÃO LOURENÇO,GUADIANA,415,276690,212170,A5 - ELVAS - VILA BOIM,,
413/40,,PORTALEGRE,ELVAS,SÃO BRÁS E SÃO LOURENÇO,GUADIANA,358,279490,211170,A5 - ELVAS - VILA BOIM,,
413/46,,PORTALEGRE,ELVAS,SÃO BRÁS E SÃO LOURENÇO,GUADIANA,395,277920,214560,A5 - ELVAS - VILA BOIM,,
414/106,,PORTALEGRE,ELVAS,-,GUADIANA,225.83,282973,218973,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
414/107,,PORTALEGRE,ELVAS,ASSUNÇÃO,GUADIANA,-,290595,217974,A11 - ELVAS - CAMPO MAIOR,,
414/31,,PORTALEGRE,ELVAS,CAIA E SÃO PEDRO,GUADIANA,230,285770,216000,A5 - ELVAS - VILA BOIM,,
414/36,,PORTALEGRE,ELVAS,CAIA E SÃO PEDRO,GUADIANA,240,285480,213720,A5 - ELVAS - VILA BOIM,,
414/46,,PORTALEGRE,ELVAS,CAIA E SÃO PEDRO,GUADIANA,237.33,288190,215807,A5 - ELVAS - VILA BOIM,,
414/54,,PORTALEGRE,ELVAS,ASSUNÇÃO,GUADIANA,309.83,284625,211000,A5 - ELVAS - VILA BOIM,,
414/61,,PORTALEGRE,ELVAS,ALCÁÇOVA,GUADIANA,330,282094,214567,A5 - ELVAS - VILA BOIM,,
414/82,,PORTALEGRE,ELVAS,CAIA E SÃO PEDRO,GUADIANA,175,293540,214840,A11 - ELVAS - CAMPO MAIOR,,
415/7,,LISBOA,SINTRA,COLARES,RIBEIRAS DO OESTE,13,84280,206920,O0 - ORLA OCIDENTAL INDIFERENCIADO,ENTULHADO,
416/402,,LISBOA,SINTRA,ALGUEIRÃO-MEM MARTINS,TEJO,-,93410,204286,O28 - PISÕES - ATROZELA,EM SERVIÇO,
416/551,,LISBOA,SINTRA,-,TEJO,-,94112,201277,O28 - PISÕES - ATROZELA,EM SERVIÇO,
416/74,,LISBOA,SINTRA,SINTRA (SÃO MARTINHO),RIBEIRAS DO OESTE,-,91116.45,203927.8,O0 - ORLA OCIDENTAL INDIFERENCIADO,,
418/15,,SANTARÉM,BENAVENTE,SAMORA CORREIA,TEJO,9,132260,207520,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,
418/4,,SANTARÉM,BENAVENTE,SAMORA CORREIA,TEJO,16,135060,204980,T7 - ALUVIÕES DO TEJO,SELADO,
418/AG49,,SANTARÉM,BENAVENTE,SAMORA CORREIA,TEJO,7,131467,204958,T7 - ALUVIÕES DO TEJO,,
419/AG3,,SANTARÉM,BENAVENTE,SAMORA CORREIA,TEJO,19,136088,204799,T7 - ALUVIÕES DO TEJO,,
420/105,,SETÚBAL,MONTIJO,CANHA,TEJO,30,154278.7,204500.4,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,
420/AG69,,SANTARÉM,CORUCHE,BRANCA,TEJO,-,161637,202719,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,
424/34,,ÉVORA,ARRAIOLOS,VIMIEIRO,TEJO,252,230430,203200,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
426/238,,ÉVORA,ESTREMOZ,ARCOS,TEJO,427.4,255250,207000,A4 - ESTREMOZ - CANO,,
426/291,,ÉVORA,ESTREMOZ,ARCOS,TEJO,430.68,250397,209033,A4 - ESTREMOZ - CANO,,
427/20,,ÉVORA,VILA VIÇOSA,CILADAS,GUADIANA,390,276710,208250,A5 - ELVAS - VILA BOIM,,
428/15,,PORTALEGRE,ELVAS,AJUDA  SALVADOR E SANTO ILDEFONSO,GUADIANA,260,282334,208462,A5 - ELVAS - VILA BOIM,,
428/16,,PORTALEGRE,ELVAS,AJUDA  SALVADOR E SANTO ILDEFONSO,GUADIANA,169.73,287322,207566,A5 - ELVAS - VILA BOIM,,
428/31,,PORTALEGRE,ELVAS,-,GUADIANA,200,286177,209236,A5 - ELVAS - VILA BOIM,,
428/32,,PORTALEGRE,ELVAS,-,GUADIANA,220,284338,208018,A5 - ELVAS - VILA BOIM,,
430/274,,LISBOA,CASCAIS,ALCABIDECHE,RIBEIRAS DO OESTE,-,92575,196425,O0 - ORLA OCIDENTAL INDIFERENCIADO,,
433/AG50,,SETÚBAL,PALMELA,POCEIRÃO,TEJO,44,145744,194794,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,
433/AG74,,SETÚBAL,ALCOCHETE,ALCOCHETE,TEJO,35,140237,197293,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,
433/AG76,,SETÚBAL,PALMELA,POCEIRÃO,TEJO,66,149725,195039,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,
434/AG54,,SETÚBAL,MONTIJO,CANHA,TEJO,88,165002,193207,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,
440/94,,ÉVORA,VILA VIÇOSA,BENCATEL,GUADIANA,397.27,259167,199117,A4 - ESTREMOZ - CANO,,
442/453,,SETÚBAL,SEIXAL,-,TEJO,12,109885,181021,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,
442/84,,SETÚBAL,SEIXAL,CORROIOS,TEJO,20.8,110887,185501,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,
443/46,,SETÚBAL,PALMELA,PALMELA,TEJO,-,131860,180060,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,
444/AG71,,SETÚBAL,PALMELA,POCEIRÃO,TEJO,49,147761,187667,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,
445/AG53,,ÉVORA,VENDAS NOVAS,VENDAS NOVAS,SADO,123,161738,187987,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,
447/23,,ÉVORA,MONTEMOR-O-NOVO,SILVEIRAS,TEJO,214,185360,186500,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
448/20,,ÉVORA,MONTEMOR-O-NOVO,NOSSA SENHORA DA VILA,TEJO,300,205300,182890,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
449/43,,ÉVORA,ÉVORA,NOSSA SENHORA DE GUADALUPE,SADO,290,217840,180860,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
457/43,,ÉVORA,MONTEMOR-O-NOVO,SILVEIRAS,SADO,-,181960,177620,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
458/47,,ÉVORA,MONTEMOR-O-NOVO,SANTIAGO DO ESCOURAL,SADO,220,194940,175690,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
458/78,,ÉVORA,MONTEMOR-O-NOVO,SANTIAGO DO ESCOURAL,SADO,229,193130,176760,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
459/8,,ÉVORA,ÉVORA,NOSSA SENHORA DA TOUREGA,SADO,217,210100,173800,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
460/193,,ÉVORA,ÉVORA,NOSSA SENHORA DE MACHEDE,GUADIANA,223,229060,171060,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
460/208,,ÉVORA,ÉVORA,NOSSA SENHORA DE MACHEDE,GUADIANA,-,228940,172920,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
470/62,,ÉVORA,ÉVORA,NOSSA SENHORA DA TOUREGA,SADO,183,203700,166630,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
471/74,,ÉVORA,ÉVORA,TORRE DE COELHEIROS,GUADIANA,-,227500,166000,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
472/62,,ÉVORA,ÉVORA,SÃO MANÇOS,GUADIANA,189,237680,163130,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
475/AG43,,SETÚBAL,ALCÁCER DO SAL,COMPORTA,SADO,12,145620,159137,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,
475/AG45,,SETÚBAL,ALCÁCER DO SAL,COMPORTA,SADO,9,143520,153881,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,
485/AG40,,SETÚBAL,ALCÁCER DO SAL,ALCÁCER DO SAL (SANTIAGO),SADO,41,167435,142386,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,
488/20,,BEJA,ALVITO,VILA NOVA DA BARONIA,SADO,244.39,210295,144256,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
488/91,,ÉVORA,VIANA DO ALENTEJO,VIANA DO ALENTEJO,SADO,215,209386,149192,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
494/119,,SETÚBAL,GRÂNDOLA,MELIDES,RIBEIRAS DO ALENTEJO,22,147520,131300,O32 - SINES,,
500/71,,BEJA,VIDIGUEIRA,SELMES,GUADIANA,130,233050,130750,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
508/46,,BEJA,FERREIRA DO ALENTEJO,FIGUEIRA DOS CAVALEIROS,SADO,80,191550,124675,T6 - BACIA DE ALVALADE,,
509/193,,BEJA,FERREIRA DO ALENTEJO,PEROGUARDA,SADO,138,207470,124540,A9 - GABROS DE BEJA,,
509/198,,BEJA,FERREIRA DO ALENTEJO,FERREIRA DO ALENTEJO,SADO,150,202490,121080,A9 - GABROS DE BEJA,,
519/63,,BEJA,FERREIRA DO ALENTEJO,FERREIRA DO ALENTEJO,SADO,90,195825,116600,T6 - BACIA DE ALVALADE,,
519/65,,BEJA,FERREIRA DO ALENTEJO,CANHESTROS,SADO,75,187750,119225,T6 - BACIA DE ALVALADE,,
521/155,,BEJA,BEJA,BEJA (SANTIAGO MAIOR),SADO,225,221250,116280,A9 - GABROS DE BEJA,,
521/156,,BEJA,BEJA,BEJA (SANTIAGO MAIOR),SADO,238,222800,115860,A9 - GABROS DE BEJA,,
521/163,,BEJA,BEJA,BEJA (SANTIAGO MAIOR),SADO,206,219100,116970,A9 - GABROS DE BEJA,,
521/284,,BEJA,BEJA,-,SADO,211,218520,115330,A9 - GABROS DE BEJA,,
522/204,,BEJA,BEJA,-,GUADIANA,-,235280,115850,A9 - GABROS DE BEJA,,
522/54,,BEJA,SERPA,SERPA (SANTA MARIA),GUADIANA,140,244610,110230,A9 - GABROS DE BEJA,,
523/29,,BEJA,SERPA,SERPA (SALVADOR),GUADIANA,160,253383,111799,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO,
523/30,,BEJA,SERPA,SERPA (SANTA MARIA),GUADIANA,149,250919,112952,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO,
523/31,,BEJA,SERPA,SERPA (SALVADOR),GUADIANA,152,253900,114762,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
523/32,,BEJA,SERPA,PIAS,GUADIANA,190,258267,116103,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO,
523/33,,BEJA,SERPA,SERPA (SALVADOR),GUADIANA,182,256216,115086,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
523/36,,BEJA,SERPA,SERPA (SALVADOR),GUADIANA,190,258997,113673,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO,
523/38,,BEJA,SERPA,VALE DE VARGO,GUADIANA,200,263543,113813,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO,
523/40,,BEJA,SERPA,SERPA (SALVADOR),GUADIANA,177,256757,110989,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
523/41,,BEJA,SERPA,SERPA (SALVADOR),GUADIANA,120,252517,114224,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
523/42,,BEJA,SERPA,BRINCHES,GUADIANA,120,250337,113932,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
523/43,,BEJA,SERPA,BRINCHES,GUADIANA,122,250001,113823,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
523/44,,BEJA,SERPA,BRINCHES,GUADIANA,120,249530,114260,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
524/60,,BEJA,SERPA,VALE DE VARGO,GUADIANA,230,265876,111398,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO,
532/157,,BEJA,BEJA,-,GUADIANA,191,232089,108423,A9 - GABROS DE BEJA,,
532/38,,BEJA,SERPA,SERPA (SANTA MARIA),GUADIANA,145,243320,107820,A9 - GABROS DE BEJA,,
532/54,,BEJA,SERPA,SERPA (SANTA MARIA),GUADIANA,100,241000,109350,A9 - GABROS DE BEJA,,
534/7,,BEJA,SERPA,VILA VERDE DE FICALHO,GUADIANA,243,273140,109650,A10 - MOURA - FICALHO,,
536/23,,BEJA,ODEMIRA,BICOS,SADO,-,166820,94340,T6 - BACIA DE ALVALADE,,
537/14,,SETÚBAL,SANTIAGO DO CACÉM,SÃO DOMINGOS,SADO,-,168967,98798,T6 - BACIA DE ALVALADE,,
54/1,,BRAGA,BARCELOS,VILA COVA,CÁVADO/RIBEIRAS COSTEIRAS,99,151150.42,510393.43,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
545/53,,BEJA,ODEMIRA,RELÍQUIAS,MIRA,132,163172,80389,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
548/25,,BEJA,CASTRO VERDE,ENTRADAS,GUADIANA,172,210800,89200,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
550/28,,BEJA,MÉRTOLA,MÉRTOLA,GUADIANA,120,246371,82922,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO,
555/48,,BEJA,OURIQUE,OURIQUE,SADO,195,192450,75050,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
558/11,,BEJA,MÉRTOLA,MÉRTOLA,GUADIANA,128,243265,79624,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO,
558/51,,BEJA,MÉRTOLA,MÉRTOLA,GUADIANA,124,245333,72950,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO,
558/52,,BEJA,MÉRTOLA,MÉRTOLA,GUADIANA,69,241614,75613,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO,
558/53,,BEJA,MÉRTOLA,MÉRTOLA,GUADIANA,70,241408,75394,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO,
559/1,,BEJA,MÉRTOLA,SANTANA DE CAMBAS,GUADIANA,170,249514,77117,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO,
559/17,,BEJA,MÉRTOLA,SANTANA DE CAMBAS,GUADIANA,122,253078,71246,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO,
559/25,,BEJA,MÉRTOLA,SANTANA DE CAMBAS,GUADIANA,131,253366,73333,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO,
560/23,,BEJA,ODEMIRA,SÃO TEOTÓNIO,MIRA,180,148720,60510,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
562/10,,BEJA,ODEMIRA,SÃO MARTINHO DAS AMOREIRAS,MIRA,265,180236,69389,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
567/11,,BEJA,MÉRTOLA,SANTANA DE CAMBAS,GUADIANA,130,250334,69416,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO,
567/2,,BEJA,MÉRTOLA,SANTANA DE CAMBAS,GUADIANA,39,253804,65736,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO,
574/24,,FARO,ALCOUTIM,MARTIM LONGO,GUADIANA,293.09,231940,53029,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO,
575/1,,FARO,ALCOUTIM,ALCOUTIM,GUADIANA,10,258062,56489,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM RESERVA,
578/1,,FARO,SILVES,SÃO MARCOS DA SERRA,ARADE,118.02,178117,44125,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM RESERVA,
580/9,,FARO,LOULÉ,AMEIXIAL,GUADIANA,410,214564,44728,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
581/9,,FARO,TAVIRA,CACHOPO,GUADIANA,360,228380,40920,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO,
584/11,,FARO,ALJEZUR,ALJEZUR,RIBEIRAS DO ALGARVE,13.75,140980,37900,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO,
584/4,,FARO,ALJEZUR,ALJEZUR,RIBEIRAS DO ALGARVE,11.16,141267,39873,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO,
584/7,,FARO,ALJEZUR,ALJEZUR,RIBEIRAS DO ALGARVE,9.08,141000,39650,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO,
585/15,,FARO,MONCHIQUE,MONCHIQUE,ARADE,736.71,160237,39805,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO,
585/159,,FARO,MONCHIQUE,-,RIBEIRAS DO ALGARVE,-,152295,39986,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO,
585/3,,FARO,MONCHIQUE,MONCHIQUE,ARADE,450,164340,39395,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO,
587/24,,FARO,LOULÉ,ALTE,RIBEIRAS DO ALGARVE,196,196848,30295,M5 - QUERENÇA - SILVES,EM SERVIÇO,
588/7,,FARO,LOULÉ,SALIR,RIBEIRAS DO ALGARVE,200,206354,30321,M5 - QUERENÇA - SILVES,EM SERVIÇO,
589/4,,FARO,LOULÉ,SALIR,GUADIANA,490,217329,30896,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO,
590/36,,FARO,TAVIRA,TAVIRA (SANTA MARIA),RIBEIRAS DO ALGARVE,400,239191,31228,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO,
591/43,,FARO,CASTRO MARIM,AZINHAL,GUADIANA,94,258452,35078,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
