,marker site,latitude,longitude,estacao3,estacao,codigo
235,920685248,41.727858,-7.459942,CHAVES (03M/01G),CHAVES (03M/01G),03M/01G
236,920685250,38.891,-9.334,CHELEIROS (20B/04GC),CHELEIROS (20B/04GC),20B/04GC
237,920685252,39.274,-8.351,CHOUTO (18G/01G),CHOUTO (18G/01G),18G/01G
238,920752576,41.915,-8.451,CHO&Ccedil;AS (02G/06U),CHOÇAS (02G/06U),02G/06U
239,920685240,41.98,-8.566,CH&Atilde; DE VIRIALHO (02F/04G),CHÃ DE VIRIALHO (02F/04G),02F/04G
240,920752408,39.898772,-7.634718,CH&Atilde;O DA VA (14L/02U),CHÃO DA VA (14L/02U),14L/02U
241,920685244,39.612095,-8.053326,CH&Atilde;O DE CODES (16I/02UG),CHÃO DE CODES (16I/02UG),16I/02UG
242,920685246,39.890149,-8.376116,CH&Atilde;O DE COUCE (14G/05UG),CHÃO DE COUCE (14G/05UG),14G/05UG
243,920685998,41.749,-8.285,CIB&Otilde;ES (03H/05UG),CIBÕES (03H/05UG),03H/05UG
244,920752514,37.365394,-8.534664,CIMALHAS (29F/01U),CIMALHAS (29F/01U),29F/01U
245,920685254,40.65,-7.206,CODECEIRO (10N/01UG),CODECEIRO (10N/01UG),10N/01UG
246,920685256,40.061,-8.212,COENTRAL GRANDE (13H/08UG),COENTRAL GRANDE (13H/08UG),13H/08UG
247,920685258,40.216,-8.437,COIMBRA (12G/02UG),COIMBRA (12G/02UG),12G/02UG
248,920685260,38.802,-9.457,COLARES (SARRAZOLA) (21A/01C),COLARES (SARRAZOLA) (21A/01C),21A/01C
249,920685262,39.40352,-7.784075,COMENDA (17K/01UG),COMENDA (17K/01UG),17K/01UG
250,920685264,38.380941,-8.789834,COMPORTA (23E/01C),COMPORTA (23E/01C),23E/01C
251,920685266,40.098483,-8.496124,CONDEIXA (13G/02UG),CONDEIXA (13G/02UG),13G/02UG
252,920686138,39.476,-8.339,CONST&Acirc;NCIA (17G/04UG),CONSTÂNCIA (17G/04UG),17G/04UG
253,920685268,37.678,-7.745,CORTE DA VELHA (27K/02UG),CORTE DA VELHA (27K/02UG),27K/02UG
254,920686172,37.748,-7.853,CORTE PEQUENA (27J/02U),CORTE PEQUENA (27J/02U),27J/02U
255,920752522,37.482076,-7.501318,CORTES PEREIRAS (29L/02U),CORTES PEREIRAS (29L/02U),29L/02U
256,920752618,39.465416,-8.768053,CORTI&Ccedil;AL (17E/04G),CORTIÇAL (17E/04G),17E/04G
257,920685270,38.965,-8.524,CORUCHE (20F/01UG),CORUCHE (20F/01UG),20F/01UG
258,920685272,37.313391,-7.556889,CORUJOS (30L/01UG),CORUJOS (30L/01UG),30L/01UG
259,920686002,41.638,-7.84,COUTO DE DORNELAS (04J/03UG),COUTO DE DORNELAS (04J/03UG),04J/03UG
260,920752568,41.882,-8.701,COVAS (02E/01U),COVAS (02E/01U),02E/01U
261,920752368,40.866832,-8.162531,COVELO DE PAIV&Ocirc; (08I/02U),COVELO DE PAIVÔ (08I/02U),08I/02U
262,920685274,41.743,-8.17,COVIDE (EX. JUNCEDA) (03H/02UG),COVIDE (EX. JUNCEDA) (03H/02UG),03H/02UG
263,920686158,40.284891,-7.510283,COVILH&Atilde; (12L/03G),COVILHÃ (12L/03G),12L/03G
264,920685276,39.597,-8.7,CRESPOS (16E/01UG),CRESPOS (16E/01UG),16E/01UG
265,920685278,38.16797,-7.887533,CUBA (24J/03UG),CUBA (24J/03UG),24J/03UG
266,920686070,42.056,-8.248,CUBALH&Atilde;O (01H/05G),CUBALHÃO (01H/05G),01H/05G
267,920752650,41.248789,-7.768093,CUMEEIRA (06K/03U),CUMEEIRA (06K/03U),06K/03U
268,920686004,39.941817,-8.384729,CUMIEIRA (14G/04UG),CUMIEIRA (14G/04UG),14G/04UG
269,920686000,40.254,-7.982,C&Ocirc;JA (12J/01UG),CÔJA (12J/01UG),12J/01UG
270,920685280,39.058213,-7.119964,DEGOLADOS (19O/03UG),DEGOLADOS (19O/03UG),19O/03UG
271,920685282,40.01,-8.522,DEGRACIAS (13F/02UG),DEGRACIAS (13F/02UG),13F/02UG
272,920685284,41.847,-6.586,DEIL&Atilde;O (02R/02G),DEILÃO (02R/02G),02R/02G
273,920752552,37.415402,-7.96799,DUGUENO (29J/02U),DUGUENO (29J/02U),29J/02U
274,920685286,41.084,-8.292,ENTRE-OS-RIOS (07H/01UG),ENTRE-OS-RIOS (07H/01UG),07H/01UG
275,920752580,41.365455,-7.884766,ERMELO (05J/02U),ERMELO (05J/02U),05J/02U
276,920686006,41.221,-8.559,ERMESINDE (06F/03UG),ERMESINDE (06F/03UG),06F/03UG
277,920685288,41.699,-8.118,ERMIDA (03I/07G),ERMIDA (03I/07G),03I/07G
278,920685290,40.506551,-8.100853,ERMIDA (TONDELA) (10I/01UG),ERMIDA (TONDELA) (10I/01UG),10I/01UG
279,920685292,38.996,-8.447,ERRA (20G/01UG),ERRA (20G/01UG),20G/01UG
280,920686072,40.842,-7.183,ERVEDOSA (PINHEL) (08N/03G),ERVEDOSA (PINHEL) (08N/03G),08N/03G
281,920685294,40.948,-6.924,ESCALH&Atilde;O (08P/02G),ESCALHÃO (08P/02G),08P/02G
282,920685296,41.482,-8.426,ESCUDEIROS (05G/05UG),ESCUDEIROS (05G/05UG),05G/05UG
283,920685298,40.915,-8.601,ESPARGO (FEIRA) (08F/02UG),ESPARGO (FEIRA) (08F/02UG),08F/02UG
284,920685300,39.15738,-7.195245,ESPERAN&Ccedil;A (19N/03UG),ESPERANÇA (19N/03UG),19N/03UG
285,920685302,41.531,-8.776,ESPOSENDE (04E/02UG),ESPOSENDE (04E/02UG),04E/02UG
286,920752652,37.529297,-7.626321,ESP&Iacute;RITO SANTO (28L/03U),ESPÍRITO SANTO (28L/03U),28L/03U
287,920685306,40.464597,-8.641692,ESTRADA (11F/02UG),ESTRADA (11F/02UG),11F/02UG
288,920685308,39.948,-7.793,ESTREITO (14K/04UG),ESTREITO (14K/04UG),14K/04UG
289,920685310,38.84161,-7.61592,ESTREMOZ (20L/01G),ESTREMOZ (20L/01G),20L/01G
290,920685304,37.091,-7.911,EST&Oacute;I (31J/04UG),ESTÓI (31J/04UG),31J/04UG
291,920685314,41.963,-8.468,EXTREMO (02G/03G),EXTREMO (02G/03G),02G/03G
292,920685316,41.446,-8.215,FAFE (05H/01UC),FAFE (05H/01UC),05H/01UC
293,920685318,40.143,-7.92,FAJ&Atilde;O (13J/01UG),FAJÃO (13J/01UG),13J/01UG
294,920685320,41.478,-8.667,FARIA (05F/03UG),FARIA (05F/03UG),05F/03UG
295,920685322,37.232,-7.594,FAZ FATO (30L/03UG),FAZ FATO (30L/03UG),30L/03UG
296,920685140,37.280556,-7.861723,FEITEIRA (30J/03G),FEITEIRA (30J/03G),30J/03G
297,920685324,38.566815,-7.362176,FERREIRA CAPELINS (22M/04UG),FERREIRA CAPELINS (22M/04UG),22M/04UG
298,920685326,38.058,-8.113,FERREIRA DO ALENTEJO (25I/01UG),FERREIRA DO ALENTEJO (25I/01UG),25I/01UG
299,920685328,39.692,-8.29,FERREIRA DO Z&Ecirc;ZERE (15H/02UG),FERREIRA DO ZÊZERE (15H/02UG),15H/02UG
300,920685330,40.235,-8.748,FERREIRA-A-NOVA (12E/02UG),FERREIRA-A-NOVA (12E/02UG),12E/02UG
301,920752376,40.941567,-7.496414,FERREIRIM (R.E.) (08M/04UG),FERREIRIM (R.E.) (08M/04UG),08M/04UG
302,920752536,37.248741,-7.484646,FIGUEIRAIS (30M/01G),FIGUEIRAIS (30M/01G),30M/01G
303,920685334,39.899318,-8.282504,FIGUEIR&Oacute; DOS VINHOS (14H/01UG),FIGUEIRÓ DOS VINHOS (14H/01UG),14H/01UG
304,920685336,41.789,-7.723,FIRVIDAS (03K/04UG),FIRVIDAS (03K/04UG),03K/04UG
305,920752366,40.982106,-8.518095,FI&Atilde;ES (08F/01U),FIÃES (08F/01U),08F/01U
306,920685332,42.105,-8.21,FI&Atilde;ES (MELGA&Ccedil;O) (01H/06UG),FIÃES (MELGAÇO) (01H/06UG),01H/06UG
307,920685338,41.303242,-7.282811,FOLGARES (06N/01C),FOLGARES (06N/01C),06N/01C
308,920685340,42.015,-8.313,FONTE BOA (01H/03UG),FONTE BOA (01H/03UG),01H/03UG
309,920685342,41.432,-6.395,FONTE DA ALDEIA (05S/01UG),FONTE DA ALDEIA (05S/01UG),05S/01UG
310,920685344,41.232,-7.268,FONTE LONGA (06N/03UG),FONTE LONGA (06N/03UG),06N/03UG
311,920685346,41.508,-8.244,FONTELA (04H/02UG),FONTELA (04H/02UG),04H/02UG
312,920752654,41.232121,-7.851427,FONTES (06K/04U),FONTES (06K/04U),06K/04U
313,920685348,40.704062,-7.560296,FORNINHOS (09L/02UG),FORNINHOS (09L/02UG),09L/02UG
314,920685350,40.627,-7.53,FORNOS DE ALGODRES (10L/01UG),FORNOS DE ALGODRES (10L/01UG),10L/01UG
315,920685352,41.183,-6.757,FORNOS DE LAGOA&Ccedil;A (06Q/01UG),FORNOS DE LAGOAÇA (06Q/01UG),06Q/01UG
316,920752490,38.513,-7.407,FORO ESPANHOL (22M/02C),FORO ESPANHOL (22M/02C),22M/02C
317,920752488,38.715414,-8.30136,FOROS DE VALE DA FIGUEIRA (21H/02C),FOROS DE VALE DA FIGUEIRA (21H/02C),21H/02C
318,920752498,38.015405,-8.268009,FORTES (CANHESTROS) (25H/02U),FORTES (CANHESTROS) (25H/02U),25H/02U
319,920752422,39.732101,-7.784715,FOZ DO COBR&Atilde;O (15K/02U),FOZ DO COBRÃO (15K/02U),15K/02U
320,920685354,37.363,-8.625,FOZ DO FARELO (29F/02UG),FOZ DO FARELO (29F/02UG),29F/02UG
321,920752530,37.315398,-8.234658,FOZ DO RIBEIRO (30H/01U),FOZ DO RIBEIRO (30H/01U),30H/01U
322,920685356,40.632112,-7.848909,FRAGOSELA DE BAIXO (10J/03UG),FRAGOSELA DE BAIXO (10J/03UG),10J/03UG
323,920752440,39.615434,-7.718044,FRATEL (16K/03U),FRATEL (16K/03U),16K/03U
324,920685360,40.688,-7.163,FREIXEDAS (09O/02U),FREIXEDAS (09O/02U),09O/02U
325,920686074,39.758,-8.459,FREIXIANDA (15G/03UG),FREIXIANDA (15G/03UG),15G/03UG
326,920752606,41.082,-6.801,FREIXO DE ESPADA &Agrave; CINTA (07Q/01U),FREIXO DE ESPADA À CINTA (07Q/01U),07Q/01U
327,920685362,41.065,-7.218,FREIXO DE NUM&Atilde;O (07N/05UG),FREIXO DE NUMÃO (07N/05UG),07N/05UG
328,920685364,42.045,-8.56,FRIESTAS (01F/01UG),FRIESTAS (01F/01UG),01F/01UG
329,920685366,39.057947,-7.647217,FRONTEIRA (19L/02UG),FRONTEIRA (19L/02UG),19L/02UG
330,920685358,39.364,-8.85,FR&Aacute;GUAS (17D/04G),FRÁGUAS (17D/04G),17D/04G
331,920752548,37.048734,-7.751312,FUSETA (31K/03U),FUSETA (31K/03U),31K/03U
332,920686132,40.618,-8.706,GAFANHA DA NAZAR&Eacute; (10E/03UG),GAFANHA DA NAZARÉ (10E/03UG),10E/03UG
333,920752472,39.148757,-8.001368,GALVEIAS (19J/01U),GALVEIAS (19J/01U),19J/01U
334,920752506,37.715401,-8.334669,GARV&Atilde;O (MONTINHO) (27G/02U),GARVÃO (MONTINHO) (27G/02U),27G/02U
335,920685368,39.463,-7.937,GAVI&Atilde;O (17J/01UG),GAVIÃO (17J/01UG),17J/01UG
336,920685754,41.707,-8.665,GERAZ DO LIMA (03F/03UG),GERAZ DO LIMA (03F/03UG),03F/03UG
337,920752594,41.732,-8.168,GEREZ (03I/05U),GEREZ (03I/05U),03I/05U
338,920685370,41.883,-7.151,GESTOSA (02O/01UG),GESTOSA (02O/01UG),02O/01UG
339,920685372,37.472,-7.697,GI&Otilde;ES (29K/02UG),GIÕES (29K/02UG),29K/02UG
340,920685376,41.543226,-8.453668,GONDIZALVES (04G/06C),GONDIZALVES (04G/06C),04G/06C
341,920752336,41.590459,-7.841717,GONDI&Atilde;ES (04J/05U),GONDIÃES (04J/05U),04J/05U
342,920685378,41.527,-8.105,GONTIM (04I/05UG),GONTIM (04I/05UG),04I/05UG
343,920685380,40.494,-7.593,GOUVEIA (11L/01UG),GOUVEIA (11L/01UG),11L/01UG
344,920752346,41.47796,-7.729211,GOUV&Atilde;ES DA SERRA (05K/01U),GOUVÃES DA SERRA (05K/01U),05K/01U
345,920752558,40.08211,-7.484721,GRALHAS (13L/02G),GRALHAS (13L/02G),13L/02G
346,920686098,41.003,-7.969,GRALHEIRA (07J/05UG),GRALHEIRA (07J/05UG),07J/05UG
347,920685382,41.784,-7.738,GRALH&Oacute;S (03K/02UG),GRALHÓS (03K/02UG),03K/02UG
348,920685384,38.171168,-8.55914,GR&Acirc;NDOLA (24F/01C),GRÂNDOLA (24F/01C),24F/01C
349,920685386,37.490554,-7.982941,GUEDELHAS (29J/05UG),GUEDELHAS (29J/05UG),29J/05UG
350,920752398,39.945977,-8.800012,GUIA (ESTA&Ccedil;&Atilde;O) (14E/01G),GUIA (ESTAÇÃO) (14E/01G),14E/01G
351,920752378,40.896,-7.416,GUILHEIRO (08M/05U),GUILHEIRO (08M/05U),08M/05U
352,920685374,40.156824,-8.113343,G&Oacute;IS (13I/01G),GÓIS (13I/01G),13I/01G
353,920752560,37.932,-7.918,HERDADE DAS RASCAS (26J/05C),HERDADE DAS RASCAS (26J/05C),26J/05C
354,920685388,37.948079,-7.432439,HERDADE DE VALADA (26M/01C),HERDADE DE VALADA (26M/01C),26M/01C
355,920685390,39.997,-7.147,IDANHA-A-VELHA (14O/01UG),IDANHA-A-VELHA (14O/01UG),14O/01UG
356,920685392,39.83,-7.88,ISNA (14J/02UG),ISNA (14J/02UG),14J/02UG
357,920685394,41.565,-6.719,IZEDA (04Q/01UG),IZEDA (04Q/01UG),04Q/01UG
358,920685396,41.481,-7.418,JOU (05M/01UG),JOU (05M/01UG),05M/01UG
359,920686110,41.249,-7.085,JUNQUEIRA (06O/06C),JUNQUEIRA (06O/06C),06O/06C
360,920685398,38.739,-7.242,JUROMENHA (21N/01UG),JUROMENHA (21N/01UG),21N/01UG
361,920752566,41.849,-8.551,LABRUJO (02F/03U),LABRUJO (02F/03U),02F/03U
362,920686060,37.377581,-8.559915,LADEIRA DE CIMA (29F/03G),LADEIRA DE CIMA (29F/03G),29F/03G
363,920685400,39.826892,-7.26603,LADOEIRO (14N/02UG),LADOEIRO (14N/02UG),14N/02UG
364,920686100,40.382,-7.635,LAGOA COMPRIDA (11L/07CG),LAGOA COMPRIDA (11L/07CG),11L/07CG
365,920685402,38.125,-8.77,LAGOA DE SANTO ANDR&Eacute; (25E/03C),LAGOA DE SANTO ANDRÉ (25E/03C),25E/03C
366,920685404,37.123557,-8.679468,LAGOS (31E/01UC),LAGOS (31E/01UC),31E/01UC
367,920685406,39.067,-8.463,LAMAROSA (19G/02UG),LAMAROSA (19G/02UG),19G/02UG
368,920686008,41.452,-7.757,LAMAS DE ALVADIA (05K/02UG),LAMAS DE ALVADIA (05K/02UG),05K/02UG
369,920685408,41.368,-7.796,LAMAS DE OLO (05K/03UG),LAMAS DE OLO (05K/03UG),05K/03UG
370,920685410,41.432133,-7.28476,LAMAS DE ORELH&Atilde;O (05N/04UG),LAMAS DE ORELHÃO (05N/04UG),05N/04UG
371,920686112,41.586863,-6.948927,LAMAS DE PODENCE (04P/05UG),LAMAS DE PODENCE (04P/05UG),04P/05UG
372,920685412,41.324,-8.353,LAMOSO (06G/02UG),LAMOSO (06G/02UG),06G/02UG
373,920685414,40.872,-7.573,LAPA (08L/06UG),LAPA (08L/06UG),08L/06UG
374,920686010,39.259,-8.008,LARANJAL (PONTE S&Ocirc;R) (18I/01C),LARANJAL (PONTE SÔR) (18I/01C),18I/01C
375,920685416,38.773469,-8.363306,LAVRE (21G/02UG),LAVRE (21G/02UG),21G/02UG
376,920685728,39.735,-8.81,LEIRIA (15E/01UG),LEIRIA (15E/01UG),15E/01UG
377,920686076,39.734884,-7.472488,LENTISCAIS (15M/02UG),LENTISCAIS (15M/02UG),15M/02UG
378,920685418,40.983509,-7.655584,LEOMIL (08L/03UG),LEOMIL (08L/03UG),08L/03UG
379,920686012,41.765,-8.147,LEONTE (03I/03UG),LEONTE (03I/03UG),03I/03UG
380,920686150,41.198,-8.69,LE&Ccedil;A DA PALMEIRA (06E/02UG),LEÇA DA PALMEIRA (06E/02UG),06E/02UG
381,920685420,41.082,-6.901,LIGARES (QUINTA SANTIAGO) (07P/04UG),LIGARES (QUINTA SANTIAGO) (07P/04UG),07P/04UG
382,920685422,41.867,-8.199,LINDOSO (02H/09UG),LINDOSO (02H/09UG),02H/09UG
383,920752672,41.867,-8.199,LINDOSO (extinta) (02H/04U),LINDOSO (extinta) (02H/04U),02H/04U
384,920685424,38.768,-9.381,LINH&Oacute; (21A/09G),LINHÓ (21A/09G),21A/09G
385,920685756,38.745482,-9.130975,LISBOA (21C/02G),LISBOA (21C/02G),21C/02G
386,920685426,41.5,-7.69,LIXA DO ALV&Atilde;O (04K/03UG),LIXA DO ALVÃO (04K/03UG),04K/03UG
387,920685438,40.699611,-7.987246,LOBAGUEIRA BODIOSA (09J/04UG),LOBAGUEIRA BODIOSA (09J/04UG),09J/04UG
388,920752578,41.915,-8.351,LOMBADINHA (02G/07U),LOMBADINHA (02G/07U),02G/07U
389,920752334,39.332093,-8.001373,LONGOMEL (18J/01U),LONGOMEL (18J/01U),18J/01U
390,920686014,41.374,-8.362,LORDELO (05G/06UG),LORDELO (05G/06UG),05G/06UG
391,920685430,37.146,-8.005,LOUL&Eacute; (31I/01UG),LOULÉ (31I/01UG),31I/01UG
392,920685432,41.386998,-8.146444,LOUREIRO (05I/03UG),LOUREIRO (05I/03UG),05I/03UG
393,920685434,40.013756,-8.732513,LOURI&Ccedil;AL (13E/02UG),LOURIÇAL (13E/02UG),13E/02UG
394,920685436,38.888,-9.207,LOUSA (20B/03C),LOUSA (20B/03C),20B/03C
395,920686016,40.109599,-8.24501,LOUS&Atilde; (13H/03UG),LOUSÃ (13H/03UG),13H/03UG
396,920685428,40.03,-8.304,LOU&Ccedil;AINHA (OUTEIRO) (13H/06C),LOUÇAINHA (OUTEIRO) (13H/06C),13H/06C
397,920752386,40.027,-8.303,LOU&Ccedil;AINHA (SIMONTE) (13H/04C),LOUÇAINHA (SIMONTE) (13H/04C),13H/04C
398,920685442,41.532973,-6.958648,MACEDO DE CAVALEIROS (04P/06UG),MACEDO DE CAVALEIROS (04P/06UG),04P/06UG
399,920686136,39.687,-8.903,MACEIRA (LIS) (15D/03UG),MACEIRA (LIS) (15D/03UG),15D/03UG
400,920686018,39.116,-8.352,MACHOQUEIRA DO GROU (19G/01UG),MACHOQUEIRA DO GROU (19G/01UG),19G/01UG
401,920685444,37.371666,-7.680888,MALFRADES (29K/03UG),MALFRADES (29K/03UG),29K/03UG
402,920752340,41.537429,-6.326417,MALHADAS (04T/01U),MALHADAS (04T/01U),04T/01U
403,920685446,39.678773,-7.407764,MALPICA DO TEJO (15M/03UG),MALPICA DO TEJO (15M/03UG),15M/03UG
404,920686104,38.762,-9.437,MALVEIRA DA SERRA (21A/12G),MALVEIRA DA SERRA (21A/12G),21A/12G
405,920685448,40.598223,-7.807796,MANGUALDE (10K/01UG),MANGUALDE (10K/01UG),10K/01UG
406,920752382,40.81822,-8.213086,MANHOUCE (09H/03UG),MANHOUCE (09H/03UG),09H/03UG
407,920685450,41.182,-8.151,MARCO DE CANAVEZES (06I/02UG),MARCO DE CANAVEZES (06I/02UG),06I/02UG
408,920686162,39.384,-7.902,MARGEM (17J/02UG),MARGEM (17J/02UG),17J/02UG
409,920686154,40.913,-7.232,MARIALVA (08N/02G),MARIALVA (08N/02G),08N/02G
410,920685452,39.181,-8.476,MARIANOS (18G/03UC),MARIANOS (18G/03UC),18G/03UC
411,920685454,37.310859,-8.670524,MARMELETE (30E/02UG),MARMELETE (30E/02UG),30E/02UG
412,920685456,37.438,-7.765,MARTIM LONGO (29K/01C),MARTIM LONGO (29K/01C),29K/01C
413,920685458,39.899054,-7.345825,MATA (14M/02UG),MATA (14M/02UG),14M/02UG
414,920685460,39.854309,-8.759454,MATA DA BIDOEIRA (14E/02UG),MATA DA BIDOEIRA (14E/02UG),14E/02UG
415,920685462,39.137,-9.18,MAXIAL (19B/03UG),MAXIAL (19B/03UG),19B/03UG
416,920685440,40.532953,-7.309177,MA&Ccedil;AINHAS (10N/05UG),MAÇAINHAS (10N/05UG),10N/05UG
417,920685464,39.089,-9.029,MECA (19C/08C),MECA (19C/08C),19C/08C
418,920752674,40.965,-7.251,MEDA (08N/01U),MEDA (08N/01U),08N/01U
419,920752384,40.287119,-7.101388,MEIM&Atilde;O (12O/02U),MEIMÃO (12O/02U),12O/02U
420,920685466,42.114,-8.251,MELGA&Ccedil;O (01H/04UG),MELGAÇO (01H/04UG),01H/04UG
421,920685468,37.278,-7.739,MERCADOR (30K/01UG),MERCADOR (30K/01UG),30K/01UG
422,920685470,39.093,-9.112,MERCEANA (19C/07G),MERCEANA (19C/07G),19C/07G
423,920685474,42.018,-8.389,MERUFE (01G/03UG),MERUFE (01G/03UG),01G/03UG
424,920685476,37.541641,-7.538643,MESQUITA (28L/02UG),MESQUITA (28L/02UG),28L/02UG
425,920685478,40.589,-7.486,MESQUITELA (10M/03UG),MESQUITELA (10M/03UG),10M/03UG
426,920685480,37.16333,-8.614996,MEXILHOEIRA GRANDE (31F/02UG),MEXILHOEIRA GRANDE (31F/02UG),31F/02UG
427,480455018,41.88,-8.32,MEZIO (02H/08G),MEZIO (02H/08G),02H/08G
428,920686152,40.984,-7.89,MEZIO (PAIVA) (08J/02G),MEZIO (PAIVA) (08J/02G),08J/02G
429,920685482,38.95,-9.202,MILHARADO (20B/06UG),MILHARADO (20B/06UG),20B/06UG
430,920685484,41.463795,-7.589765,MINAS DE JALES (05L/02C),MINAS DE JALES (05L/02C),05L/02C
431,920752656,37.665412,-7.501323,MINAS DE S&Atilde;O DOMINGOS (27M/02U),MINAS DE SÃO DOMINGOS (27M/02U),27M/02U
432,920685486,39.52,-8.684,MINDE (16E/02G),MINDE (16E/02G),16E/02G
433,920685488,40.509,-7.006,MIUZELA (10O/03G),MIUZELA (10O/03G),10O/03G
434,920685490,41.482,-6.72,MOGADOURO (05Q/03UG),MOGADOURO (05Q/03UG),05Q/03UG
435,920685492,41.947424,-6.976995,MOIMENTA DA RAIA (02P/01C),MOIMENTA DA RAIA (02P/01C),02P/01C
436,920752508,37.642,-8.764,MOINHO DO BREJO REDONDO (FLOR BREJO) (28E/01G),MOINHO DO BREJO REDONDO (FLOR BREJO) (28E/01G),28E/01G
437,920685494,38.584088,-8.616445,MOINHOLA (22F/03C),MOINHOLA (22F/03C),22F/03C
438,920685496,39.283,-9.256,MOLEDO (18B/01UG),MOLEDO (18B/01UG),18B/01UG
439,920686176,37.322777,-8.594556,MONCHIQUE (30F/01C),MONCHIQUE (30F/01C),30F/01C
440,920686078,41.165,-7.051,MONCORVO (06O/04UG),MONCORVO (06O/04UG),06O/04UG
441,920752342,41.409899,-7.968101,MONDIM DE BASTO (05J/01U),MONDIM DE BASTO (05J/01U),05J/01U
442,920685498,39.055,-7.442,MONFORTE (19M/01UG),MONFORTE (19M/01UG),19M/01UG
443,920685766,39.744887,-7.293597,MONFORTE DA BEIRA (15N/01UG),MONFORTE DA BEIRA (15N/01UG),15N/01UG
444,920752394,40.03656,-7.114437,MONSANTO (13O/03U),MONSANTO (13O/03U),13O/03U
445,920752632,38.432,-7.385,MONSARAZ (23M/01U),MONSARAZ (23M/01U),23M/01U
446,920685500,39.589,-7.526,MONTALV&Atilde;O (16L/01UG),MONTALVÃO (16L/01UG),16L/01UG
447,920685502,41.791,-8.729,MONTARIA (03E/05UG),MONTARIA (03E/05UG),03E/05UG
448,920685504,40.194,-7.094,MONTE CAVALEIRO (12O/03UG),MONTE CAVALEIRO (12O/03UG),12O/03UG
449,920685976,37.403635,-7.804301,MONTE DA BRINJEIRA (29K/05G),MONTE DA BRINJEIRA (29K/05G),29K/05G
450,920685506,38.660921,-9.202774,MONTE DA CAPARICA (22B/01C),MONTE DA CAPARICA (22B/01C),22B/01C
451,920752496,38.262644,-7.381891,MONTE DA PATA ESTRELA (24M/01C),MONTE DA PATA ESTRELA (24M/01C),24M/01C
452,920752502,37.832076,-7.867999,MONTE DA PONTE (26J/02G),MONTE DA PONTE (26J/02G),26J/02G
453,920685508,38.063836,-7.489088,MONTE DA TORRE (25M/03C),MONTE DA TORRE (25M/03C),25M/03C
454,920752442,39.617934,-7.701377,MONTE DO ARNEIRO (16K/04U),MONTE DO ARNEIRO (16K/04U),16K/04U
455,920752392,40.149893,-7.252497,MONTE DO CONDE (13N/02U),MONTE DO CONDE (13N/02U),13N/02U
456,920752636,38.315415,-7.901344,MONTE DO OUTEIRO (24J/01G),MONTE DO OUTEIRO (24J/01G),24J/01G
457,920752524,37.332073,-7.601316,MONTE DOS FORTES (29L/03U),MONTE DOS FORTES (29L/03U),29L/03U
458,920752550,37.782078,-7.634661,MONTE NETA (PULO DO LOBO) (27L/01C),MONTE NETA (PULO DO LOBO) (27L/01C),27L/01C
459,920685510,39.856223,-8.848994,MONTE REAL (14D/03C),MONTE REAL (14D/03C),14D/03C
460,920752534,37.282065,-8.151323,MONTE RUIVO (30I/01U),MONTE RUIVO (30I/01U),30I/01U
461,920685512,38.648748,-8.218023,MONTEMOR-O-NOVO (22H/01UG),MONTEMOR-O-NOVO (22H/01UG),22H/01UG
462,920752420,39.765434,-7.818049,MONTES DA SENHORA (15K/01U),MONTES DA SENHORA (15K/01U),15K/01U
463,920685514,38.396,-8.621,MONTEVIL (23F/01UG),MONTEVIL (23F/01UG),23F/01UG
464,920686146,41.932,-6.785,MONTEZINHO (02Q/01UG),MONTEZINHO (02Q/01UG),02Q/01UG
465,920685516,38.512,-7.597,MONTOITO (22L/03UG),MONTOITO (22L/03UG),22L/03UG
466,920685518,41.492,-6.778,MORAIS (05Q/01UG),MORAIS (05Q/01UG),05Q/01UG
467,920685520,41.787,-8.63,MOREIRA DO LIMA (03F/04UG),MOREIRA DO LIMA (03F/04UG),03F/04UG
468,920685522,41.482,-8.116,MOREIRA DO REI (05I/04G),MOREIRA DO REI (05I/04G),05I/04G
469,920685524,40.947,-8.1,MOSTEIRO DE CABRIL (08I/01UG),MOSTEIRO DE CABRIL (08I/01UG),08I/01UG
470,920752640,38.14,-7.45,MOURA (DHG) (25M/04U),MOURA (DHG) (25M/04U),25M/04U
471,920685526,40.594619,-7.366679,MOURILHE (10M/02UG),MOURILHE (10M/02UG),10M/02UG
472,920685528,39.494,-8.096,MOURISCAS (16I/03UG),MOURISCAS (16I/03UG),16I/03UG
473,920685530,39.104,-8.711,MUGE (19E/01UG),MUGE (19E/01UG),19E/01UG
474,920685532,38.855,-7.351,MURES ASSECA (TERRUGEM) (20M/04G),MURES ASSECA (TERRUGEM) (20M/04G),20M/04G
475,920752658,41.398796,-7.451428,MUR&Ccedil;A (05M/03U),MURÇA (05M/03U),05M/03U
476,920685472,37.637076,-7.66188,M&Eacute;RTOLA (28L/01UG),MÉRTOLA (28L/01UG),28L/01UG
477,920685534,39.516,-7.669,NISA (16L/03UG),NISA (16L/03UG),16L/03UG
478,920686114,41.739,-8.735,NOGUEIRA (03E/02UG),NOGUEIRA (03E/02UG),03E/02UG
479,920685538,37.593934,-8.641906,ODEMIRA (28F/01UG),ODEMIRA (28F/01UG),28F/01UG
480,920752634,38.149,-8.151,ODIVELAS (24I/02G),ODIVELAS (24I/02G),24I/02G
481,920685540,39.918,-7.917,OLEIROS (14J/01UG),OLEIROS (14J/01UG),14J/01UG
