p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
1.27E-07,0.286114787,0.391,0.191,0.007470236,3,AP2S1
1.27E-07,0.437364798,0.16,0.058,0.007493692,3,ARRDC1
1.28E-07,0.7999199,0.133,0.045,0.007547455,3,AC093323.1
1.34E-07,0.715325714,0.178,0.069,0.007871754,3,TMCO3
1.40E-07,0.379066504,0.124,0.04,0.008254997,3,SLC8B1
1.44E-07,0.440527762,0.187,0.073,0.008468941,3,MRPS18A
1.48E-07,0.697462013,0.133,0.045,0.008687127,3,GBA2
1.50E-07,0.781775565,0.147,0.052,0.008815713,3,ARHGAP35
1.56E-07,0.442973498,0.204,0.083,0.009198992,3,BCL3
1.63E-07,0.330413566,0.289,0.133,0.009595308,3,CKS2
1.68E-07,0.424284421,0.369,0.185,0.009900954,3,MICOS10
1.71E-07,0.475748881,0.187,0.074,0.010068591,3,CHKA
1.76E-07,0.344364384,0.244,0.106,0.010379925,3,AC010618.1
1.79E-07,0.370314654,0.618,0.344,0.010514849,3,ACTN4
1.84E-07,0.413218618,0.156,0.057,0.010816408,3,SLC39A7
1.86E-07,0.490219634,0.156,0.057,0.010970411,3,ANKH
1.94E-07,1.056456866,0.116,0.037,0.011443036,3,ANO10
1.98E-07,0.797375375,0.111,0.034,0.011672944,3,MICAL1
2.00E-07,0.541200483,0.204,0.085,0.011755964,3,MRPS16
2.00E-07,0.597153638,0.133,0.045,0.011801089,3,MNT
2.01E-07,0.268833851,0.138,0.047,0.011858156,3,SIL1
2.01E-07,0.322754456,0.329,0.157,0.011860674,3,CHCHD1
2.02E-07,0.551423169,0.182,0.072,0.011871932,3,ZMYND8
2.06E-07,0.256051219,0.187,0.074,0.012121125,3,OXR1
2.07E-07,0.550957835,0.156,0.057,0.012176731,3,SMG5
2.20E-07,0.988945505,0.111,0.035,0.012951365,3,AL031777.3
2.20E-07,0.34970317,0.227,0.096,0.012964978,3,MIB2
2.26E-07,0.640563834,0.164,0.062,0.013312869,3,RPS6KA1
2.32E-07,0.4533731,0.178,0.069,0.013638765,3,ICE2
2.39E-07,0.714340373,0.129,0.044,0.014056713,3,CASD1
2.47E-07,0.837150378,0.129,0.044,0.014536472,3,GNAQ
2.59E-07,0.303596323,0.36,0.176,0.015252334,3,HSBP1
2.62E-07,0.372206028,0.929,0.734,0.01544358,3,FOSB
2.72E-07,0.718270365,0.164,0.063,0.015985698,3,MSMO1
2.80E-07,0.386521629,0.36,0.178,0.016473643,3,R3HDM2
2.89E-07,0.47452488,0.173,0.068,0.016996736,3,SH3GLB2
3.00E-07,0.412155377,0.164,0.062,0.017649026,3,PRDX4
3.12E-07,0.691913759,0.142,0.051,0.018367565,3,HIBCH
3.13E-07,0.515778597,0.164,0.063,0.018412869,3,ATF5
3.33E-07,0.363563977,0.178,0.07,0.019575951,3,ERGIC1
3.76E-07,0.806758646,0.12,0.04,0.022151175,3,TNRC18
3.77E-07,0.530597557,0.191,0.079,0.02221531,3,ANKRD10
3.89E-07,0.447950137,0.804,0.575,0.022872262,3,NDUFA1
4.12E-07,0.642178691,0.164,0.064,0.024236166,3,TM2D1
4.22E-07,0.538672226,0.133,0.047,0.0248382,3,ZNF524
4.25E-07,0.60899598,0.138,0.049,0.025047076,3,NSUN6
4.29E-07,0.415973462,0.498,0.273,0.025236826,3,ZRANB2
4.38E-07,0.625252847,0.111,0.035,0.025771242,3,PEAK1
4.42E-07,0.260468925,0.156,0.058,0.026043103,3,TATDN1
4.61E-07,0.416079475,0.187,0.076,0.027121147,3,CHCHD3
4.69E-07,0.769874234,0.102,0.031,0.027634286,3,MAPK13
4.95E-07,0.367931998,0.173,0.068,0.029150711,3,ENDOV
5.14E-07,0.602218836,0.116,0.038,0.030262768,3,EML2
5.35E-07,0.469413182,0.24,0.108,0.031523075,3,GSDMD
5.37E-07,0.666415714,0.124,0.043,0.031596057,3,AP001816.1
5.42E-07,0.36658084,0.133,0.047,0.031919199,3,GRAMD2B
5.43E-07,0.451757698,0.129,0.045,0.031946699,3,DGKH
5.52E-07,0.340785872,0.173,0.069,0.032521851,3,STX10
5.72E-07,0.289657658,0.191,0.079,0.033702505,3,SUN1
5.74E-07,0.717219531,0.111,0.036,0.033800936,3,ZNF552
5.77E-07,0.420125612,0.156,0.059,0.033963238,3,YBEY
5.85E-07,0.302669408,0.516,0.283,0.034420486,3,ATP5PD
5.87E-07,0.782732114,0.133,0.048,0.034529057,3,MCTP2
6.02E-07,0.367618174,0.138,0.049,0.03545162,3,DDB2
6.38E-07,0.540063733,0.12,0.041,0.037584082,3,CC2D1A
6.54E-07,0.400277497,0.178,0.072,0.038492773,3,DIPK2A
6.56E-07,0.374236114,0.133,0.047,0.038598547,3,NELFB
6.71E-07,0.586700418,0.133,0.048,0.039480517,3,GATAD1
7.50E-07,0.339434372,0.138,0.05,0.044181848,3,ZSCAN16-AS1
7.63E-07,0.317012999,0.333,0.163,0.044938574,3,NDUFS3
7.68E-07,0.407768673,0.28,0.133,0.045183176,3,KLHDC2
7.87E-07,0.819484256,0.107,0.034,0.046347909,3,TESK2
8.05E-07,0.892615365,0.102,0.032,0.047419485,3,TRMT10B
8.20E-07,0.283212341,0.262,0.121,0.048246077,3,NDUFB5
2.59E-201,6.055884007,0.925,0.02,1.52E-196,4,TYROBP
3.09E-131,8.713539328,0.325,0.001,1.82E-126,4,ADGRG3
1.89E-110,5.991181303,0.9,0.05,1.11E-105,4,FCER1G
9.26E-99,5.371825806,0.525,0.014,5.45E-94,4,SH2D1B
8.67E-73,5.130212503,0.425,0.013,5.10E-68,4,AL450405.1
1.78E-72,6.369040335,0.25,0.003,1.05E-67,4,FGR
6.95E-72,5.876680697,0.3,0.005,4.09E-67,4,XIST
2.98E-64,5.273524147,0.425,0.016,1.76E-59,4,RPL10P9
1.91E-51,5.430827094,0.575,0.044,1.13E-46,4,GNLY
1.41E-48,4.571447506,0.475,0.03,8.32E-44,4,SLFN13
1.39E-41,5.151231793,0.3,0.013,8.16E-37,4,CD38
1.00E-37,3.737537501,0.4,0.027,5.91E-33,4,KRT86
4.77E-37,6.900887793,0.125,0.001,2.81E-32,4,CLNK
2.66E-34,3.94455606,0.325,0.019,1.56E-29,4,TBC1D31
3.80E-34,3.614651632,0.85,0.177,2.24E-29,4,TMIGD2
1.38E-31,5.802593101,0.175,0.005,8.15E-27,4,KLRF1
6.64E-29,5.138487536,0.4,0.038,3.91E-24,4,S100A13
2.27E-27,6.921247344,0.1,0.001,1.34E-22,4,ITGAX
2.47E-27,6.182853907,0.1,0.001,1.46E-22,4,LDB2
5.80E-27,4.564410911,0.3,0.022,3.41E-22,4,IGFBP2
1.01E-26,4.130773072,0.3,0.022,5.92E-22,4,PNMT
5.18E-26,3.730336891,0.35,0.031,3.05E-21,4,HAVCR2
5.66E-26,3.587970656,0.475,0.061,3.33E-21,4,TXK
1.43E-24,5.46784767,0.125,0.003,8.44E-20,4,FCRL4
7.15E-24,5.355817114,0.1,0.002,4.21E-19,4,IRAK3
5.25E-23,4.281162101,0.15,0.006,3.09E-18,4,LINC00996
6.03E-23,3.870006393,0.45,0.064,3.55E-18,4,KLRC1
3.50E-22,3.732855692,0.225,0.015,2.06E-17,4,ATP10A
2.42E-21,3.456209011,0.375,0.045,1.43E-16,4,CAPG
6.22E-21,3.474945191,0.2,0.012,3.66E-16,4,KRT81
2.63E-20,3.184404157,0.4,0.054,1.55E-15,4,PRKAR2B
5.01E-20,3.323038403,0.675,0.184,2.95E-15,4,TNFRSF18
1.02E-19,4.41722704,0.15,0.007,5.98E-15,4,HMGB1P5
1.73E-19,3.458766352,0.6,0.13,1.02E-14,4,CLIC3
1.17E-18,2.493057779,0.45,0.07,6.90E-14,4,CXXC5
1.10E-17,3.608384434,0.175,0.011,6.49E-13,4,ZNF714
2.25E-17,2.48938254,0.5,0.092,1.32E-12,4,MOB3A
2.44E-17,4.71865968,0.1,0.003,1.44E-12,4,MIR181A1HG
3.76E-17,2.164156381,0.775,0.253,2.21E-12,4,CTSD
4.09E-17,3.110136435,0.425,0.071,2.41E-12,4,CLASP1
4.43E-17,3.633833693,0.25,0.025,2.61E-12,4,LAT2
6.92E-17,3.924962743,0.2,0.016,4.08E-12,4,FES
9.48E-17,2.811384389,0.475,0.09,5.58E-12,4,PCID2
1.22E-16,3.114562466,0.35,0.051,7.19E-12,4,GRAMD2B
2.09E-16,3.345776072,0.35,0.051,1.23E-11,4,MCTP2
2.55E-16,3.492625324,0.3,0.037,1.50E-11,4,MAML3
2.76E-16,3.74748228,0.225,0.021,1.62E-11,4,CAPN12
3.59E-16,4.087801386,0.175,0.013,2.11E-11,4,KIR2DL4
9.89E-16,3.731128556,0.15,0.009,5.82E-11,4,A4GALT
1.41E-15,2.833830521,0.375,0.06,8.31E-11,4,GEM
1.42E-15,3.788625886,0.4,0.073,8.34E-11,4,MTND1P23
1.57E-15,3.597691873,0.175,0.013,9.26E-11,4,GIMAP6
5.94E-15,1.919443616,0.725,0.206,3.50E-10,4,TLE1
7.99E-15,2.318001259,0.55,0.129,4.70E-10,4,CHST12
9.32E-15,3.972061405,0.175,0.014,5.48E-10,4,GAS7
1.10E-14,2.990559931,0.225,0.023,6.45E-10,4,ICAM1
1.10E-14,2.707374124,0.375,0.064,6.48E-10,4,B3GNT7
1.23E-14,4.274575095,0.1,0.004,7.23E-10,4,FAM111A-DT
4.06E-14,3.137044504,0.275,0.036,2.39E-09,4,CCL3L1
5.82E-14,2.763236427,0.4,0.075,3.43E-09,4,SPRY2
1.77E-13,2.973932137,0.3,0.045,1.04E-08,4,ACP5
3.49E-13,3.515229248,0.175,0.016,2.05E-08,4,DENND6B
7.01E-13,2.05302543,0.95,0.707,4.13E-08,4,AREG
1.11E-12,2.378936232,0.825,0.428,6.52E-08,4,NKG7
1.65E-12,2.735671767,0.425,0.094,9.72E-08,4,MPG
2.59E-12,2.867628852,0.3,0.049,1.53E-07,4,ADAMTS17
3.00E-12,3.271952131,0.225,0.029,1.76E-07,4,CERS6
4.23E-12,2.232297069,0.775,0.382,2.49E-07,4,CD247
4.27E-12,2.448940414,0.375,0.074,2.52E-07,4,HIST3H2A
6.27E-12,3.408651149,0.125,0.009,3.69E-07,4,LINC01480
6.42E-12,3.385185594,0.175,0.018,3.78E-07,4,TTC38
6.44E-12,3.75640846,0.2,0.024,3.79E-07,4,NDFIP2
8.42E-12,2.555886735,0.4,0.088,4.96E-07,4,CDK6
1.78E-11,2.673031784,0.225,0.03,1.05E-06,4,GTF3C2
1.92E-11,2.986274187,0.275,0.045,1.13E-06,4,IRF8
1.92E-11,2.752261712,0.325,0.063,1.13E-06,4,TOX
2.92E-11,2.883832313,0.275,0.046,1.72E-06,4,RCSD1
3.15E-11,3.635624824,0.15,0.014,1.85E-06,4,GSTM2
3.18E-11,2.220770618,0.425,0.099,1.87E-06,4,TP53I13
3.98E-11,3.46645548,0.15,0.014,2.34E-06,4,RCBTB2
3.98E-11,3.334704786,0.175,0.019,2.35E-06,4,UBA7
4.63E-11,3.82326209,0.125,0.01,2.73E-06,4,CCNJL
4.95E-11,2.586566767,0.325,0.063,2.91E-06,4,DOCK5
1.05E-10,2.187846737,0.375,0.082,6.19E-06,4,SMC6
1.11E-10,4.106209864,0.125,0.01,6.55E-06,4,RAB27B
1.13E-10,5.022025866,0.1,0.007,6.65E-06,4,HOXA9
1.13E-10,3.836175596,0.125,0.01,6.67E-06,4,PNPO
1.14E-10,2.523338163,0.375,0.084,6.70E-06,4,TRG-AS1
1.40E-10,4.171454335,0.1,0.007,8.24E-06,4,AC023449.2
1.47E-10,3.164167024,0.175,0.02,8.67E-06,4,MTCO1P12
1.97E-10,2.526276144,0.425,0.112,1.16E-05,4,KLHL23
2.03E-10,1.270170152,0.975,0.644,1.20E-05,4,KLRB1
2.47E-10,2.189520663,0.375,0.084,1.46E-05,4,AKAP5
3.40E-10,2.58505285,0.275,0.05,2.00E-05,4,ABHD15
3.43E-10,1.666579192,0.7,0.29,2.02E-05,4,SEC11A
3.50E-10,1.458554573,0.95,0.864,2.06E-05,4,CD7
3.98E-10,2.912034358,0.175,0.021,2.34E-05,4,PTGDR
4.54E-10,1.410470694,0.875,0.413,2.68E-05,4,CEBPD
5.00E-10,4.169650276,0.1,0.007,2.94E-05,4,AP002807.1
7.08E-10,2.514967188,0.325,0.07,4.17E-05,4,DHRS3
7.48E-10,1.002253245,1,1,4.40E-05,4,TMSB4X
7.64E-10,2.571595238,0.25,0.043,4.50E-05,4,ADAM28
7.73E-10,1.520905072,0.825,0.603,4.55E-05,4,GSTP1
8.33E-10,1.668338041,0.55,0.168,4.90E-05,4,ENTPD1
1.12E-09,2.170197081,0.6,0.228,6.59E-05,4,CTNNB1
1.14E-09,2.401538539,0.25,0.043,6.69E-05,4,TTN
1.17E-09,1.81291216,0.725,0.334,6.88E-05,4,HOPX
1.17E-09,1.58742352,0.55,0.17,6.90E-05,4,IFITM1
1.40E-09,2.349661465,0.25,0.043,8.26E-05,4,DNMT3A
1.45E-09,2.684871829,0.225,0.036,8.55E-05,4,PIK3CD
1.53E-09,3.431607502,0.125,0.012,9.01E-05,4,SRP54-AS1
1.82E-09,1.983773154,0.65,0.275,0.000107021,4,ITGB1
2.10E-09,1.762872524,0.725,0.31,0.00012372,4,MAP3K8
2.68E-09,2.186830386,0.325,0.072,0.000157912,4,GRAMD1A
3.80E-09,2.817302438,0.25,0.047,0.000223687,4,SCPEP1
3.95E-09,2.697114597,0.2,0.03,0.000232486,4,GTF3C3
4.48E-09,2.933586242,0.2,0.03,0.000263528,4,SAMD3
4.52E-09,3.918920856,0.1,0.008,0.000265963,4,PFAS
5.03E-09,3.041934448,0.675,0.362,0.000295967,4,GZMA
5.13E-09,3.736594314,0.1,0.008,0.000302039,4,ARHGEF19
5.65E-09,1.754218556,0.575,0.201,0.000332441,4,RHOC
8.25E-09,2.769675358,0.2,0.031,0.00048549,4,MMP25-AS1
1.05E-08,1.888763234,0.5,0.164,0.000619642,4,NME3
1.31E-08,2.351868653,0.3,0.068,0.000771513,4,LYN
1.41E-08,2.431613483,0.2,0.032,0.000831368,4,IL16
1.46E-08,2.763282334,0.175,0.025,0.000859671,4,AC135983.2
1.50E-08,3.46762869,0.1,0.009,0.000885083,4,LINC00888
1.65E-08,4.435599544,0.175,0.027,0.00097291,4,IL18
1.74E-08,4.342490315,0.15,0.019,0.001025132,4,SCX
1.75E-08,2.430439405,0.3,0.069,0.001030101,4,FIBP
1.78E-08,2.867496174,0.175,0.026,0.001048466,4,TMEM140
1.96E-08,1.672788791,0.525,0.184,0.001152585,4,TIMM13
2.03E-08,2.233481626,0.3,0.068,0.001196265,4,RIPK2
2.68E-08,4.965667195,0.1,0.009,0.001577925,4,IL1R1
2.72E-08,2.819595163,0.15,0.019,0.001599906,4,PHOSPHO2
3.01E-08,3.502203789,0.1,0.009,0.001771378,4,HS3ST3B1
3.52E-08,2.101613787,0.3,0.069,0.002072945,4,STAU2
3.57E-08,1.259972641,0.625,0.237,0.00210267,4,ECI2
4.40E-08,2.376114999,0.25,0.05,0.002592003,4,TMC8
4.45E-08,3.255842758,0.125,0.014,0.002618088,4,MAPK12
5.18E-08,2.117928614,0.225,0.041,0.00304732,4,RCC1L
5.19E-08,1.965323632,0.325,0.08,0.003056923,4,TSNAX
6.02E-08,1.873506643,0.3,0.069,0.003546002,4,SLC12A6
6.42E-08,2.312973137,0.275,0.062,0.003778326,4,PPP1R18
6.58E-08,2.542030268,0.2,0.035,0.003872345,4,LRRC37B
6.87E-08,2.340678652,0.275,0.063,0.004042492,4,APOPT1
8.36E-08,2.966661168,0.125,0.015,0.004920794,4,ZNF414
8.39E-08,1.785453763,0.325,0.082,0.004938528,4,TRDC
8.76E-08,1.488692602,0.55,0.196,0.005154177,4,SPPL2A
9.71E-08,1.883083977,0.525,0.207,0.005718323,4,CKLF
1.12E-07,2.154420086,0.325,0.082,0.006580491,4,PXN
1.18E-07,1.611558273,0.45,0.142,0.006944276,4,IPCEF1
1.19E-07,1.379378078,0.725,0.326,0.006999947,4,LY6E
1.27E-07,2.536758191,0.15,0.021,0.007490023,4,CD244
1.29E-07,1.819885234,0.5,0.185,0.007602768,4,SELENOH
1.29E-07,2.008359198,0.35,0.095,0.007622509,4,POLR2G
1.39E-07,1.771311075,0.425,0.139,0.008155025,4,TMEM14C
1.43E-07,1.174539947,0.925,0.626,0.008406734,4,IFITM2
1.48E-07,2.540507696,0.25,0.055,0.008736752,4,FUCA1
1.55E-07,3.276605996,0.1,0.01,0.009126819,4,HACD1
1.56E-07,1.263966926,0.85,0.652,0.009191544,4,HCST
1.61E-07,2.536067527,0.15,0.021,0.00946445,4,AC090152.1
1.80E-07,2.308923811,0.3,0.077,0.010609321,4,ERGIC1
1.90E-07,2.389874097,0.25,0.056,0.011163795,4,BCAS4
1.95E-07,0.919841353,0.975,0.917,0.011453815,4,ACTG1
2.10E-07,3.105165478,0.125,0.016,0.012344658,4,GPR82
2.18E-07,2.977841325,0.15,0.022,0.012814889,4,UNC93B1
2.31E-07,2.913720016,0.175,0.03,0.013603088,4,TRIOBP
2.35E-07,2.952408889,0.15,0.022,0.013840267,4,FRG1BP
2.37E-07,1.577482143,0.5,0.176,0.013943934,4,COX19
2.56E-07,0.460003353,1,1,0.015095425,4,MT-CO2
2.78E-07,2.015340338,0.3,0.075,0.016379103,4,RNF130
2.78E-07,1.707869644,0.425,0.139,0.016380494,4,PTK2B
2.95E-07,2.231529005,0.2,0.037,0.01739001,4,SH3BP1
3.12E-07,2.237078388,0.2,0.037,0.018362215,4,WDR11
3.21E-07,2.460824934,0.15,0.022,0.018888462,4,LPAR6
3.56E-07,1.852722607,0.25,0.056,0.020986333,4,TNFRSF4
3.88E-07,2.049112627,0.175,0.029,0.022864141,4,NABP2
4.26E-07,2.592301265,0.15,0.023,0.02509642,4,PDGFD
4.40E-07,2.392135226,0.175,0.03,0.025918164,4,SCCPDH
4.67E-07,3.138982653,0.125,0.017,0.027478764,4,SLX4
5.27E-07,3.396585764,0.1,0.011,0.03104154,4,RAD51D
5.38E-07,1.8838723,0.35,0.101,0.031679432,4,FAM53C
5.97E-07,2.556414252,0.175,0.031,0.035128036,4,CYTH4
6.46E-07,2.284051282,0.2,0.039,0.03803948,4,BTN3A1
6.68E-07,2.194761716,0.275,0.068,0.039350884,4,TSPAN5
7.56E-07,1.740363114,0.575,0.253,0.044513151,4,HSPA1A
7.65E-07,1.175163913,0.9,0.585,0.045045944,4,LCP1
8.37E-07,1.927232337,0.25,0.058,0.049295214,4,MAP3K1
1.66E-138,8.617688458,0.324,0,9.80E-134,5,HAND2
2.01E-122,6.619295095,0.441,0.005,1.19E-117,5,SPARC
1.64E-98,6.319309551,0.441,0.008,9.66E-94,5,PMP22
1.44E-91,5.769390183,0.324,0.003,8.46E-87,5,PLP1
3.18E-88,5.603980666,0.5,0.013,1.87E-83,5,CALD1
5.51E-88,6.979588048,0.235,0.001,3.24E-83,5,CHL1
6.00E-87,6.797809587,0.471,0.011,3.53E-82,5,SPARCL1
1.29E-84,8.189084381,0.206,0,7.57E-80,5,ABCA6
1.35E-84,7.736922566,0.206,0,7.97E-80,5,ANGPTL1
1.01E-77,6.099031525,0.441,0.011,5.92E-73,5,TIMP3
2.63E-77,5.289671011,0.529,0.018,1.55E-72,5,IGFBP7
3.28E-75,7.853810951,0.206,0.001,1.93E-70,5,SCN7A
2.86E-71,8.426479055,0.176,0,1.69E-66,5,FGF2
1.16E-69,9.510888967,0.147,0,6.85E-65,5,LPL
1.71E-68,6.880141131,0.324,0.006,1.01E-63,5,CDH19
2.91E-65,7.314771844,0.265,0.004,1.72E-60,5,NRXN1
1.46E-62,6.257532145,0.235,0.003,8.61E-58,5,TCF4
1.40E-60,5.706475525,0.353,0.009,8.27E-56,5,LGI4
2.82E-58,7.487454021,0.265,0.005,1.66E-53,5,SPP1
4.50E-58,8.132350082,0.147,0,2.65E-53,5,CADM3
4.73E-58,8.55531926,0.147,0,2.78E-53,5,LINC01088
5.48E-58,7.696555698,0.147,0,3.23E-53,5,RBP1
4.56E-56,9.052682738,0.118,0,2.69E-51,5,SNAI2
4.83E-56,5.862084346,0.206,0.002,2.84E-51,5,FOXD3-AS1
2.23E-55,7.235179361,0.176,0.001,1.31E-50,5,NES
8.35E-52,6.344887989,0.206,0.003,4.92E-47,5,MAP1B
2.90E-51,5.583825479,0.235,0.004,1.71E-46,5,FSTL1
8.99E-51,4.668491029,0.412,0.018,5.29E-46,5,S100B
2.34E-50,6.499504256,0.265,0.006,1.38E-45,5,RASSF4
8.62E-50,7.993789709,0.147,0.001,5.07E-45,5,LINC00472
1.24E-49,4.524110282,0.382,0.015,7.33E-45,5,CLIC4
1.35E-48,5.039262811,0.529,0.033,7.92E-44,5,GPX3
1.55E-47,5.020650464,0.265,0.007,9.11E-43,5,AKAP12
4.71E-46,5.49592434,0.353,0.014,2.78E-41,5,ALDH1A1
4.06E-45,6.088290156,0.176,0.002,2.39E-40,5,SFRP5
6.67E-45,7.824731038,0.118,0,3.93E-40,5,SOX2
6.67E-45,7.862324251,0.118,0,3.93E-40,5,L1CAM
7.06E-45,6.608406807,0.206,0.004,4.16E-40,5,MYOT
7.69E-45,6.985678292,0.118,0,4.52E-40,5,DPYSL3
8.23E-43,4.500797059,0.441,0.026,4.84E-38,5,IGFBP6
5.38E-42,6.228902702,0.206,0.004,3.17E-37,5,NRXN3
2.87E-41,5.66079125,0.176,0.003,1.69E-36,5,CADM1
1.90E-39,5.619845214,0.235,0.007,1.12E-34,5,ADAMTS1
2.52E-39,5.177017196,0.235,0.007,1.48E-34,5,PCDH9
1.22E-38,6.776277721,0.147,0.002,7.18E-34,5,PDGFRA
1.35E-38,6.250585725,0.147,0.002,7.92E-34,5,CADM2
1.39E-38,6.100035924,0.147,0.002,8.18E-34,5,TNS1
1.69E-38,5.75128043,0.147,0.002,9.95E-34,5,ADARB2
1.75E-38,4.912308938,0.147,0.002,1.03E-33,5,NEGR1
1.08E-37,5.322987472,0.235,0.007,6.35E-33,5,AASS
1.96E-37,7.45611244,0.118,0.001,1.15E-32,5,ARHGAP29
2.03E-37,7.356527685,0.118,0.001,1.20E-32,5,LINC00844
2.03E-37,6.814488744,0.118,0.001,1.20E-32,5,NCAM2
2.12E-37,6.451838583,0.118,0.001,1.25E-32,5,LAMA4
2.20E-37,6.157239425,0.118,0.001,1.30E-32,5,PRIMA1
2.38E-37,6.133310528,0.118,0.001,1.40E-32,5,MXRA8
4.93E-37,5.122148052,0.206,0.005,2.90E-32,5,ABCA8
5.60E-37,4.452667874,0.588,0.059,3.29E-32,5,CLU
1.14E-36,4.448369662,0.382,0.022,6.69E-32,5,NDRG2
1.88E-35,4.304295563,0.441,0.032,1.11E-30,5,IFITM3
1.03E-34,5.729933995,0.147,0.002,6.05E-30,5,FAM107A
1.06E-34,5.945172603,0.147,0.002,6.23E-30,5,CYBRD1
1.34E-34,5.31139494,0.147,0.002,7.87E-30,5,RORB
1.82E-34,4.827633457,0.235,0.008,1.07E-29,5,AEBP1
3.36E-34,6.030913862,0.265,0.011,1.98E-29,5,MEG3
3.61E-32,6.956822353,0.118,0.001,2.12E-27,5,PTPN13
4.41E-32,6.296877997,0.118,0.001,2.60E-27,5,SMARCA1
4.56E-32,6.272559331,0.118,0.001,2.68E-27,5,MAGI2-AS3
5.21E-32,5.354048014,0.118,0.001,3.07E-27,5,NRN1
8.10E-32,4.859259052,0.265,0.012,4.77E-27,5,SERPING1
9.01E-32,5.45283558,0.206,0.007,5.30E-27,5,MMP19
6.20E-31,5.767807882,0.618,0.084,3.65E-26,5,CRYAB
3.63E-29,4.620467413,0.265,0.013,2.14E-24,5,SOD3
6.59E-29,5.661062915,0.147,0.003,3.88E-24,5,CAVIN3
9.62E-29,4.065900393,0.265,0.013,5.67E-24,5,GAS7
3.64E-28,6.780693327,0.118,0.002,2.14E-23,5,KLF7
3.75E-28,7.038570781,0.118,0.002,2.21E-23,5,ADGRG6
4.17E-28,4.637116618,0.471,0.049,2.45E-23,5,PDK4
4.85E-27,4.935884458,0.382,0.033,2.86E-22,5,CCN1
6.52E-26,4.373892566,0.265,0.015,3.84E-21,5,CCN2
5.28E-25,5.968610865,0.118,0.002,3.11E-20,5,PALM
5.57E-25,5.931311594,0.118,0.002,3.28E-20,5,HAND2-AS1
5.71E-25,5.821302372,0.118,0.002,3.36E-20,5,MT3
1.23E-24,4.960002145,0.147,0.004,7.22E-20,5,HTRA1
9.76E-23,3.417710929,0.471,0.058,5.74E-18,5,RARRES2
1.56E-22,4.027635741,0.206,0.01,9.18E-18,5,PALLD
2.07E-22,5.12422342,0.118,0.003,1.22E-17,5,STON1
1.12E-21,5.900515318,0.147,0.005,6.61E-17,5,TFPI
7.02E-21,3.803739342,0.265,0.019,4.13E-16,5,FXYD1
9.66E-21,5.215934278,0.206,0.012,5.69E-16,5,SORBS2
1.68E-20,6.492812265,0.118,0.003,9.91E-16,5,CCDC80
2.62E-20,5.061528827,0.147,0.006,1.54E-15,5,PRELP
1.49E-19,3.956340757,0.235,0.017,8.78E-15,5,PHLDA3
4.05E-19,5.05350458,0.147,0.006,2.39E-14,5,A2M
9.56E-19,5.101282906,0.118,0.004,5.63E-14,5,ITGB8
1.01E-18,5.069010956,0.118,0.004,5.96E-14,5,FMNL2
1.33E-18,4.276685639,0.118,0.004,7.81E-14,5,COL9A3
2.23E-17,4.60076363,0.176,0.01,1.31E-12,5,DEPP1
2.53E-17,5.392427962,0.118,0.004,1.49E-12,5,SLC44A3
2.58E-17,5.770063439,0.118,0.004,1.52E-12,5,GLIS3
2.63E-17,4.741365652,0.118,0.004,1.55E-12,5,CSRP2
2.67E-17,5.009141784,0.118,0.004,1.57E-12,5,SASH1
2.77E-17,4.830577996,0.118,0.004,1.63E-12,5,SERPINF1
3.05E-17,3.491733699,0.294,0.03,1.79E-12,5,SELENOP
3.62E-17,3.931243671,0.118,0.004,2.13E-12,5,ZNF532
3.80E-17,4.610630101,0.147,0.007,2.24E-12,5,MPZ
4.58E-16,4.961196054,0.118,0.005,2.70E-11,5,ZC2HC1A
5.49E-16,4.166863095,0.118,0.005,3.23E-11,5,SMIM5
5.58E-16,4.341813343,0.118,0.005,3.28E-11,5,PLPP3
6.11E-16,3.617852668,0.265,0.027,3.60E-11,5,TJP1
1.21E-15,4.40600216,0.147,0.008,7.11E-11,5,IGFBP5
1.28E-15,5.070724033,0.235,0.021,7.54E-11,5,TCIM
2.16E-15,3.63088703,0.147,0.008,1.27E-10,5,MYL9
2.81E-15,3.941673038,0.294,0.035,1.65E-10,5,TMEM176B
5.02E-15,3.685067988,0.176,0.012,2.96E-10,5,WWTR1
6.37E-15,4.43104807,0.118,0.005,3.75E-10,5,C1S
7.14E-15,4.254279639,0.147,0.009,4.21E-10,5,TMEM198B
9.13E-15,2.773239262,0.412,0.068,5.37E-10,5,MARCKS
2.47E-14,3.517084152,0.529,0.119,1.45E-09,5,SOCS3
5.12E-14,3.277198973,0.235,0.024,3.01E-09,5,ICAM1
5.85E-14,3.905655215,0.118,0.006,3.45E-09,5,OSER1-DT
1.04E-13,4.306821685,0.147,0.009,6.10E-09,5,MT1M
2.79E-13,2.877779183,0.206,0.019,1.64E-08,5,SYNM
3.65E-13,3.881651114,0.353,0.056,2.15E-08,5,GSN
3.76E-13,4.201209349,0.412,0.078,2.21E-08,5,EMP1
3.78E-13,3.994334235,0.118,0.006,2.22E-08,5,VASN
4.15E-13,3.908335362,0.118,0.006,2.44E-08,5,FERMT2
6.12E-13,2.330115114,0.5,0.106,3.61E-08,5,EPB41L2
6.87E-13,4.971732,0.294,0.042,4.04E-08,5,CCL2
1.25E-12,4.028774088,0.147,0.01,7.37E-08,5,IFNGR2
