,marker site,rede,latitude,longitude,estacao3,estacao,codigo
360,1627758758,Hidrométrica,40.375,-7.55,MANTEIGAS (R.E.) (11L/01H), MANTEIGAS (R.E.) (11L/01H),11L/01H
361,1627758766,Hidrométrica,41.522,-8.683,MARIZ (BARCELOS) (04E/04H), MARIZ (BARCELOS) (04E/04H),04E/04H
362,1627758768,Hidrométrica,39.181,-8.425,MATA FOME (18G/02H), MATA FOME (18G/02H),18G/02H
363,1627758770,Hidrométrica,42.049,-8.504,MAZEDO (01F/03H), MAZEDO (01F/03H),01F/03H
364,1627758772,Hidrométrica,40.258,-7.146,MEIMOA (12O/01H), MEIMOA (12O/01H),12O/01H
365,1627758776,Hidrométrica,38.147,-8.733,MELIDES (25E/01H), MELIDES (25E/01H),25E/01H
366,1627758778,Hidrométrica,38.789,-9.329,MERC&Ecirc;S (21B/01H), MERCÊS (21B/01H),21B/01H
367,1627758780,Hidrométrica,42.09,-8.356,MESSEG&Atilde;ES (01G/01H), MESSEGÃES (01G/01H),01G/01H
368,1627758782,Hidrométrica,40.13,-7.715,MINAS DA PANASQUEIRA (13K/01H), MINAS DA PANASQUEIRA (13K/01H),13K/01H
369,1627743526,Hidrométrica,41.488,-6.265,MIRANDA DO DOURO (05T/01H), MIRANDA DO DOURO (05T/01H),05T/01H
370,1627758794,Hidrométrica,38.802,-7.145,MOINHO DA CASCALHEIRA (21O/02H), MOINHO DA CASCALHEIRA (21O/02H),21O/02H
371,1627758796,Hidrométrica,41.527,-7.854,MOINHO DA CASINHA (R.E.) (04J/06H), MOINHO DA CASINHA (R.E.) (04J/06H),04J/06H
372,1627758798,Hidrométrica,38.063,-8.404,MOINHO DA GAMITINHA (25G/03H), MOINHO DA GAMITINHA (25G/03H),25G/03H
373,1627758808,Hidrométrica,41.0234678,-7.5116928,MOINHO DA PONTE NOVA (07L/04H), MOINHO DA PONTE NOVA (07L/04H),07L/04H
374,1627758806,Hidrométrica,41.04,-7.505,MOINHO DA PONTE NOVA (R.E.) (07L/01H), MOINHO DA PONTE NOVA (R.E.) (07L/01H),07L/01H
375,1627758810,Hidrométrica,38.999,-7.15,MOINHO DE ZANGARILHOS (20O/01H), MOINHO DE ZANGARILHOS (20O/01H),20O/01H
376,1627758790,Hidrométrica,38.061,-8.411,MOINHO DO BRAVO (25G/02H), MOINHO DO BRAVO (25G/02H),25G/02H
377,1627758792,Hidrométrica,39.539,-8.327,MOINHO DO CARTUCHO (16H/02H), MOINHO DO CARTUCHO (16H/02H),16H/02H
378,1627758800,Hidrométrica,37.76,-8.317,MOINHO GRANDE (27H/01H), MOINHO GRANDE (27H/01H),27H/01H
379,1627758802,Hidrométrica,38.702,-7.926,MOINHO MAMA (21J/01H), MOINHO MAMA (21J/01H),21J/01H
380,1627758804,Hidrométrica,39.228,-8.029,MOINHO NOVO (18I/01H), MOINHO NOVO (18I/01H),18I/01H
381,1627758812,Hidrométrica,40.652,-7.743,MOINHOS DE PEPIM (10K/04H), MOINHOS DE PEPIM (10K/04H),10K/04H
382,1627758814,Hidrométrica,39.055,-7.446,MONFORTE (19M/01H), MONFORTE (19M/01H),19M/01H
383,1627758820,Hidrométrica,38.171,-7.399,MONTE BRANCO (24M/03H), MONTE BRANCO (24M/03H),24M/03H
384,1627758824,Hidrométrica,38.994,-8.008,MONTE CAM&Otilde;ES (20I/01H), MONTE CAMÕES (20I/01H),20I/01H
385,1627758818,Hidrométrica,37.855,-7.823,MONTE DA ARREGOTA (26K/01H), MONTE DA ARREGOTA (26K/01H),26K/01H
386,1627758840,Hidrométrica,37.836,-7.859,MONTE DA PONTE (27J/01H), MONTE DA PONTE (27J/01H),27J/01H
387,1627758848,Hidrométrica,37.736,-8.296,MONTE DA ROCHA (27H/02H), MONTE DA ROCHA (27H/02H),27H/02H
388,1627758852,Hidrométrica,38.8321,-7.085033,MONTE DA VINHA (21O/01H), MONTE DA VINHA (21O/01H),21O/01H
389,1627758822,Hidrométrica,38.193,-7.494,MONTE DOS BRAVOS (24M/02H), MONTE DOS BRAVOS (24M/02H),24M/02H
390,1627758828,Hidrométrica,37.342,-7.624,MONTE DOS FORTES (29L/01H), MONTE DOS FORTES (29L/01H),29L/01H
391,1627758836,Hidrométrica,37.3,-8.4667,MONTE DOS PACHECOS (30G/01H), MONTE DOS PACHECOS (30G/01H),30G/01H
392,1627758838,Hidrométrica,39.111,-7.274,MONTE PIS&Atilde;O (19N/01H), MONTE PISÃO (19N/01H),19N/01H
393,1627758842,Hidrométrica,39.849,-8.854,MONTE REAL (14D/03H), MONTE REAL (14D/03H),14D/03H
394,1627758844,Hidrométrica,38.189,-7.65,MONTE RIBEIRA (24L/02H), MONTE RIBEIRA (24L/02H),24L/02H
395,1627758850,Hidrométrica,40.219,-8.47,MONTE S&Atilde;O (12G/06H), MONTE SÃO (12G/06H),12G/06H
396,1627758854,Hidrométrica,40.164,-8.668,MONTEMOR-O-VELHO (12E/03H), MONTEMOR-O-VELHO (12E/03H),12E/03H
397,1627758856,Hidrométrica,37.778,-8.338,MONTENEGRO (27G/01H), MONTENEGRO (27G/01H),27G/01H
398,1627758858,Hidrométrica,39.104,-8.739,MORGADO (19E/02H), MORGADO (19E/02H),19E/02H
399,1627758862,Hidrométrica,39.412,-8.658,MOSEIRO (17F/06H), MOSEIRO (17F/06H),17F/06H
400,1627758864,Hidrométrica,39.17,-8.691,MOUCH&Atilde;O DE SANTA MARTA (18E/05H), MOUCHÃO DE SANTA MARTA (18E/05H),18E/05H
401,1627758866,Hidrométrica,41.084,-8.133,MOURILHE (R.E.) (07I/03H), MOURILHE (R.E.) (07I/03H),07I/03H
402,1627758868,Hidrométrica,41.401,-7.463,MUR&Ccedil;A (R.E.) (05M/01H), MURÇA (R.E.) (05M/01H),05M/01H
403,1627758870,Hidrométrica,38.158,-6.971,M&Uacute;RTEGA (FRONTEIRA) (25P/02H), MÚRTEGA (FRONTEIRA) (25P/02H),25P/02H
404,1627758872,Hidrométrica,37.964,-8.284,NABOS (26H/01H), NABOS (26H/01H),26H/01H
405,1627758880,Hidrométrica,40.499778,-7.822167,NELAS (10K/08H), NELAS (10K/08H),10K/08H
406,1627758878,Hidrométrica,40.503,-7.823,NELAS (R.E.) (10K/03H), NELAS (R.E.) (10K/03H),10K/03H
407,1627758882,Hidrométrica,37.566,-7.979,NEVES CORVO (28J/01H), NEVES CORVO (28J/01H),28J/01H
408,1627758886,Hidrométrica,39.595,-7.718,NOSSA SENHORA DA GRA&Ccedil;A (16K/05H), NOSSA SENHORA DA GRAÇA (16K/05H),16K/05H
409,1627758892,Hidrométrica,37.43348432,-8.76191558,ODECEIXE (29E/01H), ODECEIXE (29E/01H),29E/01H
410,1627758896,Hidrométrica,37.327,-7.491,ODELEITE (JUSANTE) (30M/05H), ODELEITE (JUSANTE) (30M/05H),30M/05H
411,1627758898,Hidrométrica,37.328,-7.49,ODELEITE (MEIO) (30M/04H), ODELEITE (MEIO) (30M/04H),30M/04H
412,1627758900,Hidrométrica,37.327,-7.493,ODELEITE (PONTE) (30M/01H), ODELEITE (PONTE) (30M/01H),30M/01H
413,1627758902,Hidrométrica,37.331,-7.487,ODELEITE (POVOA&Ccedil;&Atilde;O) (30M/02H), ODELEITE (POVOAÇÃO) (30M/02H),30M/02H
414,1627758890,Hidrométrica,37.23,-8.68,ODE&Aacute;XERE (GORDEIRO) (30E/05H), ODEÁXERE (GORDEIRO) (30E/05H),30E/05H
415,1627758910,Hidrométrica,38.173,-8.138,ODIVELAS (24I/01H), ODIVELAS (24I/01H),24I/01H
416,1627758912,Hidrométrica,37.664,-7.712,OEIRAS (28K/02H), OEIRAS (28K/02H),28K/02H
417,1627758914,Hidrométrica,39.448,-8.718,OLHOS DE &Aacute;GUA (17E/01H), OLHOS DE ÁGUA (17E/01H),17E/01H
418,1627758918,Hidrométrica,41.571,-8.491,PADIM DA GRA&Ccedil;A (04G/04H), PADIM DA GRAÇA (04G/04H),04G/04H
419,1627758922,Hidrométrica,40.46205886,-7.4716295,PAI DIZ (11M/03H), PAI DIZ (11M/03H),11M/03H
420,1627758920,Hidrométrica,40.461,-7.473,PAI DIZ (R.E.) (11M/01H), PAI DIZ (R.E.) (11M/01H),11M/01H
421,1627758926,Hidrométrica,41.569,-7.732,PARADA MONTEIROS (R.E.) (04K/01H), PARADA MONTEIROS (R.E.) (04K/01H),04K/01H
422,1627758930,Hidrométrica,41.771,-7.949,PARADELA DO RIO (03J/03H), PARADELA DO RIO (03J/03H),03J/03H
423,1627758932,Hidrométrica,37.289,-8.476,PARDIEIRO (30G/02H), PARDIEIRO (30G/02H),30G/02H
424,1627758934,Hidrométrica,41.726,-8.678,PASSAGEM (03E/01H), PASSAGEM (03E/01H),03E/01H
425,1627758938,Hidrométrica,38.896,-8.003,PAVIA (20I/04H), PAVIA (20I/04H),20I/04H
426,1627758940,Hidrométrica,40.748,-8.296,PEDRE RIBEIRADIO (09H/01H), PEDRE RIBEIRADIO (09H/01H),09H/01H
427,1627758942,Hidrométrica,38.106,-7.644,PEDROG&Atilde;O (25L/01H), PEDROGÃO (25L/01H),25L/01H
428,1627758946,Hidrométrica,37.51,-8.442,PEGO DAS CARRETAS (28G/02H), PEGO DAS CARRETAS (28G/02H),28G/02H
429,1627758950,Hidrométrica,39.134,-9.084,PENEDOS DE ALENQUER (19C/01H), PENEDOS DE ALENQUER (19C/01H),19C/01H
430,1627758958,Hidrométrica,41.528,-8.625,PENIDE (CENTRAL) (04F/01H), PENIDE (CENTRAL) (04F/01H),04F/01H
431,1627758960,Hidrométrica,41.31,-8.442,PEREIRAS (06G/03H), PEREIRAS (06G/03H),06G/03H
432,1627758962,Hidrométrica,37.211,-8.642,PEREIRO (30F/01H), PEREIRO (30F/01H),30F/01H
433,1627758964,Hidrométrica,39.386,-8.657,PERNES CANAL (17F/05H), PERNES CANAL (17F/05H),17F/05H
434,1627758966,Hidrométrica,40.709,-8.358,PESSEGUEIRO DO VOUGA (09G/02H), PESSEGUEIRO DO VOUGA (09G/02H),09G/02H
435,1627758970,Hidrométrica,41.18,-7.551,PINH&Atilde;O (R.E.) (06L/01H), PINHÃO (R.E.) (06L/01H),06L/01H
436,1627758974,Hidrométrica,41.159,-7.114,POCINHO (07O/01H), POCINHO (07O/01H),07O/01H
437,1627758978,Hidrométrica,40.744,-8.307,POIAS RIBEIRADIO (09H/02H), POIAS RIBEIRADIO (09H/02H),09H/02H
438,7633043532,Hidrométrica,37.555465,-7.524444,POMAR&Atilde;O (28L/03H), POMARÃO (28L/03H),28L/03H
439,1627758990,Hidrométrica,38.503,-9.149,PONTE AIANA (22C/02H), PONTE AIANA (22C/02H),22C/02H
440,1627758992,Hidrométrica,39.05,-9.004,PONTE ALENQUER (19C/03H), PONTE ALENQUER (19C/03H),19C/03H
441,1627758994,Hidrométrica,39.056,-7.27,PONTE ALGAL&Eacute; (19N/02H), PONTE ALGALÉ (19N/02H),19N/02H
442,1627758996,Hidrométrica,37.932,-8.404,PONTE ALVALADE CAMPILHAS (26G/04H), PONTE ALVALADE CAMPILHAS (26G/04H),26G/04H
443,1627758998,Hidrométrica,37.941,-8.383,PONTE ALVALADE SADO (26G/05H), PONTE ALVALADE SADO (26G/05H),26G/05H
444,1627759000,Hidrométrica,39.321,-8.595,PONTE ALVIELA (EN365) (18F/04H), PONTE ALVIELA (EN365) (18F/04H),18F/04H
445,1627759002,Hidrométrica,38.532,-9.127,PONTE APOSTI&Ccedil;A (22C/01H), PONTE APOSTIÇA (22C/01H),22C/01H
446,1627759004,Hidrométrica,40.625,-8.433,PONTE ARRANCADA (10G/01H), PONTE ARRANCADA (10G/01H),10G/01H
447,1627759006,Hidrométrica,41.351,-8.681,PONTE AVE (05E/03H), PONTE AVE (05E/03H),05E/03H
448,1627759008,Hidrométrica,40.223,-8.72,PONTE AZENHA NOVA (12E/01H), PONTE AZENHA NOVA (12E/01H),12E/01H
449,1627759010,Hidrométrica,41.406,-6.803,PONTE AZIBO (05Q/03H), PONTE AZIBO (05Q/03H),05Q/03H
450,10080899844,Hidrométrica,40.75716417,-8.04603138,PONTE AZIVAL (R.E.) (09I/06H), PONTE AZIVAL (R.E.) (09I/06H),09I/06H
451,1627758986,Hidrométrica,40.346,-8.182,PONTE A&Ccedil;UDE DO SAIMILO (11H/03H), PONTE AÇUDE DO SAIMILO (11H/03H),11H/03H
452,1627759012,Hidrométrica,39.883,-8.935,PONTE BAJANCA (14D/02H), PONTE BAJANCA (14D/02H),14D/02H
453,1627759014,Hidrométrica,39.272,-8.787,PONTE BARBANCHO (18E/06H), PONTE BARBANCHO (18E/06H),18E/06H
454,1627759018,Hidrométrica,39.056,-9.013,PONTE BARNAB&Eacute; (19C/02H), PONTE BARNABÉ (19C/02H),19C/02H
455,1627759020,Hidrométrica,41.04,-8.231,PONTE BATEIRA (07H/04H), PONTE BATEIRA (07H/04H),07H/04H
456,1627759024,Hidrométrica,41.608,-8.432,PONTE BICO (04G/01H), PONTE BICO (04G/01H),04G/01H
457,1627759022,Hidrométrica,41.606,-8.43,PONTE BICO (C&Aacute;VADO) (04G/07H), PONTE BICO (CÁVADO) (04G/07H),04G/07H
458,1627759026,Hidrométrica,41.414,-8.368,PONTE BRAND&Atilde;O (05G/01H), PONTE BRANDÃO (05G/01H),05G/01H
459,1627759028,Hidrométrica,38.882,-8.173,PONTE BROTAS (20H/02H), PONTE BROTAS (20H/02H),20H/02H
460,1627759030,Hidrométrica,40.178,-8.372,PONTE CABOUCO (12G/02H), PONTE CABOUCO (12G/02H),12G/02H
461,1627759032,Hidrométrica,39.904,-8.139,PONTE CABRIL (14I/01H), PONTE CABRIL (14I/01H),14I/01H
462,1627759034,Hidrométrica,39.007,-8.952,PONTE CADAFAIS (19D/06H), PONTE CADAFAIS (19D/06H),19D/06H
463,1627759036,Hidrométrica,41.671,-8.385,PONTE CALDELAS (03G/05H), PONTE CALDELAS (03G/05H),03G/05H
464,1627759040,Hidrométrica,40.217,-8.444,PONTE CAMINHO DE FERRO (12G/03H), PONTE CAMINHO DE FERRO (12G/03H),12G/03H
465,1627759038,Hidrométrica,40.153,-8.218,PONTE CAMINHO DE FERRO (CEIRA) (13H/02H), PONTE CAMINHO DE FERRO (CEIRA) (13H/02H),13H/02H
466,1627759042,Hidrométrica,38.851,-9.125,PONTE CANAS (20C/01H), PONTE CANAS (20C/01H),20C/01H
467,1627759044,Hidrométrica,41.195,-8.161,PONTE CANAVEZES (R.E.) (06I/02H), PONTE CANAVEZES (R.E.) (06I/02H),06I/02H
468,1627759046,Hidrométrica,38.765,-8.617,PONTE CANHA (21F/01H), PONTE CANHA (21F/01H),21F/01H
469,1627759048,Hidrométrica,38.05348433,-8.30630401,PONTE CANHESTROS (25H/01H), PONTE CANHESTROS (25H/01H),25H/01H
470,1627759050,Hidrométrica,38.983,-9.052,PONTE CARDOSAS (20C/03H), PONTE CARDOSAS (20C/03H),20C/03H
471,1627759052,Hidrométrica,40.021,-8.723,PONTE CASAL DA ROLA (13E/04H), PONTE CASAL DA ROLA (13E/04H),13E/04H
472,1627759054,Hidrométrica,38.53241336,-8.45670283,PONTE CASEBRES (22G/03H), PONTE CASEBRES (22G/03H),22G/03H
473,1627759058,Hidrométrica,41.837,-6.892,PONTE CASTRELOS (02P/01H), PONTE CASTRELOS (02P/01H),02P/01H
474,1627759056,Hidrométrica,40.127,-8.553,PONTE CAS&Eacute;VEL (13F/02H), PONTE CASÉVEL (13F/02H),13F/02H
475,1627759060,Hidrométrica,41.513,-7.893,PONTE CAVEZ (R.E.) (04J/05H), PONTE CAVEZ (R.E.) (04J/05H),04J/05H
476,1627759062,Hidrométrica,39.383,-8.461,PONTE CHAMUSCA (17G/07H), PONTE CHAMUSCA (17G/07H),17G/07H
477,1627759064,Hidrométrica,38.57176071,-9.0341639,PONTE COINA (22C/03H), PONTE COINA (22C/03H),22C/03H
478,1627759066,Hidrométrica,40.269,-7.99,PONTE COJA (12J/01H), PONTE COJA (12J/01H),12J/01H
479,1627759068,Hidrométrica,40.174,-8.394,PONTE CONRARIA (12G/08H), PONTE CONRARIA (12G/08H),12G/08H
480,1627759070,Hidrométrica,38.957717,-8.521542,PONTE CORUCHE (20F/02H), PONTE CORUCHE (20F/02H),20F/02H
481,1627759072,Hidrométrica,39.016,-8.973,PONTE COURA&Ccedil;A (19D/05H), PONTE COURAÇA (19D/05H),19D/05H
482,1627758788,Hidrométrica,41.947,-6.968,PONTE COU&Ccedil;O (MOIMENTA) (02P/02H), PONTE COUÇO (MOIMENTA) (02P/02H),02P/02H
483,1627759074,Hidrométrica,38.601,-8.995,PONTE CP MOITA (22D/01H), PONTE CP MOITA (22D/01H),22D/01H
484,1627759016,Hidrométrica,41.809,-8.421,PONTE DA BARCA (03G/02H), PONTE DA BARCA (03G/02H),03G/02H
485,1627758984,Hidrométrica,39.45,-8.196,PONTE DE ABRANTES (17H/03H), PONTE DE ABRANTES (17H/03H),17H/03H
486,1627759116,Hidrométrica,41.764,-8.591,PONTE DE LIMA (03F/02H), PONTE DE LIMA (03F/02H),03F/02H
487,1627759118,Hidrométrica,41.764,-8.591,PONTE DE LIMA (S&Atilde;O JO&Atilde;O) (03F/03H), PONTE DE LIMA (SÃO JOÃO) (03F/03H),03F/03H
488,1627759232,Hidrométrica,41.813,-8.428,PONTE DE SANTAR (03G/01H), PONTE DE SANTAR (03G/01H),03G/01H
489,1627759076,Hidrométrica,40.478,-8.055,PONTE DINHA (11I/07H), PONTE DINHA (11I/07H),11I/07H
490,1627759078,Hidrométrica,40.528,-7.675,PONTE DOBREIRA (10K/06H), PONTE DOBREIRA (10K/06H),10K/06H
491,1627759080,Hidrométrica,41.365,-7.895,PONTE ERMELO (05J/01H), PONTE ERMELO (05J/01H),05J/01H
492,1627759082,Hidrométrica,38.994,-8.458,PONTE ERRA (20G/01H), PONTE ERRA (20G/01H),20G/01H
493,1627759084,Hidrométrica,40.635,-7.82,PONTE FAGILDE (10K/02H), PONTE FAGILDE (10K/02H),10K/02H
494,1627759086,Hidrométrica,40.569,-7.313,PONTE FAIA (10N/01H), PONTE FAIA (10N/01H),10N/01H
495,1627759088,Hidrométrica,41.515,-8.77,PONTE FAO (04E/02H), PONTE FAO (04E/02H),04E/02H
496,1627759090,Hidrométrica,38.815,-7.797,PONTE FARGELA (21K/01H), PONTE FARGELA (21K/01H),21K/01H
497,1627759094,Hidrométrica,40.783,-7.056,PONTE FIGUEIRA (09O/03H), PONTE FIGUEIRA (09O/03H),09O/03H
498,1627759092,Hidrométrica,40.784,-7.056,PONTE FIGUEIRA (R.E.) (09O/02H), PONTE FIGUEIRA (R.E.) (09O/02H),09O/02H
499,1627759096,Hidrométrica,39.27,-8.828,PONTE FREIRIA (18E/01H), PONTE FREIRIA (18E/01H),18E/01H
500,1627759100,Hidrométrica,41.048,-7.748,PONTE GOUVI&Atilde;ES (07K/03H), PONTE GOUVIÃES (07K/03H),07K/03H
501,1627759102,Hidrométrica,41.633,-7.153,PONTE GUIDE (04O/02H), PONTE GUIDE (04O/02H),04O/02H
502,1627759098,Hidrométrica,40.156,-8.113,PONTE G&Oacute;IS (13I/01H), PONTE GÓIS (13I/01H),13I/01H
503,1627759106,Hidrométrica,40.383,-7.71,PONTE JUGAIS (11K/01H), PONTE JUGAIS (11K/01H),11K/01H
504,1627759108,Hidrométrica,40.612,-7.521,PONTE JUNCAIS (10L/01H), PONTE JUNCAIS (10L/01H),10L/01H
505,1627759110,Hidrométrica,41.389,-8.689,PONTE JUNQUEIRA (05E/01H), PONTE JUNQUEIRA (05E/01H),05E/01H
506,1627759112,Hidrométrica,38.757,-9.249,PONTE LIDO (AMADORA) (21B/05H), PONTE LIDO (AMADORA) (21B/05H),21B/05H
507,1627759114,Hidrométrica,41.534,-7.254,PONTE LILELA (04N/02H), PONTE LILELA (04N/02H),04N/02H
508,1627759120,Hidrométrica,38.75,-9.45,PONTE MALVEIRA DA SERRA (21A/01H), PONTE MALVEIRA DA SERRA (21A/01H),21A/01H
509,1627759122,Hidrométrica,41.917,-8.574,PONTE MANTEL&Atilde;ES (02F/01H), PONTE MANTELÃES (02F/01H),02F/01H
510,1627759124,Hidrométrica,40.225,-7.187,PONTE MEIMOA (12N/01H), PONTE MEIMOA (12N/01H),12N/01H
511,1627759126,Hidrométrica,37.172,-8.334,PONTE MESQUITA (30G/08H), PONTE MESQUITA (30G/08H),30G/08H
512,1627759128,Hidrométrica,39.747,-8.826,PONTE MESTRAS (15E/03H), PONTE MESTRAS (15E/03H),15E/03H
513,1627759130,Hidrométrica,40.78,-8.51,PONTE MINHOTEIRA (09F/01H), PONTE MINHOTEIRA (09F/01H),09F/01H
514,1627759132,Hidrométrica,38.712,-9.225,PONTE MIRAFLORES (21B/06H), PONTE MIRAFLORES (21B/06H),21B/06H
515,1627759134,Hidrométrica,40.541,-7.338,PONTE MISERELA (10M/05H), PONTE MISERELA (10M/05H),10M/05H
516,1627759136,Hidrométrica,40.082,-8.637,PONTE MOCATE (13F/04H), PONTE MOCATE (13F/04H),13F/04H
517,1627759138,Hidrométrica,41.236,-8.646,PONTE MOREIRA (06F/02H), PONTE MOREIRA (06F/02H),06F/02H
518,1627759140,Hidrométrica,38.394,-7.376,PONTE MOUR&Atilde;O (23M/01H), PONTE MOURÃO (23M/01H),23M/01H
519,1627759142,Hidrométrica,40.254,-8.201,PONTE MUCELA (12H/03H), PONTE MUCELA (12H/03H),12H/03H
520,1627759144,Hidrométrica,39.106,-8.734,PONTE MUGE (19E/03H), PONTE MUGE (19E/03H),19E/03H
521,1627759146,Hidrométrica,39.86,-7.333,PONTE MUNHECA (14N/02H), PONTE MUNHECA (14N/02H),14N/02H
522,1627759148,Hidrométrica,39.466,-8.527,PONTE NOVA (17F/02H), PONTE NOVA (17F/02H),17F/02H
523,1627759150,Hidrométrica,40.654,-7.384,PONTE NOVA (CELORICO DA BEIRA) (10M/01H), PONTE NOVA (CELORICO DA BEIRA) (10M/01H),10M/01H
524,1627759154,Hidrométrica,39.109,-8.987,PONTE OTA (19D/04H), PONTE OTA (19D/04H),19D/04H
525,1627759156,Hidrométrica,39.432,-7.535,PONTE PANASCO (17L/01H), PONTE PANASCO (17L/01H),17L/01H
526,1627759158,Hidrométrica,41.663,-7.148,PONTE PEDRA (04O/01H), PONTE PEDRA (04O/01H),04O/01H
527,1627759160,Hidrométrica,40.236,-7.491,PONTE PEDRINHA (12M/02H), PONTE PEDRINHA (12M/02H),12M/02H
528,1627759162,Hidrométrica,40.271,-8.274,PONTE PENACOVA (12H/02H), PONTE PENACOVA (12H/02H),12H/02H
529,1627759164,Hidrométrica,37.3108267,-8.78343988,PONTE PEREIRO (30E/04H), PONTE PEREIRO (30E/04H),30E/04H
530,1627759166,Hidrométrica,40.552,-8.495,PONTE PERR&Atilde;ES (10G/04H), PONTE PERRÃES (10G/04H),10G/04H
531,1627759168,Hidrométrica,41.644,-6.578,PONTE PINELO (R.E.) (04R/01H), PONTE PINELO (R.E.) (04R/01H),04R/01H
532,1627759170,Hidrométrica,38.834,-9.16,PONTE PINHAL (21C/01H), PONTE PINHAL (21C/01H),21C/01H
533,1627759172,Hidrométrica,38.737,-9.422,PONTE PIS&Atilde;O (21A/03H), PONTE PISÃO (21A/03H),21A/03H
534,1627759174,Hidrométrica,38.579,-8.492,PONTE POMAR (22G/01H), PONTE POMAR (22G/01H),22G/01H
535,1627759176,Hidrométrica,40.185,-8.396,PONTE PORTELA (12G/05H), PONTE PORTELA (12G/05H),12G/05H
536,1627759178,Hidrométrica,39.708,-8.79,PONTE POUSOS (15E/02H), PONTE POUSOS (15E/02H),15E/02H
537,1627759180,Hidrométrica,40.772,-8.061,PONTE POUVES (09I/03H), PONTE POUVES (09I/03H),09I/03H
538,1627759182,Hidrométrica,41.595,-8.464,PONTE PRADO (04G/02H), PONTE PRADO (04G/02H),04G/02H
539,1627759184,Hidrométrica,39.018,-9.013,PONTE PRECES (19C/04H), PONTE PRECES (19C/04H),19C/04H
540,1627759186,Hidrométrica,40.636,-7.826,PONTE PRIME (10K/05H), PONTE PRIME (10K/05H),10K/05H
541,1627759190,Hidrométrica,40.193,-8.715,PONTE QUINTA DA FOJA (12E/02H), PONTE QUINTA DA FOJA (12E/02H),12E/02H
542,1627759192,Hidrométrica,40.272,-8.524,PONTE QUINTA LOUREIRA (12F/01H), PONTE QUINTA LOUREIRA (12F/01H),12F/01H
543,1627759194,Hidrométrica,37.981,-7.656,PONTE QUINTOS (26L/01H), PONTE QUINTOS (26L/01H),26L/01H
544,1627759196,Hidrométrica,41.868,-6.748,PONTE RABAL (OLEIRINHOS) (02Q/01H), PONTE RABAL (OLEIRINHOS) (02Q/01H),02Q/01H
545,1627759198,Hidrométrica,40.546,-8.378,PONTE REDONDA (10G/05H), PONTE REDONDA (10G/05H),10G/05H
546,1627759202,Hidrométrica,41.397,-6.805,PONTE REMONDES (05Q/04H), PONTE REMONDES (05Q/04H),05Q/04H
547,1627759200,Hidrométrica,41.396,-6.806,PONTE REMONDES (R.E.) (05Q/02H), PONTE REMONDES (R.E.) (05Q/02H),05Q/02H
548,1627759204,Hidrométrica,39.495,-8.609,PONTE RENOVA (16F/01H), PONTE RENOVA (16F/01H),16F/01H
549,1627759206,Hidrométrica,40.592249,-8.523708,PONTE REQUEIXO (C&Eacute;RTIMA E &Aacute;GUEDA) (10F/02H), PONTE REQUEIXO (CÉRTIMA E ÁGUEDA) (10F/02H),10F/02H
550,1627759208,Hidrométrica,38.829,-9.143,PONTE RESINGA (21C/02H), PONTE RESINGA (21C/02H),21C/02H
551,1627759210,Hidrométrica,37.905,-7.826,PONTE RIBEIRA LOUREDO (26K/03H), PONTE RIBEIRA LOUREDO (26K/03H),26K/03H
552,1627759212,Hidrométrica,39.39,-8.66,PONTE RIBEIRA PERNES (17F/03H), PONTE RIBEIRA PERNES (17F/03H),17F/03H
553,1627759214,Hidrométrica,41.684,-8.187,PONTE RIO CALDO (03H/05H), PONTE RIO CALDO (03H/05H),03H/05H
554,1627759218,Hidrométrica,37.124,-8.174,PONTE RODOVI&Aacute;RIA (31H/02H), PONTE RODOVIÁRIA (31H/02H),31H/02H
555,1627759216,Hidrométrica,40.141,-8.518,PONTE R&Oacute;D&Atilde;O (13F/01H), PONTE RÓDÃO (13F/01H),13F/01H
556,1627759220,Hidrométrica,41.204,-7.086,PONTE SABOR (06O/02H), PONTE SABOR (06O/02H),06O/02H
557,1627759222,Hidrométrica,40.206,-8.431,PONTE SANTA CLARA COIMBRA (12G/04H), PONTE SANTA CLARA COIMBRA (12G/04H),12G/04H
558,1627759224,Hidrométrica,40.666,-7.682,PONTE SANTA CLARA D&Atilde;O (10K/01H), PONTE SANTA CLARA DÃO (10K/01H),10K/01H
559,1627759228,Hidrométrica,40.391,-8.13,PONTE SANTA COMBA D&Atilde;O (11I/03H), PONTE SANTA COMBA DÃO (11I/03H),11I/03H
560,1627759226,Hidrométrica,40.391,-8.164,PONTE SANTA COMBA D&Atilde;O (CRIZ) (11I/02H), PONTE SANTA COMBA DÃO (CRIZ) (11I/02H),11I/02H
561,1627759230,Hidrométrica,40.143,-8.711,PONTE SANTA EUL&Aacute;LIA (13E/01H), PONTE SANTA EULÁLIA (13E/01H),13E/01H
562,1627759234,Hidrométrica,39.232,-8.671,PONTE SANTAR&Eacute;M (18E/02H), PONTE SANTARÉM (18E/02H),18E/02H
563,1627759236,Hidrométrica,38.846,-8.721,PONTE SANTO ESTEV&Atilde;O (20E/02H), PONTE SANTO ESTEVÃO (20E/02H),20E/02H
564,1627759238,Hidrométrica,37.933,-8.542,PONTE S&Atilde;O DOMINGOS (26F/02H), PONTE SÃO DOMINGOS (26F/02H),26F/02H
