SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
REDE:,Meteorológica,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
CÓDIGO,NOME,ALTITUDE (M),LATITUDE (ºN),LONGITUDE (ºW),COORD_X (M),COORD_Y (M),ALTITUDE (M),BACIA,DISTRITO,CONCELHO,FREGUESIA,ENTIDADE RESPONSÁVEL (AUTOMÁTICA),ENTIDADE RESPONSÁVEL (CONVENCIONAL),TIPO ESTAÇÃO (AUTOMÁTICA),TIPO ESTAÇÃO (CONVENCIONAL),ENTRADA FUNCIONAMENTO (CONVENCIONAL),ENCERRAMENTO (CONVENCIONAL),ENTRADA FUNCIONAMENTO (AUTOMÁTICA),ENCERRAMENTO (AUTOMÁTICA),TELEMETRIA,ESTADO,ÍNDICE QUALIDADE*
18G/03UC,MARIANOS,48,39.181,-8.476,170407,246011,48,TEJO,SANTARÉM,ALMEIRIM,FAZENDAS DE ALMEIRIM,Autoridade Nacional da Água,CCDR-LVT,Climatológica,Udométrica,29129,-,37123,-,NÃO,ATIVA,-
30E/02UG,MARMELETE,351,37.310859,-8.670524,152355,38449,351,RIBEIRAS DO ALGARVE,FARO,MONCHIQUE,MARMELETE,Autoridade Nacional da Água,CCDR-ALGARVE,Udográfica,Udométrica,21824,-,37042,-,SIM,ATIVA,-
29K/01C,MARTIM LONGO,294,37.438,-7.765,232596,52459,294,GUADIANA,FARO,ALCOUTIM,MARTIM LONGO,Autoridade Nacional da Água,CCDR-ALGARVE,Climatológica,Climatológica,15220,-,36924,-,SIM,ATIVA,-
14M/02UG,MATA,347,39.899054,-7.345825,267329.19,325921.457,347,TEJO,CASTELO BRANCO,CASTELO BRANCO,MATA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29312,-,37300,-,NÃO,ATIVA,-
14E/02UG,MATA DA BIDOEIRA,95,39.854309,-8.759454,146399.897,320845.931,95,LIS/RIBEIRAS COSTEIRAS,LEIRIA,LEIRIA,BIDOEIRA DE CIMA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29129,-,37168,-,NÃO,ATIVA,-
19B/03UG,MAXIAL,71,39.137,-9.18,109508.56,241548.431,71,RIBEIRAS DO OESTE,LISBOA,TORRES VEDRAS,MAXIAL,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,29129,-,37166,-,NÃO,SUSPENSA,-
10N/05UG,MAÇAINHAS,895,40.532953,-7.309177,269810.786,396338.833,895,MONDEGO,GUARDA,GUARDA,MAÇAINHAS,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29465,-,37172,-,NÃO,ATIVA,-
19C/08C,MECA,196,39.089,-9.029,122470,236023,196,TEJO,LISBOA,ALENQUER,MECA,Autoridade Nacional da Água,CCDR-LVT,Climatológica,Climatológica,29129,-,37223,-,NÃO,ATIVA,-
08N/01U,MEDA,671,40.965,-7.251,274223.358,444416.94,671,DOURO,GUARDA,MÊDA,MÊDA,-,CCDR-CENTRO,-,Udométrica,13058,22554,-,-,NÃO,EXTINTA,-
12O/02U,MEIMÃO,866,40.287119,-7.101388,287734.745,369224.964,866,TEJO,CASTELO BRANCO,PENAMACOR,MEIMÃO,-,CCDR-CENTRO,-,Udométrica,29129,35338,-,-,NÃO,EXTINTA,-
01H/04UG,MELGAÇO,210,42.114,-8.251,190215.301,571621.391,210,MINHO,VIANA DO CASTELO,MELGAÇO,VILA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29129,-,37772,42433,NÃO,DESATIVADA,-
30K/01UG,MERCADOR,392,37.278,-7.739,234917,34695,392,GUADIANA,FARO,TAVIRA,CACHOPO,Autoridade Nacional da Água,CCDR-ALGARVE,Udográfica,Udométrica,21824,-,36965,-,SIM,ATIVA,-
19C/07G,MERCEANA,99,39.093,-9.112,115316.058,236579.554,99,TEJO,LISBOA,ALENQUER,ALDEIA GALEGA DA MERCEANA,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udográfica,29129,-,37166,-,NÃO,ATIVA,-
01G/03UG,MERUFE,162,42.018,-8.389,178811.676,561001.26,162,MINHO,VIANA DO CASTELO,MONÇÃO,MERUFE,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29495,-,37772,38469,SIM,ATIVA,-
28L/02UG,MESQUITA,143,37.541641,-7.538643,252534,64092,143,GUADIANA,BEJA,MÉRTOLA,ESPÍRITO SANTO,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,29252,-,36936,42522,NÃO,DESATIVADA,-
10M/03UG,MESQUITELA,437,40.589,-7.486,254796.577,402383.22,437,MONDEGO,GUARDA,CELORICO DA BEIRA,MESQUITELA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29465,-,37160,-,NÃO,ATIVA,-
31F/02UG,MEXILHOEIRA GRANDE,52,37.16333,-8.614996,157194,22049,52,RIBEIRAS DO ALGARVE,FARO,PORTIMÃO,MEXILHOEIRA GRANDE,Autoridade Nacional da Água,CCDR-ALGARVE,Udográfica,Udométrica,29281,-,36964,-,NÃO,ATIVA,-
02H/08G,MEZIO,891,41.88,-8.32,184646.27,545867.66,891,LIMA,VIANA DO CASTELO,ARCOS DE VALDEVEZ,CABANA MAIOR,-,SERVIÇO DE FLORESTAS/INAG,-,Udográfica,22190,27302,-,-,NÃO,EXTINTA,-
08J/02G,MEZIO (PAIVA),611,40.984,-7.89,220463,446097,611,DOURO,VISEU,CASTRO DAIRE,MEZIO,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udográfica,15980,-,37314,-,NÃO,ATIVA,-
20B/06UG,MILHARADO,195,38.95,-9.202,107301,220778,195,TEJO,LISBOA,MAFRA,MILHARADO,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,29495,-,37204,-,NÃO,ATIVA,-
05L/02C,MINAS DE JALES,853,41.463795,-7.589765,245395.418,499530.065,853,DOURO,VILA REAL,VILA POUCA DE AGUIAR,VREIA DE JALES,Autoridade Nacional da Água,CCDR-NORTE,Climatológica,Climatológica,20854,-,37897,-,NÃO,ATIVA,-
27M/02U,MINAS DE SÃO DOMINGOS,137,37.665412,-7.501323,255740.052,77851.001,137,GUADIANA,BEJA,MÉRTOLA,SANTANA DE CAMBAS,-,PARTICULAR/INAG,-,Udométrica,01-10-1882,24989,-,-,NÃO,EXTINTA,-
16E/02G,MINDE,222,39.52,-8.684,152590.548,283700.525,222,TEJO,SANTARÉM,ALCANENA,MINDE,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udográfica,11628,-,37532,-,NÃO,ATIVA,-
10O/03G,MIUZELA,816,40.509,-7.006,295569.742,393970.881,816,DOURO,GUARDA,ALMEIDA,MIUZELA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udográfica,20866,-,37196,-,NÃO,ATIVA,-
05Q/03UG,MOGADOURO,537,41.482,-6.72,318000.911,502388.108,537,DOURO,BRAGANÇA,MACEDO DE CAVALEIROS,TALHAS,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,4781,-,37726,-,NÃO,ATIVA,-
02P/01C,MOIMENTA DA RAIA,837,41.947424,-6.976995,295868.576,553749.345,837,DOURO,BRAGANÇA,VINHAIS,MOIMENTA,Autoridade Nacional da Água,CCDR-NORTE,Climatológica,Climatológica,11689,-,37733,-,NÃO,ATIVA,-
28E/01G,MOINHO DO BREJO REDONDO (FLOR BREJO),52,37.642,-8.764,144354.013,75290.669,52,MIRA,BEJA,ODEMIRA,ODEMIRA (SÃO SALVADOR),-,CCDR-ALENTEJO,-,Udográfica,21094,24745,-,-,NÃO,EXTINTA,-
22F/03C,MOINHOLA,41,38.584088,-8.616445,157884,179748,41,SADO,ÉVORA,VENDAS NOVAS,LANDEIRA,Autoridade Nacional da Água,CCDR-ALENTEJO,Climatológica,Climatológica,12955,-,36922,-,SIM,ATIVA,-
18B/01UG,MOLEDO,138,39.283,-9.256,103105.348,257846.634,138,RIBEIRAS DO OESTE,LISBOA,LOURINHÃ,MOLEDO,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,29129,-,37166,-,NÃO,ATIVA,-
30F/01C,MONCHIQUE,792,37.322777,-8.594556,159096,39736,792,ARADE,FARO,MONCHIQUE,MONCHIQUE,Autoridade Nacional da Água,CCDR-ALGARVE,Climatológica,Climatológica,11723,-,36922,-,SIM,ATIVA,-
06O/04UG,MONCORVO,595,41.165,-7.051,290784.166,466818.314,595,DOURO,BRAGANÇA,TORRE DE MONCORVO,TORRE DE MONCORVO,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,01-10-1877,-,38937,-,NÃO,ATIVA,-
05J/01U,MONDIM DE BASTO,185,41.409899,-7.968101,213799.106,493415.242,185,DOURO,BRAGA,CELORICO DE BASTO,VEADE,-,CCDR-NORTE,-,Udométrica,12131,31320,-,-,NÃO,EXTINTA,-
19M/01UG,MONFORTE,259,39.055,-7.442,259865,232101,259,TEJO,PORTALEGRE,MONFORTE,MONFORTE,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,4019,-,36896,-,SIM,SUSPENSA,-
15N/01UG,MONFORTE DA BEIRA,277,39.744887,-7.293597,271956.18,308844.139,277,TEJO,CASTELO BRANCO,CASTELO BRANCO,MONFORTE DA BEIRA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29129,-,37797,-,NÃO,ATIVA,-
13O/03U,MONSANTO,705,40.03656,-7.114437,286943.808,341389.6,705,TEJO,CASTELO BRANCO,IDANHA-A-NOVA,MONSANTO,-,CCDR-CENTRO,-,Udométrica,30225,35338,-,-,NÃO,EXTINTA,-
23M/01U,MONSARAZ,165,38.432,-7.385,265348.271,163028.347,165,GUADIANA,ÉVORA,REGUENGOS DE MONSARAZ,MONSARAZ,-,CCDR-ALENTEJO,-,Udométrica,11597,15614,-,-,NÃO,EXTINTA,-
16L/01UG,MONTALVÃO,303,39.589,-7.526,252192.573,291381.024,303,TEJO,PORTALEGRE,NISA,MONTALVÃO,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,11628,-,36942,-,SIM,ATIVA,-
03E/05UG,MONTARIA,283,41.791,-8.729,150497.82,535902.309,283,ÂNCORA,VIANA DO CASTELO,VIANA DO CASTELO,MONTARIA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29403,-,37706,-,NÃO,ATIVA,-
12O/03UG,MONTE CAVALEIRO,459,40.194,-7.094,288470.77,358837.103,459,TEJO,CASTELO BRANCO,PENAMACOR,PENAMACOR,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29495,-,37174,-,NÃO,ATIVA,-
29K/05G,MONTE DA BRINJEIRA,256,37.403635,-7.804301,229109,48660,256,GUADIANA,FARO,ALCOUTIM,MARTIM LONGO,Autoridade Nacional da Água,-,Udográfica,-,-,-,37077,-,NÃO,ATIVA,-
22B/01C,MONTE DA CAPARICA,96,38.660921,-9.202774,106897,188713,96,TEJO,SETÚBAL,ALMADA,CAPARICA,Autoridade Nacional da Água,CCDR-LVT,Climatológica,Climatológica,31168,34533,36982,-,SIM,ATIVA,-
24M/01C,MONTE DA PATA ESTRELA,171,38.262644,-7.381891,265743.957,144220.699,171,GUADIANA,BEJA,MOURA,PÓVOA DE SÃO MIGUEL,-,CCDR-ALENTEJO,-,Climatológica,29129,36891,-,-,NÃO,EXTINTA,-
26J/02G,MONTE DA PONTE,123,37.832076,-7.867999,223335.556,96195.158,123,GUADIANA,BEJA,BEJA,TRINDADE,-,CCDR-ALENTEJO,-,Udográfica,21459,35308,-,-,NÃO,EXTINTA,-
25M/03C,MONTE DA TORRE,192,38.063836,-7.489088,256515,122082,192,GUADIANA,BEJA,SERPA,PIAS,Autoridade Nacional da Água,CCDR-ALENTEJO,Climatológica,Climatológica,22555,26572,37092,-,NÃO,ATIVA,-
16K/04U,MONTE DO ARNEIRO,117,39.617934,-7.701377,237071.983,294501.156,117,TEJO,PORTALEGRE,NISA,SANTANA,-,CCDR-ALENTEJO,-,Udométrica,29495,36616,-,-,NÃO,EXTINTA,-
13N/02U,MONTE DO CONDE,415,40.149893,-7.252497,275035.785,353848.557,415,TEJO,CASTELO BRANCO,PENAMACOR,PENAMACOR,-,CCDR-CENTRO,-,Udométrica,29495,32416,-,-,NÃO,EXTINTA,-
24J/01G,MONTE DO OUTEIRO,212,38.315415,-7.901344,220266.927,149837.523,212,SADO,ÉVORA,PORTEL,SÃO BARTOLOMEU DO OUTEIRO,-,CCDR-ALENTEJO,-,Udográfica,21916,25719,-,-,NÃO,EXTINTA,-
29L/03U,MONTE DOS FORTES,165,37.332073,-7.601316,247125.998,40799.395,165,GUADIANA,FARO,CASTRO MARIM,ODELEITE,-,CCDR-ALGARVE,-,Udométrica,29129,36799,-,-,NÃO,EXTINTA,-
27L/01C,MONTE NETA (PULO DO LOBO),113,37.782078,-7.634661,243906.655,90729.415,113,GUADIANA,BEJA,SERPA,SERPA (SANTA MARIA),-,CCDR-ALENTEJO,-,Climatológica,28764,31320,-,-,NÃO,EXTINTA,-
14D/03C,MONTE REAL,9,39.856223,-8.848994,138739,321116,9,LIS/RIBEIRAS COSTEIRAS,LEIRIA,LEIRIA,CARREIRA,Autoridade Nacional da Água,CCDR-CENTRO,Climatológica,Climatológica,16932,-,37225,-,NÃO,ATIVA,-
30I/01U,MONTE RUIVO,269,37.282065,-8.151323,198381.051,35117.434,269,ARADE,FARO,LOULÉ,ALTE,-,CCDR-ALGARVE,-,Udométrica,23651,31320,-,-,NÃO,EXTINTA,-
22H/01UG,MONTEMOR-O-NOVO,229,38.648748,-8.218023,192606.132,186818.022,229,TEJO,ÉVORA,MONTEMOR-O-NOVO,NOSSA SENHORA DO BISPO,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,11628,-,37034,-,NÃO,ATIVA,-
15K/01U,MONTES DA SENHORA,290,39.765434,-7.818049,226996.134,310836.588,290,TEJO,CASTELO BRANCO,PROENÇA-A-NOVA,MONTES DA SENHORA,-,EDP,-,Udométrica,18537,36525,-,-,NÃO,EXTINTA,-
23F/01UG,MONTEVIL,24,38.396,-8.621,157369.373,158866.622,24,SADO,SETÚBAL,ALCÁCER DO SAL,ALCÁCER DO SAL (SANTA MARIA DO CASTELO),Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,16346,-,36916,-,SIM,ATIVA,-
02Q/01UG,MONTEZINHO,1159,41.932,-6.785,311834.928,552285.358,1159,DOURO,BRAGANÇA,BRAGANÇA,FRANÇA,Autoridade Nacional da Água,SERVIÇO DE FLORESTAS/INAG,Udográfica,Udométrica,11689,31320,38938,-,NÃO,ATIVA,-
22L/03UG,MONTOITO,236,38.512,-7.597,246790.127,171749.123,236,GUADIANA,ÉVORA,REDONDO,MONTOITO,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,29342,-,37721,-,NÃO,ATIVA,-
05Q/01UG,MORAIS,626,41.492,-6.778,313137,503436,626,DOURO,BRAGANÇA,MACEDO DE CAVALEIROS,MORAIS,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,11689,-,37725,-,NÃO,ATIVA,-
03F/04UG,MOREIRA DO LIMA,44,41.787,-8.63,158692.059,535387.5,44,LIMA,VIANA DO CASTELO,PONTE DE LIMA,MOREIRA DO LIMA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29403,-,37768,-,NÃO,ATIVA,-
05I/04G,MOREIRA DO REI,505,41.482,-8.116,201464,501361,505,AVE,BRAGA,FAFE,MOREIRA DO REI,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udográfica,29373,-,37769,-,NÃO,ATIVA,-
08I/01UG,MOSTEIRO DE CABRIL,389,40.947,-8.1,202786.782,442037.304,389,DOURO,VISEU,CASTRO DAIRE,CABRIL,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,15980,-,37193,-,SIM,ATIVA,-
25M/04U,MOURA (DHG),184,38.14,-7.45,259876.015,130513.92,184,GUADIANA,BEJA,MOURA,MOURA (SANTO AGOSTINHO),-,CCDR-ALENTEJO,-,Udométrica,11720,15127,-,-,NÃO,EXTINTA,-
10M/02UG,MOURILHE,548,40.594619,-7.366679,264879.213,403142.915,548,MONDEGO,GUARDA,CELORICO DA BEIRA,VALE DE AZARES,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29465,-,37172,-,NÃO,SUSPENSA,-
16I/03UG,MOURISCAS,142,39.494,-8.096,203182.967,280626.466,142,TEJO,SANTARÉM,ABRANTES,MOURISCAS,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,29129,-,37188,-,NÃO,ATIVA,-
19E/01UG,MUGE,14,39.104,-8.711,149977,237501,14,TEJO,SANTARÉM,SALVATERRA DE MAGOS,MUGE,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,11628,-,36999,-,NÃO,ATIVA,-
20M/04G,MURES ASSECA (TERRUGEM),313,38.855,-7.351,267913,209965,313,GUADIANA,PORTALEGRE,ELVAS,TERRUGEM,Autoridade Nacional da Água,-,Udográfica,-,-,-,37135,-,NÃO,ATIVA,-
05M/03U,MURÇA,475,41.398796,-7.451428,257009.397,492392.682,475,DOURO,VILA REAL,MURÇA,MURÇA,-,IVP-INAG,-,Udométrica,4781,22554,-,-,NÃO,EXTINTA,-
28L/01UG,MÉRTOLA,29,37.637076,-7.66188,241589.596,74622.821,29,GUADIANA,BEJA,MÉRTOLA,MÉRTOLA,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,11567,-,39506,-,NÃO,ATIVA,-
16L/03UG,NISA,294,39.516,-7.669,239942,283185,294,TEJO,PORTALEGRE,NISA,NOSSA SENHORA DA GRAÇA,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,11628,-,36944,-,NÃO,SUSPENSA,-
03E/02UG,NOGUEIRA,51,41.739,-8.735,149949.532,530136.255,51,LIMA,VIANA DO CASTELO,VIANA DO CASTELO,NOGUEIRA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,22190,-,37705,-,SIM,ATIVA,-
28F/01UG,ODEMIRA,49,37.593934,-8.641906,155059.8569,69846.8277,49,MIRA,BEJA,ODEMIRA,ODEMIRA (SÃO SALVADOR),Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,11628,-,36956,40183,NÃO,DESATIVADA,-
24I/02G,ODIVELAS,91,38.149,-8.151,198399.158,131311.611,91,SADO,BEJA,FERREIRA DO ALENTEJO,ODIVELAS,-,CCDR-ALENTEJO,-,Udográfica,12328,27302,-,-,NÃO,EXTINTA,-
14J/01UG,OLEIROS,496,39.918,-7.917,218505.191,327775.01,496,TEJO,CASTELO BRANCO,OLEIROS,OLEIROS,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,11628,-,38069,-,NÃO,ATIVA,-
19C/13C,OLHALVO,108,39.094,-9.064,119450.617,236628.655,108,TEJO,LISBOA,ALENQUER,OLHALVO,-,CCDR-LVT,-,Climatológica,32782,37529,-,-,NÃO,EXTINTA,-
31J/05U,OLHÃO,3,37.0154,-7.834646,226557.516,5563.694,3,RIBEIRAS DO ALGARVE,FARO,OLHÃO,OLHÃO,-,CCDR-ALGARVE,-,Udométrica,29129,31320,-,-,NÃO,EXTINTA,-
10G/01UG,OLIVEIRA DO BAIRRO,65,40.52,-8.499,169024.802,394595.425,65,VOUGA/RIBEIRAS COSTEIRAS,AVEIRO,OLIVEIRA DO BAIRRO,OLIVEIRA DO BAIRRO,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,11567,-,38363,-,SIM,ATIVA,-
11J/02C,OLIVEIRA DO HOSPITAL,468,40.36,-7.866,222656.289,376798.475,468,MONDEGO,COIMBRA,OLIVEIRA DO HOSPITAL,OLIVEIRA DO HOSPITAL,Autoridade Nacional da Água,CCDR-CENTRO,Climatológica,Climatológica,11567,-,37281,-,SIM,ATIVA,-
19B/05C,ORJARIÇA,150,39.06,-9.237,104492,233056,150,RIBEIRAS DO OESTE,LISBOA,TORRES VEDRAS,TORRES VEDRAS (SANTA MARIA DO CASTELO E SÃO MIGUEL),Autoridade Nacional da Água,CCDR-LVT,Climatológica,Climatológica,29129,-,37223,-,NÃO,ATIVA,-
19D/02UG,OTA,39,39.111,-8.989,125981,238512,39,TEJO,LISBOA,ALENQUER,OTA,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,29221,-,37204,42034,NÃO,DESATIVADA,-
03J/02UG,OUTEIRO,845,41.79,-7.944,215690,535586,845,CÁVADO/RIBEIRAS COSTEIRAS,VILA REAL,MONTALEGRE,OUTEIRO,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,12571,-,37756,-,NÃO,ATIVA,-
30H/05UG,PADERNE,55,37.167,-8.209,193285,22374,55,RIBEIRAS DO ALGARVE,FARO,ALBUFEIRA,PADERNE,Autoridade Nacional da Água,CCDR-ALGARVE,Udográfica,Udométrica,21094,-,37076,-,NÃO,ATIVA,-
04M/01UG,PADRELA,450,41.735,-7.5,252699,529719,450,DOURO,VILA REAL,CHAVES,VALE DE ANTA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,11689,-,37732,-,NÃO,ATIVA,-
05M/02U,PALHEIROS,454,41.415464,-7.401427,261175.182,494277.918,454,DOURO,VILA REAL,MURÇA,PALHEIROS,-,IVP-INAG,-,Udométrica,15707,22554,-,-,NÃO,EXTINTA,-
04E/03UG,PALME,99,41.589,-8.713,151663.248,513463.249,99,NEIVA,BRAGA,BARCELOS,PALME,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29403,-,37767,-,NÃO,ATIVA,-
13J/03UG,PAMPILHOSA DA SERRA,426,40.044,-7.948,215768.682,341741.036,426,TEJO,COIMBRA,PAMPILHOSA DA SERRA,PAMPILHOSA DA SERRA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,17888,-,38069,-,NÃO,SUSPENSA,-
27H/01CG,PANÓIAS,164,37.757,-8.306,184805.254,87851.246,164,SADO,BEJA,OURIQUE,PANÓIAS,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Climatológica,12332,-,36929,-,SIM,ATIVA,-
05F/02UG,PARADA,59,41.361,-8.633,158141.604,488123.443,59,AVE,PORTO,VILA DO CONDE,PARADA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29129,-,37707,-,NÃO,ATIVA,-
01G/02UG,PARADA (MONÇÃO),246,42.022,-8.462,172738.965,561392.218,246,MINHO,VIANA DO CASTELO,MONÇÃO,PARADA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29495,-,37773,-,NÃO,ATIVA,-
05J/04G,PARADANÇA,414,41.37056,-7.934167,216646.46,489051.58,414,DOURO,VILA REAL,MONDIM DE BASTO,ERMELO,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udográfica,32540,-,38847,-,NÃO,ATIVA,-
03J/03UG,PARADELA DO RIO,834,41.76,-7.945,215687.954,532293.061,834,CÁVADO/RIBEIRAS COSTEIRAS,VILA REAL,MONTALEGRE,PARADELA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,15653,-,37700,-,NÃO,SUSPENSA,-
07L/14UG,PARADINHA,569,41.01,-7.605,244440,449124,569,DOURO,VISEU,MOIMENTA DA BEIRA,PARADINHA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,30225,-,37315,-,NÃO,ATIVA,-
11K/03UG,PARANHOS DA BEIRA,402,40.476,-7.788,229236.305,389745.916,402,MONDEGO,GUARDA,SEIA,PARANHOS,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29465,-,38118,44252,NÃO,DESATIVADA,-
05N/03U,PASSOS,493,41.465467,-7.268094,272267.324,499934.113,493,DOURO,BRAGANÇA,MIRANDELA,PASSOS,-,CCDR-NORTE,-,Udométrica,29495,36799,-,-,NÃO,EXTINTA,-
16D/03UG,PATAIAS (GARE),124,39.676,-8.998,125770.489,301199.962,124,RIBEIRAS DO OESTE,LEIRIA,ALCOBAÇA,PATAIAS,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,29495,-,37166,-,NÃO,ATIVA,-
20I/01G,PAVIA,189,38.896476,-8.013639,210363,214322,189,TEJO,ÉVORA,MORA,PAVIA,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udográfica,4019,-,36900,-,SIM,ATIVA,-
03I/06UG,PEDRA BELA,714,41.71,-8.135,199863.751,526722.179,714,CÁVADO/RIBEIRAS COSTEIRAS,BRAGA,TERRAS DE BOURO,VILAR DA VEIGA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,17076,-,37713,-,NÃO,ATIVA,-
16F/04C,PEDROGÃO,116,39.52,-8.591,160616,283591,116,TEJO,SANTARÉM,TORRES NOVAS,PEDRÓGÃO,Autoridade Nacional da Água,CCDR-LVT,Climatológica,Climatológica,29129,-,37222,-,NÃO,ATIVA,-
25L/01UG,PEDROGÃO DO ALENTEJO,128,38.117,-7.647,242611.451,127877.361,128,GUADIANA,BEJA,VIDIGUEIRA,PEDRÓGÃO,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,15128,-,37083,-,NÃO,ATIVA,-
14I/01UG,PEDROGÃO GRANDE,369,39.91,-8.143,199149.396,326827.199,369,TEJO,LEIRIA,PEDRÓGÃO GRANDE,PEDRÓGÃO GRANDE,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,17883,-,38068,-,NÃO,ATIVA,-
11O/01G,PEGA,770,40.432,-7.143,284023,385325,770,DOURO,GUARDA,GUARDA,PEGA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udográfica,22076,-,37147,-,SIM,ATIVA,-
12H/01U,PENACOVA,192,40.265,-8.301,185684.967,366321.097,192,MONDEGO,COIMBRA,PENACOVA,LORVÃO,-,CCDR-CENTRO,-,Udométrica,9812,29798,-,-,NÃO,EXTINTA,-
06H/01UG,PENAFIEL,175,41.212,-8.298,186148,471437,175,DOURO,PORTO,PENAFIEL,SANTIAGO DE SUBARRIFANA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,4781,-,37770,-,SIM,ATIVA,-
10K/02UG,PENALVA DO CASTELO,420,40.677,-7.716,235278.472,412074.794,420,MONDEGO,VISEU,PENALVA DO CASTELO,ÍNSUA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29465,-,37491,43935,NÃO,DESATIVADA,-
12O/01UG,PENAMACOR,463,40.162,-7.161,282807.855,355317.808,463,TEJO,CASTELO BRANCO,PENAMACOR,PENAMACOR,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,3927,-,37174,-,NÃO,ATIVA,-
08J/05UG,PENDILHE,737,40.909,-7.84,224724.576,437771.34,737,DOURO,VISEU,VILA NOVA DE PAIVA,PENDILHE,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,16211,-,37377,-,NÃO,ATIVA,-
02H/03UG,PENEDA,697,41.974,-8.22,192841.683,556036.635,697,LIMA,VIANA DO CASTELO,ARCOS DE VALDEVEZ,GAVIEIRA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,17107,-,37773,-,NÃO,ATIVA,-
