SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
REDE:,Meteorológica,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
CÓDIGO,NOME,ALTITUDE (M),LATITUDE (ºN),LONGITUDE (ºW),COORD_X (M),COORD_Y (M),ALTITUDE (M),BACIA,DISTRITO,CONCELHO,FREGUESIA,ENTIDADE RESPONSÁVEL (AUTOMÁTICA),ENTIDADE RESPONSÁVEL (CONVENCIONAL),TIPO ESTAÇÃO (AUTOMÁTICA),TIPO ESTAÇÃO (CONVENCIONAL),ENTRADA FUNCIONAMENTO (CONVENCIONAL),ENCERRAMENTO (CONVENCIONAL),ENTRADA FUNCIONAMENTO (AUTOMÁTICA),ENCERRAMENTO (AUTOMÁTICA),TELEMETRIA,ESTADO,ÍNDICE QUALIDADE*
04F/01C,BARCELOS,36,41.526,-8.624,159004,506433,36,CÁVADO/RIBEIRAS COSTEIRAS,BRAGA,BARCELOS,BARCELINHOS,Autoridade Nacional da Água,CCDR-NORTE,Climatológica,Climatológica,11689,-,37679,-,SIM,ATIVA,-
07L/05U,BARCOS,630,41.12129,-7.598921,244864.01,461486.268,630,DOURO,VISEU,TABUAÇO,BARCOS,-,CCDR-NORTE,-,Udométrica,30225,37164,-,-,NÃO,EXTINTA,-
07J/02U,BARQUEIROS,134,41.132,-7.901,219455.963,462577.535,134,DOURO,VILA REAL,MESÃO FRIO,BARQUEIROS,-,CCDR-NORTE,-,Udométrica,15615,22554,-,-,NÃO,EXTINTA,-
03K/06UG,BARRACÃO,801,41.763,-7.71,235206.758,532671.196,801,DOURO,VILA REAL,MONTALEGRE,CERVOS,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,16562,-,37700,-,NÃO,ATIVA,-
14N/01C,BARRAGEM CABEÇO MONTEIRO,282,39.943,-7.199,279821.567,330915.754,282,TEJO,CASTELO BRANCO,IDANHA-A-NOVA,IDANHA-A-NOVA,-,CCDR-CENTRO,-,Climatológica,12398,32416,-,-,NÃO,EXTINTA,-
14H/02C,BARRAGEM DA BOUÇÃ (R.E.),191,39.853762,-8.225002,192136.134,320600.852,191,TEJO,CASTELO BRANCO,SERTÃ,CASTELO,EDP,EDP,Climatológica,Climatológica,20729,-,38991,-,NÃO,ATIVA,-
30E/03C,BARRAGEM DA BRAVURA,64,37.197,-8.699,149794.659,25802.323,64,RIBEIRAS DO ALGARVE,FARO,LAGOS,BENSAFRIM,Autoridade Nacional da Água,CCDR-ALGARVE,Climatológica,Climatológica,12328,37164,42178,-,NÃO,ATIVA,-
16K/02U,BARRAGEM DA PRACANA,262,39.565431,-7.834711,225642.02,288625.508,262,TEJO,SANTARÉM,MAÇÃO,ENVENDOS,-,CCDR-CENTRO,-,Udométrica,18537,30529,-,-,NÃO,EXTINTA,-
26F/02C,BARRAGEM DE CAMPILHAS,108,37.841,-8.622,156988,97220,108,SADO,SETÚBAL,SANTIAGO DO CACÉM,CERCAL,Autoridade Nacional da Água,CCDR-ALENTEJO,Climatológica,Climatológica,19268,-,36955,-,NÃO,ATIVA,-
08G/01C,BARRAGEM DE CASTELO BURGÃES,306,40.853,-8.379,179250,431546,306,VOUGA/RIBEIRAS COSTEIRAS,AVEIRO,VALE DE CAMBRA,MACIEIRA DE CAMBRA,Autoridade Nacional da Água,CCDR-NORTE,Climatológica,Climatológica,13881,-,38117,-,SIM,ATIVA,-
16H/01C,BARRAGEM DE CASTELO DO BODE (R.E.),153,39.54,-8.32,183910.019,285731.193,153,TEJO,SANTARÉM,ABRANTES,MARTINCHEL,EDP,EDP,Climatológica,Climatológica,19223,-,38169,-,NÃO,ATIVA,-
04I/01CG,BARRAGEM DE GUILHOFREI,374,41.573,-8.122,200952.521,511542.834,374,AVE,BRAGA,VIEIRA DO MINHO,GUILHOFREI,Autoridade Nacional da Água,EDP/CDDR-Norte,Udográfica,Climatológica,14246,-,39129,-,NÃO,ATIVA,-
20E/01C,BARRAGEM DE MAGOS,43,38.99,-8.694,151370,224830,43,TEJO,SANTARÉM,SALVATERRA DE MAGOS,FOROS DE SALVATERRA,Autoridade Nacional da Água,CCDR-LVT,Climatológica,Climatológica,13789,-,36922,-,SIM,ATIVA,-
12O/04C,BARRAGEM DE MEIMOA,570,40.262,-7.146,283953,366371,570,TEJO,CASTELO BRANCO,PENAMACOR,MEIMOA,Autoridade Nacional da Água,CCDR-CENTRO,Climatológica,Climatológica,31686,-,37222,-,NÃO,ATIVA,-
28G/01C,BARRAGEM DE MIRA,62,37.510119,-8.443277,172573.342,60473.593,62,MIRA,BEJA,ODEMIRA,SANTA CLARA-A-VELHA,Autoridade Nacional da Água,CCDR-ALENTEJO,Climatológica,Climatológica,24016,37072,42156,-,NÃO,ATIVA,-
19H/02C,BARRAGEM DE MONTARGIL,95,39.051,-8.173,196589,231520,95,TEJO,PORTALEGRE,PONTE DE SOR,MONTARGIL,Autoridade Nacional da Água,CCDR-ALENTEJO,Climatológica,Climatológica,21194,-,36941,-,NÃO,ATIVA,-
19H/03U,BARRAGEM DE MONTARGIL (ANTIGA),96,39.048,-8.173,196542.609,231190.473,96,TEJO,PORTALEGRE,PONTE DE SOR,MONTARGIL,-,CCDR-ALENTEJO,-,Udométrica,11634,23146,-,-,NÃO,EXTINTA,-
24I/03C,BARRAGEM DE ODIVELAS,115,38.183,-8.112,201815,135142,115,SADO,BEJA,FERREIRA DO ALENTEJO,ODIVELAS,Autoridade Nacional da Água,CCDR-ALENTEJO,Climatológica,Climatológica,26734,-,36956,-,NÃO,ATIVA,-
23G/01C,BARRAGEM DE PEGO DO ALTAR,48,38.419575,-8.395242,177105.701,161407.514,48,SADO,SETÚBAL,ALCÁCER DO SAL,SANTA SUSANA,Autoridade Nacional da Água,CCDR-ALENTEJO,Climatológica,Climatológica,12328,36891,42151,-,NÃO,ATIVA,-
24H/02C,BARRAGEM DE VALE DO GAIO,39,38.247,-8.294,185957,142184,39,SADO,SETÚBAL,ALCÁCER DO SAL,TORRÃO,Autoridade Nacional da Água,CCDR-ALENTEJO,Climatológica,Climatológica,14154,-,36925,-,NÃO,ATIVA,-
08L/02G,BARRAGEM DE VILAR TABUAÇO (R.E.),568,40.986289,-7.538915,250005.271,446526.059,568,DOURO,VISEU,MOIMENTA DA BEIRA,VILAR,EDP,EDP,Udográfica,Udográfica,17777,-,-,-,NÃO,ATIVA,-
17C/08C,BARRAGEM DE ÓBIDOS (DGADR),46,39.357,-9.156,111825.9,265997.3,46,RIBEIRAS DO OESTE,LEIRIA,ÓBIDOS,ÓBIDOS (SÃO PEDRO),DIRECÇÃO GERAL DA AGRICULTURA E DESENVOLVIMENTO RURAL (DGADR),-,Climatológica,-,-,-,38412,40842,NÃO,DESATIVADA,-
30G/03C,BARRAGEM DO ARADE,58,37.238,-8.375,178567,30254,58,ARADE,FARO,SILVES,SILVES,Autoridade Nacional da Água,CCDR-ALGARVE,Climatológica,Climatológica,18172,-,36964,-,NÃO,ATIVA,-
30M/06G,BARRAGEM DO BELICHE,71,37.267835,-7.513668,254940.453,33717.075,71,GUADIANA,FARO,CASTRO MARIM,CASTRO MARIM,Autoridade Nacional da Água,-,Udográfica,-,-,-,36936,-,NÃO,ATIVA,-
14I/02C,BARRAGEM DO CABRIL (R.E.),387,39.908487,-8.133891,199933.219,326672.942,387,TEJO,CASTELO BRANCO,SERTÃ,PEDRÓGÃO PEQUENO,EDP,EDP,Climatológica,Climatológica,19450,-,37834,-,NÃO,ATIVA,-
19O/02C,BARRAGEM DO CAIA,217,39.001,-7.139,286079.649,226417.513,217,GUADIANA,PORTALEGRE,CAMPO MAIOR,SÃO JOÃO BAPTISTA,Autoridade Nacional da Água,CCDR-ALENTEJO,Climatológica,Climatológica,23389,37103,42178,-,NÃO,ATIVA,-
12L/01U,BARRAGEM DO COVÃO DE FERRO,1526,40.30989,-7.59584,245672.614,371381.707,1526,TEJO,CASTELO BRANCO,COVILHÃ,UNHAIS DA SERRA,-,CCDR-CENTRO,-,Udométrica,22190,29859,-,-,NÃO,EXTINTA,-
21J/03C,BARRAGEM DO DIVOR,260,38.698,-7.92,218516.375,192325.15,260,TEJO,ÉVORA,ARRAIOLOS,IGREJINHA,Autoridade Nacional da Água,CCDR-ALENTEJO,Climatológica,Climatológica,23285,-,36952,-,NÃO,ATIVA,-
19J/04C,BARRAGEM DO MARANHÃO,134,39.006811,-7.973864,213792.427,226576.115,134,TEJO,PORTALEGRE,AVIS,MARANHÃO,Autoridade Nacional da Água,CCDR-ALENTEJO,Climatológica,Climatológica,20486,36799,42179,-,NÃO,ATIVA,-
05S/02G,BARRAGEM DO PICOTE,433,41.387426,-6.375301,347030.803,492395.644,433,DOURO,BRAGANÇA,MIRANDA DO DOURO,GENÍSIO,-,EDP,-,Udográfica,22190,33877,-,-,NÃO,EXTINTA,-
26I/02C,BARRAGEM DO ROXO,127,37.934296,-8.083004,204402.019,107509.449,127,SADO,BEJA,ALJUSTREL,ERVIDEL,Autoridade Nacional da Água,CCDR-ALENTEJO,Climatológica,Climatológica,21376,36891,42152,-,NÃO,ATIVA,-
27H/02C,BARRAGEM MONTE DA ROCHA,133,37.725557,-8.288338,186312,84351,133,SADO,BEJA,OURIQUE,PANÓIAS,Autoridade Nacional da Água,CCDR-ALENTEJO,Climatológica,Climatológica,29231,-,36956,42261,NÃO,DESATIVADA,-
21A/10G,BARRAGEM RIO DA MULA,155,38.763,-9.422,87937.51,200259.937,155,RIBEIRAS DO OESTE,LISBOA,CASCAIS,ALCABIDECHE,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udográfica,32782,-,38211,42480,NÃO,DESATIVADA,-
30J/01UG,BARRANCO DO VELHO,457,37.263084,-7.961169,592190.5,4124648.47,457,GUADIANA,FARO,LOULÉ,SALIR,Autoridade Nacional da Água,CCDR-ALGARVE,Udográfica,Udométrica,12693,-,37079,-,SIM,ATIVA,-
25P/01UG,BARRANCOS,265,38.132092,-7.001327,299228.479,130067.166,265,GUADIANA,BEJA,BARRANCOS,BARRANCOS,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,11567,-,36935,37746,NÃO,DESATIVADA,-
04E/01UG,BARROSELAS,48,41.641,-8.68,154456.254,519245.566,48,NEIVA,VIANA DO CASTELO,VIANA DO CASTELO,BARROSELAS,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29129,-,37705,-,NÃO,ATIVA,-
16E/06C,BATALHA,123,39.661,-8.827,140471.865,299400.244,123,LIS/RIBEIRAS COSTEIRAS,LEIRIA,BATALHA,BATALHA,Autoridade Nacional da Água,CCDR-CENTRO,Climatológica,Climatológica,29495,-,37224,-,NÃO,ATIVA,-
15H/03U,BECO,289,39.768,-8.296,186080.962,311079.039,289,TEJO,SANTARÉM,FERREIRA DO ZÊZERE,BECO,-,CCDR-LVT,-,Udométrica,29129,37529,-,-,NÃO,EXTINTA,-
17M/03UG,BEIRÃ,375,39.446,-7.371,265570.778,275629.405,375,TEJO,PORTALEGRE,MARVÃO,BEIRÃ,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,29495,-,37073,-,NÃO,ATIVA,-
21B/09U,BELAS,172,38.782067,-9.259429,102128.584,202218.285,172,TEJO,LISBOA,SINTRA,BELAS,-,CCDR-LVT,-,Udométrica,29129,30589,-,-,NÃO,EXTINTA,-
02H/02U,BELEIRAL,659,41.949,-8.251,190190.105,553262.89,659,LIMA,VIANA DO CASTELO,ARCOS DE VALDEVEZ,GAVIEIRA,-,CCDR-NORTE,-,Udométrica,11963,17440,-,-,NÃO,EXTINTA,-
17I/02UG,BEMPOSTA,96,39.349,-8.141,199334.605,264527.071,96,TEJO,SANTARÉM,ABRANTES,BEMPOSTA,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,29177,-,36945,-,NÃO,ATIVA,-
20E/03U,BENAVENTE,14,38.977909,-8.813596,141031.512,223576.728,14,TEJO,SANTARÉM,BENAVENTE,BENAVENTE,-,CCDR-LVT,-,Udométrica,29129,31320,-,-,NÃO,EXTINTA,-
11N/02UG,BENDADA,516,40.371563,-7.250838,274932.579,378464.785,516,TEJO,GUARDA,SABUGAL,BENDADA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29373,-,37194,-,NÃO,ATIVA,-
15L/01U,BENQUERENÇAS,345,39.790994,-7.58638,246829.771,313769.748,345,TEJO,CASTELO BRANCO,CASTELO BRANCO,BENQUERENÇAS,-,CCDR-CENTRO,-,Udométrica,29129,31320,-,-,NÃO,EXTINTA,-
31E/02UG,BENSAFRIM,38,37.154,-8.739,146158,21058,38,RIBEIRAS DO ALGARVE,FARO,LAGOS,BENSAFRIM,Autoridade Nacional da Água,CCDR-ALGARVE,Udográfica,Udométrica,29129,-,36963,-,NÃO,ATIVA,-
03G/05UG,BOALHOSA,567,41.734,-8.477,171368.647,529401.674,567,LIMA,VIANA DO CASTELO,PONTE DE LIMA,BOALHOSA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29403,-,37768,-,NÃO,ATIVA,-
16F/03U,BOLEIROS,316,39.587,-8.647,155857.447,291083.437,316,TEJO,SANTARÉM,OURÉM,FÁTIMA,-,CCDR-LVT,-,Udométrica,29129,37529,-,-,NÃO,EXTINTA,-
12F/03UG,BOLETA (CARAPINHEIRA),25,40.203,-8.646,156368.934,359554.83,25,MONDEGO,COIMBRA,MONTEMOR-O-VELHO,CARAPINHEIRA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29921,-,38357,-,NÃO,ATIVA,-
05O/01UG,BORNES,760,41.456,-7.004,294373.371,499170.817,760,DOURO,BRAGANÇA,MACEDO DE CAVALEIROS,BORNES,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,20864,-,37896,-,NÃO,ATIVA,-
03L/03G,BOTICAS,501,41.686297,-7.665329,238948.942,524205.77,501,DOURO,VILA REAL,BOTICAS,BOTICAS,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udográfica,11628,-,38798,-,NÃO,ATIVA,-
03I/02U,BOUÇA DA MÓ,551,41.782,-8.168,197092.679,534744.549,551,CÁVADO/RIBEIRAS COSTEIRAS,BRAGA,TERRAS DE BOURO,CAMPO DO GERÊS,-,CCDR-NORTE,-,Udométrica,17807,36312,-,-,NÃO,EXTINTA,-
09G/03UG,BOUÇÃ (PESSEGUEIRO DO VOUGA),152,40.693215,-8.373362,179693.922,413838.379,152,VOUGA/RIBEIRAS COSTEIRAS,AVEIRO,SEVER DO VOUGA,PARADELA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,28090,-,38357,-,SIM,ATIVA,-
02H/01UG,BOUÇÃ DOS HOMENS,1044,41.997,-8.257,189737.204,558663.046,1044,LIMA,VIANA DO CASTELO,ARCOS DE VALDEVEZ,GAVIEIRA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,22190,-,37773,-,SIM,ATIVA,-
04I/02UG,BRANCELHE,379,41.635,-8.134,199887,518391,379,AVE,BRAGA,VIEIRA DO MINHO,CANTELÃES,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,11658,-,37712,-,NÃO,ATIVA,-
02H/07UG,BRITELO,134,41.838,-8.29,186942.977,540926.486,134,LIMA,VIANA DO CASTELO,PONTE DA BARCA,BRITELO,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,11689,-,37772,-,NÃO,ATIVA,-
20I/02UG,BROTAS,110,38.872,-8.16,197626,211645,110,TEJO,ÉVORA,MORA,BROTAS,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,29160,-,37215,-,SIM,ATIVA,-
09K/03UG,BRUFE (BARREIROS),617,40.753226,-7.781412,229701.895,420533.589,617,VOUGA/RIBEIRAS COSTEIRAS,VISEU,VISEU,BARREIROS,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29465,-,37139,37852,NÃO,DESATIVADA,-
07G/01G,BUSTELO (SERRA DE PIAS),128,41.152,-8.451,173296,464766,128,DOURO,PORTO,PAREDES,RECAREI,Autoridade Nacional da Água,-,Udográfica,-,-,-,38791,-,NÃO,DESATIVADA,-
02G/12UG,CABANA MAIOR,436,41.865,-8.351,181829.772,544485.826,436,LIMA,VIANA DO CASTELO,ARCOS DE VALDEVEZ,CABANA MAIOR,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29403,-,37773,43747,NÃO,DESATIVADA,-
02G/10U,CABANA MAIOR (extinta),484,41.865,-8.351,181874.719,544022.901,484,LIMA,VIANA DO CASTELO,ARCOS DE VALDEVEZ,CABANA MAIOR,-,CCDR-NORTE,-,Udométrica,11689,22235,-,-,NÃO,EXTINTA,-
19C/02U,CABANAS DE TORRES,143,39.151796,-9.06277,119636.722,243072.935,143,TEJO,LISBOA,ALENQUER,CABANAS DE TORRES,-,CCDR-LVT,-,Udométrica,29129,30589,-,-,NÃO,EXTINTA,-
04J/06UG,CABECEIRAS DE BASTO,263,41.512678,-7.979216,212849.625,504828.579,263,DOURO,BRAGA,CABECEIRAS DE BASTO,REFOJOS DE BASTO,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,4750,-,39126,-,NÃO,ATIVA,-
19L/01UG,CABEÇO DE VIDE,271,39.129874,-7.587472,247179.496,240367.563,271,TEJO,PORTALEGRE,FRONTEIRA,CABEÇO DE VIDE,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,11628,-,36943,-,NÃO,ATIVA,-
14N/04C,CABEÇO MONTEIRO,292,39.935446,-7.194712,280210.194,330086.954,292,TEJO,CASTELO BRANCO,IDANHA-A-NOVA,IDANHA-A-NOVA,-,CCDR-CENTRO,-,Climatológica,32155,33877,-,-,NÃO,EXTINTA,-
02G/05UG,CABREIRO,221,41.929,-8.418,176363.093,551135.486,221,LIMA,VIANA DO CASTELO,ARCOS DE VALDEVEZ,SÁ,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,22190,-,37772,-,NÃO,ATIVA,-
21B/10G,CACÉM,173,38.778,-9.302,98416,201764,173,TEJO,LISBOA,SINTRA,CACÉM,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udográfica,29129,-,37272,-,NÃO,ATIVA,-
13I/02UG,CADAFAZ,592,40.133769,-8.054452,206704.187,351690.24,592,MONDEGO,COIMBRA,GÓIS,CADAFAZ,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29495,-,37161,-,NÃO,ATIVA,-
20O/02UG,CAIA (MONTE CALDEIRA),201,38.887337,-7.089808,290521,213817,201,GUADIANA,PORTALEGRE,ELVAS,CAIA E SÃO PEDRO,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,29153,-,37077,-,NÃO,ATIVA,-
11J/01UG,CALDAS DE FELGUEIRAS,256,40.484054,-7.857516,223368.165,390619.802,256,MONDEGO,COIMBRA,OLIVEIRA DO HOSPITAL,SEIXO DA BEIRA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,11567,-,37160,-,NÃO,ATIVA,-
09J/03UG,CALDE,505,40.77744,-7.915697,218355,423186,505,VOUGA/RIBEIRAS COSTEIRAS,VISEU,VISEU,CALDE,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29465,-,37158,-,SIM,ATIVA,-
03G/04UG,CALDELAS,93,41.66684,-8.382005,179274.185,521969.742,93,CÁVADO/RIBEIRAS COSTEIRAS,BRAGA,AMARES,CALDELAS,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,11658,-,38862,-,NÃO,ATIVA,-
20C/04UG,CALHANDRIZ,138,38.929,-9.065,119174,218371,138,TEJO,LISBOA,VILA FRANCA DE XIRA,CALHANDRIZ,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,29495,-,37204,43698,NÃO,DESATIVADA,-
03F/05UG,CALVELO,179,41.679,-8.545,165700.818,523379.207,179,NEIVA,VIANA DO CASTELO,PONTE DE LIMA,CALVELO,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29403,-,37705,-,NÃO,ATIVA,-
02E/04UG,CAMINHA,26,41.867,-8.832,141953.713,544390.145,26,MINHO,VIANA DO CASTELO,CAMINHA,VILARELHO,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29129,-,37707,-,NÃO,ATIVA,-
13H/07UG,CAMPELO,439,39.996,-8.267,188593.922,336427.902,439,TEJO,LEIRIA,FIGUEIRÓ DOS VINHOS,CAMPELO,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29129,-,37488,-,NÃO,ATIVA,-
18B/03UG,CAMPELOS,106,39.197,-9.231,105154.94,248244.978,106,RIBEIRAS DO OESTE,LISBOA,TORRES VEDRAS,CAMPELOS,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,29495,-,37166,-,NÃO,SUSPENSA,-
06J/01UG,CAMPEÃ,718,41.291,-7.872,221855,480257,718,DOURO,VILA REAL,VILA REAL,CAMPEÃ,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,21813,-,37771,-,NÃO,ATIVA,-
09H/01UG,CAMPIA,448,40.674,-8.217,192934.289,411654.765,448,VOUGA/RIBEIRAS COSTEIRAS,VISEU,VOUZELA,CAMPIA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,11567,-,37789,-,SIM,ATIVA,-
04R/03UG,CAMPO DE VÍBORAS,654,41.524,-6.558,331489.225,507250.664,654,DOURO,BRAGANÇA,VIMIOSO,CAMPO DE VÍBORAS,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,11689,-,37680,-,NÃO,ATIVA,-
18K/01C,CAMPO EXPERIMENTAL CRATO (CHANÇA),170,39.255,-7.82,227018,254211,170,TEJO,PORTALEGRE,ALTER DO CHÃO,CHANCELARIA,Autoridade Nacional da Água,CCDR-ALENTEJO,Climatológica,Climatológica,26207,-,36952,-,NÃO,ATIVA,-
21L/01UG,CANAL,312,38.769087,-7.605615,245842,200305,312,TEJO,ÉVORA,ESTREMOZ,GLÓRIA,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,29195,-,36942,-,NÃO,ATIVA,-
03F/02U,CANDEEIRA,32,41.765,-8.651,156899.724,533022.269,32,LIMA,VIANA DO CASTELO,PONTE DE LIMA,ARCOS,-,CCDR-NORTE,-,Udométrica,11963,22554,-,-,NÃO,EXTINTA,-
06J/02UG,CANDEMIL,449,41.246,-7.965,214066.763,475213.716,449,DOURO,PORTO,AMARANTE,CANDEMIL,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,11800,-,38847,-,NÃO,ATIVA,-
21B/11UG,CANEÇAS,277,38.823,-9.223,105321.297,206775.213,277,TEJO,LISBOA,ODIVELAS,CANEÇAS,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,29495,-,38294,-,SIM,ATIVA,-
21F/01UG,CANHA,52,38.77,-8.627,157106.885,200405.722,52,TEJO,SETÚBAL,MONTIJO,CANHA,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,11628,-,36917,-,SIM,ATIVA,-
15J/02G,CANIÇAL CIMEIRO,349,39.698764,-7.951383,215586.206,303402.686,349,TEJO,CASTELO BRANCO,PROENÇA-A-NOVA,PROENÇA-A-NOVA,-,EDP,-,Udográfica,18537,36525,-,-,NÃO,EXTINTA,-
04J/01G,CANIÇO,629,41.648797,-7.651438,240128.659,520047.043,629,DOURO,VILA REAL,BOTICAS,PINHO,-,CCDR-NORTE,-,Udográfica,16346,23284,-,-,NÃO,EXTINTA,-
11F/01UG,CANTANHEDE,58,40.356,-8.593,160926.635,376464.442,58,VOUGA/RIBEIRAS COSTEIRAS,COIMBRA,CANTANHEDE,CANTANHEDE,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29411,-,37194,-,NÃO,ATIVA,-
12M/02UG,CAPINHA,491,40.198503,-7.370556,264929.812,359153.334,491,TEJO,CASTELO BRANCO,FUNDÃO,CAPINHA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29342,-,37174,-,NÃO,ATIVA,-
15E/03G,CARANGUEJEIRA,103,39.739,-8.708,150726,308029,103,LIS/RIBEIRAS COSTEIRAS,LEIRIA,LEIRIA,CARANGUEJEIRA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udográfica,29129,-,37208,44034,NÃO,DESATIVADA,-
13H/09UG,CARAPINHAL,203,40.099,-8.34,182357.592,347821.239,203,MONDEGO,COIMBRA,MIRANDA DO CORVO,MIRANDA DO CORVO,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29068,-,37288,-,NÃO,SUSPENSA,-
21G/03G,CARAPUÇÕES (SÃO TORCATO),104,38.826,-8.474,170359.256,206512.915,104,TEJO,SANTARÉM,CORUCHE,SANTANA DO MATO,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udográfica,32933,-,36917,-,NÃO,ATIVA,-
12M/01UG,CARIA,477,40.298,-7.363,265519.962,370171.098,477,TEJO,CASTELO BRANCO,BELMONTE,CARIA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,13956,-,37490,-,NÃO,ATIVA,-
16G/02UG,CARRAZEDE,80,39.53,-8.462,171751.36,284686.493,80,TEJO,SANTARÉM,TOMAR,PAIALVO,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,29129,-,37189,-,NÃO,ATIVA,-
06N/02U,CARRAZEDE DE ANSIÃES,741,41.232,-7.318,268333.952,473978.406,741,DOURO,BRAGANÇA,CARRAZEDA DE ANSIÃES,MARZAGÃO,-,IVP-INAG,-,Udométrica,15615,22554,-,-,NÃO,EXTINTA,-
08L/05U,CARREGAL,687,40.90712,-7.578358,246741.681,437712.245,687,DOURO,VISEU,SERNANCELHE,CARREGAL,-,EDP,-,Udométrica,17777,39036,-,-,NÃO,EXTINTA,-
11I/03UG,CARREGAL DO SAL,275,40.425,-7.998,211460.535,384052.606,275,MONDEGO,VISEU,CARREGAL DO SAL,CURRELOS,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29129,-,37160,-,NÃO,ATIVA,-
04O/02U,CARVALHAIS,230,41.499,-7.168,280580.311,503724.773,230,DOURO,BRAGANÇA,MIRANDELA,MIRANDELA,-,CCDR-NORTE,-,Climatológica,29495,31320,-,-,NÃO,EXTINTA,-
05I/02G,CARVALHO,504,41.379341,-8.068102,205440.31,490010.437,504,DOURO,BRAGA,CELORICO DE BASTO,CARVALHO,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udográfica,22098,-,38847,43718,NÃO,DESATIVADA,-
06P/02UG,CARVIÇAIS,611,41.179,-6.89,304283.969,468541.547,611,DOURO,BRAGANÇA,TORRE DE MONCORVO,CARVIÇAIS,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,11689,-,37726,-,NÃO,ATIVA,-
16J/02UG,CARVOEIRO,312,39.622,-7.918,218465.621,294927.536,312,TEJO,SANTARÉM,MAÇÃO,CARVOEIRO,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,32051,-,37188,-,NÃO,ATIVA,-
20K/02UG,CASA BRANCA,226,38.950473,-7.803773,228548,220361,226,TEJO,PORTALEGRE,SOUSEL,CASA BRANCA,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,29129,-,36942,-,NÃO,ATIVA,-
