,marker site,latitude,longitude,estacao3,estacao
537,16360,39.33073,-8.93196,339/25, 339/25
538,16363,39.37535,-8.88639,339/36, 339/36
539,16364,39.31939,-8.98076,339/45, 339/45
540,2051282,39.39375,-9.0207,339/74, 339/74
541,16365,39.34216,-8.93232,339/90, 339/90
542,2084458,39.35426,-9.05195,339/174, 339/174
543,2084486,39.3675,-9.04653,339/175, 339/175
544,2084516,39.36723,-9.04916,339/176, 339/176
545,2084250,39.31692,-9.03009,339/179, 339/179
546,2084276,39.31267,-9.02962,339/181, 339/181
547,2084540,39.31451,-9.03287,339/183, 339/183
548,16369,39.33132,-8.82538,340/30, 340/30
549,2083530,39.35851,-8.7462,340/78, 340/78
550,16371,39.31493,-8.83983,340/94, 340/94
551,72774,39.38912,-8.79856,340/134, 340/134
552,2050682,39.31654,-8.73659,340/158, 340/158
553,2083650,39.39793,-8.70481,340/159, 340/159
554,2083542,39.3163,-8.73649,340/161, 340/161
555,16373,39.37578,-8.66114,341/16, 341/16
556,16374,39.35278,-8.53289,341/17, 341/17
557,2083698,39.36219,-8.61796,341/192, 341/192
558,16376,39.35221,-8.53237,341/240, 341/240
559,16377,39.36287,-8.53175,341/241, 341/241
560,16378,39.33425,-8.55238,341/242, 341/242
561,71622,39.31555,-8.51621,341/251, 341/251
562,71637,39.32938,-8.57636,341/252, 341/252
563,71639,39.34866,-8.55073,341/253, 341/253
564,71642,39.35482,-8.51538,341/254, 341/254
565,71644,39.38335,-8.52146,341/255, 341/255
566,2038428,39.3887,-8.51706,341/269, 341/269
567,2083662,39.37603,-8.66095,341/293, 341/293
568,2081234,39.36277,-8.61787,341/296, 341/296
569,2014208,39.35045,-8.37361,342/AG65, 342/AG65
570,105889,39.31678,-8.43551,342/81, 342/81
571,34899,39.31807,-8.43639,342/105, 342/105
572,71646,39.38586,-8.4668,342/113, 342/113
573,71648,39.38829,-8.50036,342/114, 342/114
574,71650,39.37541,-8.49959,342/115, 342/115
575,2051534,39.39721,-8.34411,342/133, 342/133
576,16384,39.37855,-8.23419,343/18, 343/18
577,16385,39.32267,-8.27678,343/19, 343/19
578,16386,39.32948,-8.29895,343/29, 343/29
579,2014176,39.34751,-8.13585,343/AG36, 343/AG36
580,16389,39.33013,-8.08126,344/7, 344/7
581,2014178,39.38177,-7.93555,345/AG39, 345/AG39
582,17336,39.37168,-7.38219,348/20, 348/20
583,17335,39.38171,-7.38798,348/23, 348/23
584,34799,39.28042,-9.29158,349/58, 349/58
585,73888,39.28123,-9.28883,349/133, 349/133
586,73879,39.28764,-9.28745,349/135, 349/135
587,34783,39.24478,-9.09037,350/4, 350/4
588,2022570,39.247,-9.09381,350/110, 350/110
589,16391,39.30212,-9.24556,350/122, 350/122
590,16393,39.29221,-8.94102,351/72, 351/72
591,34784,39.28055,-9.04345,351/102, 351/102
592,103425,39.28848,-8.77233,352/10, 352/10
593,34901,39.28927,-8.74186,352/128, 352/128
594,2083466,39.24342,-8.86127,352/141, 352/141
595,2083490,39.28604,-8.77039,352/142, 352/142
596,16397,39.25676,-8.86635,352/146, 352/146
597,16398,39.29445,-8.86049,352/188, 352/188
598,2083502,39.31539,-8.77869,352/290, 352/290
599,2083430,39.25163,-8.72593,352/291, 352/291
600,2083478,39.2421,-8.86848,352/292, 352/292
601,2078510,39.26987,-8.69787,352/294, 352/294
602,103445,39.24243,-8.6758,353/14, 353/14
603,71659,39.21962,-8.61411,353/22, 353/22
604,16399,39.29201,-8.52362,353/26, 353/26
605,103448,39.24437,-8.67846,353/27, 353/27
606,103449,39.30522,-8.6482,353/28, 353/28
607,16401,39.2438,-8.66617,353/30, 353/30
608,71657,39.27147,-8.57634,353/87, 353/87
609,16403,39.28873,-8.52365,353/341, 353/341
610,34903,39.2431,-8.68146,353/352, 353/352
611,34879,39.24954,-8.56242,353/353, 353/353
612,71652,39.24964,-8.64907,353/362, 353/362
613,71654,39.21929,-8.66842,353/363, 353/363
614,72738,39.28926,-8.53877,353/373, 353/373
615,2083418,39.25643,-8.67718,353/677, 353/677
616,2083710,39.30516,-8.65452,353/678, 353/678
617,2083406,39.25901,-8.68105,353/680, 353/680
618,2083394,39.24937,-8.68774,353/681, 353/681
619,2083382,39.24548,-8.68741,353/682, 353/682
620,2049918,39.24319,-8.55668,353/687, 353/687
621,103471,39.25405,-8.32634,354/38, 354/38
622,16405,39.27871,-8.33649,354/54, 354/54
623,58547,39.22643,-8.03756,356/1, 356/1
624,17332,39.25367,-8.03607,356/31, 356/31
625,34785,39.18827,-9.26506,361/3, 361/3
626,71741,39.13401,-9.37487,361/36, 361/36
627,2050838,39.12275,-9.36046,361/128, 361/128
628,103509,39.14076,-9.22174,362/6, 362/6
629,106420,39.19634,-9.18231,362/8, 362/8
630,103512,39.18438,-9.21871,362/11, 362/11
631,16407,39.14966,-9.16461,362/13, 362/13
632,16562,39.12335,-9.15475,362/100, 362/100
633,73889,39.13454,-9.20262,362/130, 362/130
634,73890,39.13995,-9.17829,362/131, 362/131
635,73891,39.1734,-9.16888,362/132, 362/132
636,103525,39.17181,-8.98165,363/3, 363/3
637,2022580,39.17428,-8.98249,363/95, 363/95
638,2050808,39.12466,-8.99993,363/111, 363/111
639,34897,39.1615,-8.80069,364/46, 364/46
640,103548,39.16885,-8.79178,364/47, 364/47
641,105516,39.20236,-8.74192,364/52, 364/52
642,2080956,39.15226,-8.82612,364/125, 364/125
643,2080770,39.17415,-8.77362,364/128, 364/128
644,71661,39.14336,-8.74199,364/259, 364/259
645,71663,39.1624,-8.71658,364/260, 364/260
646,2031512,39.16245,-8.71652,364/297, 364/297
647,2083370,39.19958,-8.74036,364/362, 364/362
648,2083442,39.21059,-8.75523,364/363, 364/363
649,2083454,39.21082,-8.75491,364/364, 364/364
650,2080962,39.1698,-8.79359,364/366, 364/366
651,103576,39.14412,-8.67849,365/15, 365/15
652,103577,39.20135,-8.63182,365/18, 365/18
653,2014180,39.16095,-8.51096,365/AG18, 365/AG18
654,2014182,39.16673,-8.50358,365/AG19, 365/AG19
655,2014184,39.15063,-8.52417,365/AG25, 365/AG25
656,16417,39.16941,-8.57836,365/27, 365/27
657,71665,39.17293,-8.66135,365/470, 365/470
658,71667,39.19464,-8.64057,365/471, 365/471
659,2014204,39.21163,-8.19368,367/AG33, 367/AG33
660,58653,39.13781,-8.12531,368/20, 368/20
661,17325,39.19458,-7.65932,370/4, 370/4
662,17327,39.20379,-7.65671,370/8, 370/8
663,17326,39.14235,-7.58116,370/20, 370/20
664,105100,39.18544,-7.61178,370/33, 370/33
665,63439,39.15904,-7.61917,370/51, 370/51
666,72510,39.18926,-7.62961,370/202, 370/202
667,2003640,39.14526,-7.54201,371/46, 371/46
668,72522,39.12961,-7.55437,371/47, 371/47
669,34336,39.18844,-7.22567,372/44, 372/44
670,103657,39.1112,-9.25261,374/5, 374/5
671,103659,39.11054,-9.27364,374/7, 374/7
672,73892,39.11209,-9.29803,374/129, 374/129
673,73893,39.10693,-9.27633,374/130, 374/130
674,34788,39.04107,-9.17008,375/44, 375/44
675,2050790,39.10732,-9.14638,375/168, 375/168
676,103704,39.11145,-8.99463,376/48, 376/48
677,103705,39.11268,-8.99518,376/50, 376/50
678,105555,39.11147,-8.99466,376/51, 376/51
679,103706,39.05926,-9.00594,376/52, 376/52
680,103707,39.05914,-9.00639,376/53, 376/53
681,16423,39.09975,-9.01165,376/129, 376/129
682,16424,39.06466,-9.00682,376/138, 376/138
683,2031344,39.08129,-8.87174,377/AG3, 377/AG3
684,105560,39.0762,-8.86147,377/80, 377/80
685,103729,39.07472,-8.72939,377/94, 377/94
686,16425,39.09984,-8.70936,377/236, 377/236
687,71670,39.07697,-8.77678,377/262, 377/262
688,71672,39.11725,-8.73899,377/263, 377/263
689,71674,39.10344,-8.74534,377/264, 377/264
690,2038430,39.12136,-8.74883,377/287, 377/287
691,2014186,39.07801,-8.56304,378/AG16, 378/AG16
692,16427,39.04638,-8.6812,378/57, 378/57
693,103780,39.07691,-8.55201,378/60, 378/60
694,16428,39.11212,-8.57939,378/63, 378/63
695,16429,39.09335,-8.65267,378/99, 378/99
696,2072980,39.04014,-8.63899,378/167, 378/167
697,16433,39.05964,-8.39807,379/51, 379/51
698,34883,39.05519,-8.50278,379/52, 379/52
699,2073318,39.07184,-8.46639,379/58, 379/58
700,58795,39.07639,-8.1799,380/1, 380/1
701,2014170,39.05821,-8.13399,380/AG59, 380/AG59
702,17319,39.09081,-7.87927,382/93, 382/93
703,17334,39.05025,-7.64417,383/64, 383/64
704,58899,39.08466,-7.44507,384/20, 384/20
705,17328,39.08387,-7.48402,384/28, 384/28
706,65216,39.07117,-7.4628,384/44, 384/44
707,65247,39.06967,-7.43365,384/82, 384/82
708,58912,39.10019,-7.50193,384/91, 384/91
709,2047480,39.08569,-7.46962,384/95, 384/95
710,72514,39.11699,-7.52551,384/105, 384/105
711,72497,39.0555,-7.43285,384/106, 384/106
712,17273,39.06134,-7.00288,387/5, 387/5
713,103820,38.95435,-9.38811,388/22, 388/22
714,103855,38.96925,-8.90261,390/95, 390/95
715,103857,38.92511,-8.89511,390/106, 390/106
716,103859,38.96856,-8.90364,390/116, 390/116
717,103860,38.96406,-8.91105,390/125, 390/125
718,2014188,38.98284,-8.77431,391/AG14, 391/AG14
719,103872,39.00227,-8.74793,391/33, 391/33
720,103950,38.97754,-8.7566,391/244, 391/244
721,103951,38.99502,-8.7384,391/266, 391/266
722,16439,38.97832,-8.81085,391/280, 391/280
723,2049956,38.98626,-8.69587,391/312, 391/312
724,16441,38.95624,-8.7315,391/404, 391/404
725,2050924,38.97847,-8.81054,391/477, 391/477
726,16442,38.95893,-8.52051,392/22, 392/22
727,2073128,38.96995,-8.59615,392/106, 392/106
728,2014210,38.98958,-8.38904,393/AG11, 393/AG11
729,2014190,38.99579,-8.3772,393/AG12, 393/AG12
730,104060,38.99489,-8.45584,393/93, 393/93
731,104063,38.97129,-8.38142,393/98, 393/98
732,106491,39.01864,-8.47828,393/107, 393/107
733,34843,38.96317,-8.18444,394/13, 394/13
734,2073284,38.99156,-8.29224,394/49, 394/49
735,16447,38.99334,-8.28477,394/54, 394/54
736,2014160,38.95129,-8.18026,394/AG85, 394/AG85
737,2014162,39.00326,-7.99692,395/AG63, 395/AG63
738,17321,38.97495,-7.79845,396/98, 396/98
739,59064,38.96781,-7.82214,396/118, 396/118
740,59071,38.98134,-7.83096,396/141, 396/141
741,17348,38.9912,-7.83965,396/151, 396/151
742,72520,38.95332,-7.81296,396/230, 396/230
743,59163,38.9561,-7.7607,397/71, 397/71
744,72499,38.94951,-7.75297,397/163, 397/163
745,2001924,38.95678,-7.74744,397/167, 397/167
746,17288,38.94622,-7.25989,399/6, 399/6
747,59259,38.95407,-7.24746,399/10, 399/10
748,34563,38.95659,-7.07088,400/7, 400/7
749,70357,38.9769,-7.05067,400/13, 400/13
750,17285,39.02338,-7.1107,400/70, 400/70
751,17353,38.98425,-7.01853,401/29, 401/29
752,59342,38.96895,-7.01935,401/30, 401/30
753,74251,38.97794,-7.00075,401/36, 401/36
754,34789,38.86976,-9.41438,402/84, 402/84
755,2050652,38.87086,-9.29938,402/251, 402/251
756,104119,38.88724,-9.16864,403/31, 403/31
757,104121,38.93953,-9.16329,403/35, 403/35
758,2078528,38.88903,-9.23773,403/307, 403/307
759,104139,38.86303,-8.88372,404/69, 404/69
760,16448,38.92511,-8.89533,404/73, 404/73
761,2014192,38.8676,-8.82847,405/AG6, 405/AG6
762,104151,38.94089,-8.86435,405/17, 405/17
763,2078544,38.87947,-8.86278,405/32, 405/32
764,16454,38.8581,-8.74081,405/86, 405/86
765,16455,38.86443,-8.73673,405/166, 405/166
766,16460,38.92666,-8.57868,406/98, 406/98
767,2073208,38.87689,-8.41133,407/36, 407/36
768,16464,38.88856,-8.49903,407/45, 407/45
769,17480,38.91808,-8.18195,408/10, 408/10
770,2014206,38.90965,-8.29289,408/AG78, 408/AG78
771,17324,38.93564,-7.72897,411/107, 411/107
772,63684,38.87296,-7.59276,411/139, 411/139
773,63688,38.88984,-7.6274,411/163, 411/163
774,59484,38.91233,-7.60117,411/192, 411/192
775,34457,38.91265,-7.60238,411/194, 411/194
776,59488,38.90064,-7.67891,411/198, 411/198
777,72503,38.91129,-7.59957,411/255, 411/255
778,72505,38.93041,-7.68968,411/256, 411/256
779,59557,38.88529,-7.54431,412/89, 412/89
780,17330,38.8617,-7.51269,412/107, 412/107
781,63735,38.89114,-7.27718,413/12, 413/12
782,65568,38.90608,-7.25175,413/16, 413/16
783,59618,38.90217,-7.29584,413/21, 413/21
784,17291,38.87381,-7.24939,413/30, 413/30
785,17362,38.86456,-7.21724,413/40, 413/40
786,63740,38.89523,-7.23494,413/46, 413/46
787,34480,38.86015,-7.27042,413/54, 413/54
788,63748,38.9212,-7.31873,413/100, 413/100
789,65599,38.85786,-7.27769,413/102, 413/102
790,65600,38.92621,-7.23334,413/105, 413/105
791,63750,38.92204,-7.27837,413/110, 413/110
792,72517,38.86396,-7.2502,413/139, 413/139
793,59692,38.90747,-7.14429,414/31, 414/31
794,63759,38.88697,-7.14792,414/36, 414/36
795,17284,38.87261,-7.14933,414/45, 414/45
796,59696,38.90549,-7.11642,414/46, 414/46
797,59698,38.86255,-7.15811,414/54, 414/54
798,59704,38.89492,-7.18684,414/61, 414/61
799,34435,38.92422,-7.08086,414/67, 414/67
800,34437,38.85783,-7.09602,414/70, 414/70
801,34439,38.88605,-7.05256,414/71, 414/71
802,59710,38.88561,-7.05372,414/76, 414/76
803,17268,38.89623,-7.05489,414/82, 414/82
804,72518,38.93452,-7.17617,414/106, 414/106
805,72691,38.92477,-7.08842,414/107, 414/107
806,104238,38.82226,-9.46558,415/7, 415/7
807,34790,38.76434,-9.47145,415/72, 415/72
808,2080222,38.76795,-9.44639,415/187, 415/187
809,16465,38.81677,-9.28748,416/7, 416/7
810,16616,38.79618,-9.3864,416/74, 416/74
811,2050672,38.78611,-9.35105,416/345, 416/345
812,2078560,38.79969,-9.36006,416/402, 416/402
813,2078576,38.77267,-9.35152,416/551, 416/551
814,34791,38.82863,-9.22479,417/37, 417/37
815,104284,38.80999,-8.88074,418/4, 418/4
816,106519,38.83266,-8.91323,418/15, 418/15
817,2014194,38.80952,-8.9221,418/AG49, 418/AG49
818,2014196,38.80844,-8.86889,419/AG3, 419/AG3
819,2078690,38.84385,-8.72295,419/37, 419/37
820,2014212,38.79118,-8.57465,420/AG69, 420/AG69
821,16476,38.82755,-8.55918,420/77, 420/77
822,2014280,38.80688,-8.65946,420/105, 420/105
823,104354,38.83826,-8.4481,421/46, 421/46
824,17317,38.78041,-8.36375,421/57, 421/57
825,17323,38.79583,-7.78283,424/34, 424/34
826,17337,38.8052,-7.85089,424/124, 424/124
827,17329,38.8542,-7.61548,425/139, 425/139
828,60111,38.82885,-7.49684,426/238, 426/238
829,60133,38.84746,-7.55258,426/291, 426/291
830,17292,38.81401,-7.45852,426/295, 426/295
831,17290,38.79003,-7.4273,426/298, 426/298
832,17293,38.78893,-7.47046,426/300, 426/300
833,72694,38.76832,-7.41464,426/399, 426/399
834,72507,38.82746,-7.46248,426/400, 426/400
835,63954,38.83851,-7.24959,427/20, 427/20
836,63964,38.83991,-7.1848,428/15, 428/15
837,60225,38.83136,-7.12747,428/16, 428/16
838,72524,38.84651,-7.14045,428/31, 428/31
839,72526,38.83572,-7.16178,428/32, 428/32
840,2079988,38.72918,-9.4352,429/80, 429/80
841,2080062,38.72026,-9.43697,429/81, 429/81
842,2080142,38.75416,-9.42358,429/82, 429/82
843,2080154,38.75913,-9.42631,429/83, 429/83
844,2080166,38.75915,-9.43292,429/92, 429/92
845,2080210,38.75955,-9.44503,429/112, 429/112
846,2051462,38.74552,-9.4029,430/7, 430/7
847,34917,38.75788,-9.36464,430/232, 430/232
848,34919,38.75673,-9.36324,430/233, 430/233
849,72777,38.72879,-9.36845,430/274, 430/274
850,2079792,38.7462,-9.40005,430/408, 430/408
851,2049800,38.73757,-9.42114,430/409, 430/409
852,2051350,38.73582,-9.33487,430/410, 430/410
853,2079970,38.73799,-9.33341,430/411, 430/411
854,2079882,38.72127,-9.38662,430/427, 430/427
855,16483,38.73883,-8.93498,432/549, 432/549
856,16484,38.7186,-9.00466,432/724, 432/724
857,16485,38.68787,-8.94486,432/740, 432/740
858,16486,38.70946,-8.92269,432/787, 432/787
859,2051022,38.71777,-9.00756,432/963, 432/963
860,2084090,38.68719,-8.94457,432/1014, 432/1014
861,2014198,38.71897,-8.75695,433/AG50, 433/AG50
862,2014164,38.74112,-8.82048,433/AG74, 433/AG74
863,2014200,38.72141,-8.71119,433/AG76, 433/AG76
864,2014166,38.70564,-8.53544,434/AG54, 434/AG54
865,17322,38.72505,-7.9511,437/14, 437/14
866,68744,38.7576,-7.45241,440/94, 440/94
867,34295,38.70835,-7.40465,440/97, 440/97
868,17289,38.72641,-7.40579,440/110, 440/110
869,72501,38.70366,-7.39988,440/229, 440/229
870,16492,38.63244,-9.1565,442/84, 442/84
871,16495,38.6385,-9.15265,442/334, 442/334
872,16496,38.63599,-9.05327,442/412, 442/412
873,71738,38.59199,-9.16743,442/453, 442/453
874,16497,38.6082,-9.09218,442/483, 442/483
875,16498,38.62076,-9.11979,442/484, 442/484
876,16499,38.63192,-9.14302,442/485, 442/485
877,16500,38.63166,-9.16174,442/487, 442/487
878,16501,38.64158,-9.17061,442/489, 442/489
879,16502,38.64719,-9.14089,442/510, 442/510
880,16503,38.6138,-9.10192,442/517, 442/517
881,16508,38.65634,-9.05422,442/536, 442/536
882,104644,38.65313,-9.05027,443/38, 443/38
883,106562,38.58529,-8.91513,443/46, 443/46
884,34907,38.64965,-9.03369,443/48, 443/48
885,16513,38.61423,-8.91097,443/263, 443/263
886,34909,38.60874,-9.00091,443/733, 443/733
887,16514,38.58587,-8.94853,443/734, 443/734
888,16515,38.65652,-8.98265,443/920, 443/920
889,16517,38.63978,-8.95535,443/922, 443/922
890,34911,38.61912,-8.98565,443/940, 443/940
891,2021136,38.62392,-9.00272,443/1118, 443/1118
892,2051164,38.63975,-8.95557,443/1294, 443/1294
893,104690,38.63134,-8.74578,444/10, 444/10
894,2014168,38.65489,-8.73322,444/AG71, 444/AG71
895,16522,38.59538,-8.85831,444/316, 444/316
896,2051266,38.66204,-8.73851,444/456, 444/456
897,2014202,38.65849,-8.57267,445/AG53, 445/AG53
898,34801,38.6715,-8.61341,445/63, 445/63
899,17333,38.61137,-8.23734,447/6, 447/6
900,17320,38.6458,-8.30126,447/23, 447/23
901,17344,38.65785,-8.16282,447/214, 447/214
902,17343,38.66474,-8.24533,447/215, 447/215
903,17349,38.61338,-8.07224,448/20, 448/20
904,17360,38.62382,-8.08425,448/56, 448/56
905,17312,38.59493,-7.92832,449/43, 449/43
906,16531,38.53159,-9.13049,453/117, 453/117
907,16533,38.56022,-9.06676,453/372, 453/372
908,16536,38.53611,-9.09569,453/393, 453/393
909,16537,38.5357,-9.09075,453/394, 453/394
910,2004760,38.5313,-9.13198,453/555, 453/555
911,104744,38.55881,-9.02801,454/43, 454/43
912,16539,38.56374,-9.02589,454/525, 454/525
913,2008680,38.56177,-9.02745,454/800, 454/800
914,2008682,38.56371,-9.02826,454/801, 454/801
915,16540,38.52512,-9.04276,454/802, 454/802
916,2008686,38.52541,-9.04324,454/803, 454/803
917,2046164,38.56084,-8.8201,455/AG1, 455/AG1
918,2046262,38.55694,-8.82358,455/AG2, 455/AG2
919,2008696,38.52365,-8.84431,455/7, 455/7
920,16541,38.52333,-8.84396,455/40, 455/40
921,104788,38.55856,-8.82221,455/41, 455/41
922,2008690,38.5424,-8.86108,455/101, 455/101
923,16543,38.53965,-8.85755,455/252, 455/252
924,16546,38.55666,-8.81696,455/388, 455/388
925,2008694,38.56076,-8.82464,455/390, 455/390
926,2008698,38.52621,-8.81447,455/391, 455/391
927,2008688,38.54004,-8.86286,455/392, 455/392
928,50628,38.57635,-8.80163,455/408, 455/408
929,2008702,38.58373,-8.80773,455/488, 455/488
930,2051644,38.52511,-8.81991,455/525, 455/525
931,17341,38.56574,-8.34008,457/43, 457/43
932,17308,38.54852,-8.19114,458/47, 458/47
933,17309,38.55815,-8.21191,458/78, 458/78
934,17307,38.53146,-8.01726,459/8, 459/8
935,17313,38.57467,-8.08629,459/51, 459/51
936,17280,38.50636,-7.79994,460/193, 460/193
937,17351,38.52312,-7.80124,460/208, 460/208
938,2076336,38.52687,-7.80263,460/255, 460/255
939,17305,38.46692,-8.0907,470/62, 470/62
940,17295,38.41437,-7.83626,471/72, 471/72
941,17342,38.46083,-7.81802,471/74, 471/74
942,101309636,38.45648,-7.88563,471/75, 471/75
943,2076308,38.43279,-7.84751,471/81, 471/81
944,2076322,38.44918,-7.77445,471/82, 471/82
945,17275,38.48127,-7.72843,472/6, 472/6
946,2028332,38.46425,-7.75115,472/23, 472/23
947,17270,38.4346,-7.70154,472/62, 472/62
948,2075554,38.43307,-7.70362,472/87, 472/87
949,2075566,38.40751,-7.73695,472/88, 472/88
950,2075578,38.47501,-7.73057,472/89, 472/89
951,2014172,38.39777,-8.75559,475/AG43, 475/AG43
952,2014174,38.35029,-8.77921,475/AG45, 475/AG45
953,17297,38.38129,-8.53372,476/14, 476/14
954,17311,38.32586,-7.9955,479/9, 479/9
955,34335,38.3923,-8.10956,479/114, 479/114
956,2075314,38.32029,-7.86612,480/70, 480/70
957,17267,38.37953,-7.30163,483/34, 483/34
958,17298,38.24415,-8.54931,485/10, 485/10
959,2014214,38.24793,-8.50511,485/AG40, 485/AG40
960,2019004,38.26938,-8.36162,486/38, 486/38
961,2075828,38.24029,-8.15638,487/72, 487/72
962,17310,38.26093,-7.99572,488/13, 488/13
963,17358,38.26531,-8.01546,488/20, 488/20
964,34338,38.30978,-8.02578,488/91, 488/91
965,2075786,38.23112,-7.98944,488/968, 488/968
966,2075800,38.28418,-8.06084,488/969, 488/969
967,2075814,38.24418,-8.03833,488/970, 488/970
968,2076532,38.24891,-8.02027,488/971, 488/971
969,2075842,38.2839,-8.08389,488/972, 488/972
970,2075856,38.28585,-8.03972,488/973, 488/973
971,17287,38.28852,-7.71074,490/10, 490/10
972,2038458,38.14712,-8.73178,494/119, 494/119
973,17294,38.19519,-7.78092,499/131, 499/131
974,2075772,38.17779,-7.89833,499/201, 499/201
975,2076182,38.13668,-7.90277,499/202, 499/202
976,2076280,38.19335,-7.80472,499/203, 499/203
977,2076294,38.17168,-7.81,499/204, 499/204
978,17352,38.14309,-7.75608,500/71, 500/71
979,2075590,38.16085,-7.72472,500/85, 500/85
980,2075602,38.14335,-7.67445,500/86, 500/86
981,34300,38.14357,-7.45086,501/63, 501/63
982,17269,38.14242,-7.44203,501/64, 501/64
983,17266,38.14636,-7.43777,501/65, 501/65
984,2076448,38.14336,-7.50305,501/311, 501/311
985,2007164,38.07375,-8.78198,505/69, 505/69
986,17301,38.08892,-8.22941,508/46, 508/46
987,17303,38.0807,-8.06755,509/17, 509/17
988,61765,38.05259,-7.97302,509/38, 509/38
989,61790,38.08771,-8.04794,509/193, 509/193
990,17304,38.05657,-8.10472,509/198, 509/198
991,61800,38.09413,-8.08943,509/214, 509/214
992,67719,38.08828,-8.11098,509/220, 509/220
993,2075730,38.13279,-7.97138,509/294, 509/294
994,2075290,38.11279,-8.12388,509/295, 509/295
995,2075744,38.11084,-8.03833,509/296, 509/296
996,2075298,38.05974,-8.12999,509/297, 509/297
997,2075758,38.09752,-7.98416,509/298, 509/298
998,2076056,38.0614,-7.9661,509/299, 509/299
999,2076070,38.08835,-8.11027,509/300, 509/300
1000,2076084,38.05862,-8.10749,509/301, 509/301
1001,2076098,38.08085,-8.01555,509/302, 509/302
1002,2076112,38.05695,-7.82805,510/65, 510/65
1003,2076168,38.08057,-7.93889,510/66, 510/66
1004,2075530,38.05835,-7.89916,510/67, 510/67
1005,2076196,38.12085,-7.84416,510/68, 510/68
1006,2076544,38.12891,-7.77278,510/69, 510/69
1007,17043,38.05939,-7.5964,511/71, 511/71
1008,2075542,38.05946,-7.59888,511/90, 511/90
1009,2076238,38.06307,-7.73972,511/91, 511/91
1010,17272,38.10894,-7.42434,512/15, 512/15
1011,17281,38.09841,-7.43838,512/32, 512/32
1012,17271,38.06744,-7.45294,512/50, 512/50
1013,2076420,38.12197,-7.54778,512/210, 512/210
1014,2076434,38.05502,-7.46333,512/211, 512/211
1015,2075640,38.11141,-7.41472,512/212, 512/212
1016,2075654,38.07724,-7.47889,512/213, 512/213
1017,2075682,38.09974,-7.49278,512/214, 512/214
1018,2076470,38.0528,-7.41361,512/215, 512/215
1019,2075710,38.09308,-7.44027,512/216, 512/216
1020,17279,38.0823,-7.37808,513/34, 513/34
1021,2031708,38.00728,-8.72993,516/126, 516/126
1022,2042642,37.97171,-8.82971,516/127, 516/127
1023,2069970,37.97665,-8.83468,516/193, 516/193
1024,17314,37.9881,-8.38877,518/17, 518/17
1025,17302,38.0162,-8.18063,519/63, 519/63
1026,17300,38.03978,-8.27263,519/65, 519/65
1027,2075930,37.99585,-8.1711,519/98, 519/98
1028,68016,38.03049,-7.9545,520/14, 520/14
1029,62013,38.03279,-7.98388,520/15, 520/15
1030,62018,38.03237,-8.01691,520/25, 520/25
1031,68024,38.03962,-8.06896,520/32, 520/32
1032,2075306,38.04001,-8.09638,520/59, 520/59
1033,2075912,37.98696,-8.12527,520/60, 520/60
1034,2075972,37.96585,-8.02888,520/62, 520/62
1035,2075330,37.96473,-7.97083,520/63, 520/63
1036,2076014,38.03334,-7.98305,520/64, 520/64
1037,2075338,38.04057,-8.06888,520/65, 520/65
1038,62058,38.02238,-7.90179,521/38, 521/38
1039,70702,38.01459,-7.92516,521/44, 521/44
1040,17356,37.99437,-7.90438,521/147, 521/147
1041,101309635,38.01308,-7.89111,521/155, 521/155
1042,17357,38.00926,-7.87348,521/156, 521/156
1043,68048,38.01935,-7.91558,521/163, 521/163
1044,62184,37.98991,-7.80718,521/221, 521/221
1045,70657,37.96201,-7.81902,521/222, 521/222
1046,62208,38.03562,-7.8973,521/264, 521/264
1047,71483,38.00458,-7.92222,521/284, 521/284
1048,2075346,38.01945,-7.91527,521/445, 521/445
1049,2076028,37.97834,-7.8836,521/446, 521/446
1050,2076042,38.01223,-7.88555,521/447, 521/447
1051,2075354,38.02612,-7.84166,521/448, 521/448
1052,2075362,37.98251,-7.84333,521/449, 521/449
1053,2075450,38.00391,-7.84555,521/450, 521/450
1054,2075668,38.0264,-7.79027,521/451, 521/451
1055,17345,37.95773,-7.62549,522/54, 522/54
1056,68091,37.97565,-7.71391,522/117, 522/117
1057,68113,37.99619,-7.62386,522/160, 522/160
1058,68115,38.00297,-7.64977,522/162, 522/162
1059,62298,38.00072,-7.67267,522/165, 522/165
1060,68118,37.99835,-7.71356,522/169, 522/169
1061,17035,37.96012,-7.60984,522/200, 522/200
1062,71477,38.00877,-7.73137,522/204, 522/204
1063,2075464,37.97057,-7.76027,522/251, 522/251
1064,2076126,37.99918,-7.71305,522/252, 522/252
1065,2076140,37.99669,-7.62332,522/253, 522/253
1066,2076154,37.96057,-7.72472,522/254, 522/254
1067,2076210,38.00918,-7.61055,522/255, 522/255
1068,2076224,37.98195,-7.75971,522/256, 522/256
1069,2076252,38.02835,-7.7375,522/257, 522/257
1070,2076266,38.03196,-7.70499,522/258, 522/258
1071,17037,37.97139,-7.52555,523/29, 523/29
1072,17036,37.98192,-7.55351,523/30, 523/30
1073,17045,37.99806,-7.51945,523/31, 523/31
1074,17052,38.00987,-7.46963,523/32, 523/32
1075,17051,38.00083,-7.49306,523/33, 523/33
1076,17042,37.98793,-7.46151,523/36, 523/36
1077,17044,37.98888,-7.40976,523/38, 523/38
1078,17046,37.96389,-7.48722,523/40, 523/40
1079,17047,37.99329,-7.53523,523/41, 523/41
